ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id,time_proportion,is_target_turn,is_target_game,is_target_win,roundscore_diff,continuous_score,ball_round1,ball_round2,ball_round3,ball_round4,ball_round5,ball_round6,ball_round7,ball_round8,ball_round9,ball_round10,ball_round11,ball_round12,ball_round13,ball_round14,ball_round15,ball_round16,ball_round17,ball_round18,ball_round19,ball_round20,ball_round21,ball_round22,ball_round23,ball_round24,ball_round25,ball_round26,ball_round27,ball_round28,ball_round29,ball_round30,ball_round31,ball_round32,ball_round33,ball_round34,ball_round35,win_prob,rally
9,00:39:55,71876.0,8,4,NG Ka Long Angus,2,挑球,0,0,2.0,8,608.0,464.0,1.0,4,752.0,316.0,,,LEE Cheuk Yiu,,8,-0.3637301095965614,0.4678400062360411,9,-0.1315960134976664,-0.6264525845476285,0,2,60,3167,0.2916666666666667,0,True,1,-4.0,-1,0.1152084544301033,0.0931036174297332,0.0719276815652847,0.1018129363656044,0.0932263880968093,0.1256212890148162,0.1000034064054489,0.1343224644660949,0.1647737622261047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.5859075784683228,13
10,00:39:57,71916.0,8,4,LEE Cheuk Yiu,2,切球,1,0,1.0,5,752.0,316.0,2.0,1,814.0,478.0,,,LEE Cheuk Yiu,,10,0.4267876992138295,-1.5004210316352642,9,0.2444071531552201,0.9419957138189516,0,2,60,3167,0.375,1,True,1,-4.0,-1,0.0857314392924308,0.0692822933197021,0.0535243973135948,0.0757632702589035,0.0693736597895622,0.0934800580143928,0.0744167119264602,0.0999549701809883,0.1199702098965644,0.2585029602050781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4836660921573639,13
11,00:39:58,71941.0,8,4,NG Ka Long Angus,2,挑球,0,0,2.0,2,814.0,478.0,1.0,6,790.0,330.0,,,LEE Cheuk Yiu,,9,0.8498810664769338,0.6711245846206833,10,0.3066933842193158,-1.4851888401385942,0,2,60,3167,0.4166666666666667,0,True,1,-4.0,-1,0.061554055660963,0.0497437827289104,0.0384298227727413,0.0543970428407192,0.049809381365776,0.0671174675226211,0.0534302331507205,0.0717663690447807,0.0861370414495468,0.1853499859571457,0.282264769077301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4419811069965362,13
12,00:39:59,71973.0,8,4,LEE Cheuk Yiu,2,切球,1,0,1.0,7,790.0,330.0,2.0,1,825.0,463.0,,,LEE Cheuk Yiu,,9,0.6780403672596969,-1.247630241438355,9,0.5689188586936589,0.9817817286310486,0,2,60,3167,0.4583333333333333,1,True,1,-4.0,-1,0.0469112358987331,0.0379104577004909,0.029287926852703,0.0414567701518535,0.0379604510962963,0.0511511899530887,0.0407199524343013,0.0546941831707954,0.0656462833285331,0.1412578970193863,0.2057610005140304,0.247242659330368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.3632821440696716,13
13,00:40:00,72001.0,8,4,NG Ka Long Angus,2,網前球,0,0,2.0,2,825.0,463.0,2.0,2,802.0,423.0,,,LEE Cheuk Yiu,,2,0.927930492802929,0.5465087617207031,9,0.6868997530714819,-1.2614629037057667,0,2,60,3167,0.5,0,True,1,-4.0,-1,0.0409268476068973,0.0330742858350276,0.0255517102777957,0.036168199032545,0.0331178978085517,0.0446259155869483,0.0355253778398036,0.0477169379591941,0.0572718977928161,0.1232378557324409,0.1795123964548111,0.208683967590332,0.134586676955223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.3716065585613251,13
14,00:40:00,72026.0,8,4,LEE Cheuk Yiu,2,挑球,0,1,2.0,3,802.0,423.0,1.0,8,570.0,610.0,,,LEE Cheuk Yiu,,3,1.0116910156687262,-0.3185441529752086,9,0.5436543098428449,0.7066335081424407,0,2,60,3167,0.5,1,True,1,-4.0,-1,0.0368913896381855,0.029813103377819,0.0230322666466236,0.0326019525527954,0.0298524145036935,0.040225725620985,0.032022513449192,0.0430119670927524,0.0516247898340225,0.1110863909125328,0.1618121564388275,0.1881073564291,0.1247492730617523,0.0951687544584274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4304112195968628,13
15,00:40:02,72066.0,8,4,NG Ka Long Angus,2,長球,0,0,1.0,9,570.0,610.0,1.0,4,790.0,320.0,,,LEE Cheuk Yiu,,9,-0.1652739964577778,1.4131253105711965,9,0.1639965124816577,-0.8621010403648729,0,2,60,3167,0.5833333333333334,0,True,1,-4.0,-1,0.0350325070321559,0.0283108819276094,0.021871717646718,0.0309592057019472,0.0283482130616903,0.0381988324224948,0.0304089654237031,0.0408446788787841,0.0490235202014446,0.10548897087574,0.153658777475357,0.1786290109157562,0.1184634119272232,0.088602714240551,0.0521586015820503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4603779911994934,13
16,00:40:03,72103.0,8,4,LEE Cheuk Yiu,2,長球,0,0,1.0,5,790.0,320.0,1.0,3,882.0,651.0,,,LEE Cheuk Yiu,,9,0.5906905575432252,-1.2196856246325485,9,0.112107972789132,1.230627608726092,0,2,60,3167,0.625,1,True,1,-4.0,-1,0.0326833426952362,0.0264124479144811,0.0204050727188587,0.0288831833750009,0.0264472756534814,0.0356373451650142,0.028369840234518,0.038105770945549,0.0457361675798893,0.098415233194828,0.1433549225330352,0.1666507422924041,0.1105196475982666,0.0826613083481788,0.0496993660926818,0.0660183280706405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4455235004425049,13
17,00:40:05,72151.0,8,4,NG Ka Long Angus,2,長球,0,0,1.0,4,882.0,651.0,1.0,4,768.0,323.0,,,LEE Cheuk Yiu,,4,1.094036055538532,1.7625108500819169,9,0.2909388733512046,-1.0699367396205994,0,2,60,3167,0.7083333333333334,0,True,1,-4.0,-1,0.0303755681961774,0.0245474614202976,0.0189642682671546,0.0268437396734952,0.0245798304677009,0.0331209897994995,0.0263666436076164,0.0354151204228401,0.0425067320466041,0.0914661213755607,0.1332326233386993,0.1548835188150406,0.1027158498764038,0.0768245831131935,0.0461900904774665,0.0593041479587554,0.0726626962423324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4545297920703888,13
18,00:40:06,72184.0,8,4,LEE Cheuk Yiu,2,長球,1,0,1.0,5,768.0,323.0,1.0,3,835.0,624.0,,,LEE Cheuk Yiu,,9,0.5878630434285506,-1.178810466899536,9,0.5620625886827105,1.1923671274404366,0,2,60,3167,0.75,1,True,1,-4.0,-1,0.0277923326939344,0.0224598683416843,0.0173514876514673,0.0245608631521463,0.0224894843995571,0.0303042735904455,0.0241243410855531,0.0324033051729202,0.0388918220996856,0.0836875513195991,0.1219020932912826,0.1417117416858673,0.0939805656671524,0.0702911764383316,0.0422619394958019,0.0542607344686985,0.0633877143263816,0.0881387293338775,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4527584612369537,13
19,00:40:07,72217.0,8,4,NG Ka Long Angus,2,殺球,0,0,1.0,4,835.0,624.0,2.0,6,802.0,365.0,,,LEE Cheuk Yiu,,9,0.8768325158604315,1.3763379694568163,10,0.2500786527938864,-1.4560075131473091,0,2,60,3167,0.7916666666666666,0,True,1,-4.0,-1,0.0257932171225547,0.02084431797266,0.0161033868789672,0.0227941870689392,0.0208718050271272,0.0281244721263647,0.0223890654742717,0.0300725195556879,0.0360943153500556,0.0776678696274757,0.1131336167454719,0.1315183341503143,0.0872204974293708,0.0652351006865501,0.0392220169305801,0.0503577329218387,0.0588282011449337,0.0818711221218109,0.071858175098896,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.5113288760185242,13
20,00:40:07,72233.0,8,4,LEE Cheuk Yiu,2,接殺防守,0,1,2.0,7,802.0,365.0,2.0,1,804.0,473.0,,,LEE Cheuk Yiu,,9,-0.0744971482510176,-1.188612019836384,6,1.1524075228457484,1.4682006056486607,0,2,60,3167,0.7916666666666666,1,True,1,-4.0,-1,0.0235791038721799,0.0190550219267606,0.014721056446433,0.0208375137299299,0.0190801490098238,0.0257102418690919,0.0204671658575534,0.0274910666048526,0.0329959467053413,0.0710007846355438,0.1034221202135086,0.1202286779880523,0.0797334089875221,0.059635255485773,0.035855159163475,0.0460349768400192,0.0537783354520797,0.0748432278633117,0.0676939561963081,0.0838368460536003,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.5509474277496338,13
21,00:40:08,72265.0,8,4,NG Ka Long Angus,2,挑球,0,0,2.0,2,804.0,473.0,1.0,3,508.0,312.0,,,LEE Cheuk Yiu,,8,0.7066715628699091,0.4925050806631231,9,0.4796081559652652,-0.7883628311284104,0,2,60,3167,0.8333333333333334,0,True,1,-4.0,-1,0.0221036579459905,0.0178626682609319,0.0137998973950743,0.0195336211472749,0.0178862232714891,0.0241014417260885,0.0191864483058452,0.0257708337157964,0.0309312492609024,0.0665579587221145,0.0969505608081817,0.1127054616808891,0.0747441500425338,0.0559036247432231,0.0336115509271621,0.0431543737649917,0.0504131950438022,0.0701599717140197,0.0634580552577972,0.0767713859677314,0.0643937289714813,0.0,0.0,0.0,,,,,,,,,,,,0.6086860299110413,13
22,00:40:10,72306.0,8,4,LEE Cheuk Yiu,2,切球,0,0,1.0,4,508.0,312.0,2.0,1,834.0,492.0,,,LEE Cheuk Yiu,,10,-0.7807398678875997,-1.580488541316713,9,0.1597356681737193,0.9825156158938764,0,2,60,3167,0.9166666666666666,1,True,1,-4.0,-1,0.0197255779057741,0.0159408655017614,0.0123151987791061,0.0174320451915264,0.0159618854522705,0.0215084236115217,0.017122222110629,0.0229982044547796,0.0276034250855445,0.0593971386551857,0.0865198820829391,0.1005797311663627,0.0667025968432426,0.049889076501131,0.0299953576177358,0.0385114885866642,0.044989351183176,0.0626116171479225,0.0566307455301284,0.0685117244720459,0.0600497275590896,0.1050037369132042,0.0,0.0,,,,,,,,,,,,0.6127724051475525,13
23,00:40:11,72332.0,8,4,NG Ka Long Angus,2,挑球,0,0,2.0,2,834.0,492.0,1.0,4,765.0,316.0,,,LEE Cheuk Yiu,,9,0.7955703162788067,0.7661975124149674,9,-0.3091047004321775,-1.32504714018103,0,2,60,3167,0.9583333333333334,0,True,1,-4.0,-1,0.0173677429556846,0.0140354251489043,0.0108431400731205,0.0153483608737587,0.014053932391107,0.0189374815672636,0.0150755727663636,0.0202491879463195,0.024303937330842,0.052297294139862,0.0761779993772506,0.0885572582483291,0.0587295107543468,0.0439257472753524,0.0264099575579166,0.0339081399142742,0.0396116934716701,0.0551275387406349,0.0498615652322769,0.0603223927319049,0.0528718754649162,0.0912828221917152,0.1207014098763465,0.0,,,,,,,,,,,,0.6477155089378357,13
24,00:40:12,72361.0,8,4,LEE Cheuk Yiu,3,殺球,1,0,1.0,5,765.0,316.0,2.0,5,893.0,590.0,對手落地致勝,落地致勝,LEE Cheuk Yiu,,9,0.5399757533049855,-1.2744244697463851,9,0.6284756359874301,0.9168237224177213,0,2,60,3167,1.0,1,True,1,-4.0,-1,0.0149970008060336,0.0121195502579212,0.0093630226328969,0.0132532687857747,0.0121355336159467,0.016352467238903,0.0130177149549126,0.0174851212650537,0.0209863875061273,0.0451585724949836,0.0657794997096061,0.0764689594507217,0.0507127828896045,0.0379297658801078,0.0228049289435148,0.0292795915156602,0.0342045910656452,0.0476024858653545,0.0430553294718265,0.052088227123022,0.0456547252833843,0.0788224712014198,0.09946009516716,0.1412679553031921,,,,,,,,,,,,0.6478783488273621,13
1,00:40:44,73333.0,8,5,LEE Cheuk Yiu,1,發短球,0,1,2.0,8,,,1.0,7,575.0,490.0,,,NG Ka Long Angus,,9,0.0898074171368416,-0.8743944257391453,9,-0.6631658983651512,1.1177268725595102,0,2,60,3168,0.0,1,True,0,-3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1066089943051338,14
2,00:40:44,73349.0,8,5,NG Ka Long Angus,2,平球,0,1,1.0,8,575.0,490.0,1.0,8,708.0,355.0,,,NG Ka Long Angus,,9,-0.3777430241694707,0.7345808236689072,9,-0.1478587494199027,-0.8101883999658505,0,2,60,3168,0.0,0,True,0,-3.0,1,0.7155123353004456,0.2844876945018768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1076302304863929,14
3,00:40:45,73359.0,8,5,LEE Cheuk Yiu,2,接殺防守,0,1,1.0,9,708.0,355.0,2.0,7,691.0,503.0,,,NG Ka Long Angus,,9,-0.1273537986169619,-1.0412463227323976,8,-0.1403933256437863,0.6029840754639798,0,2,60,3168,0.2,1,True,0,-3.0,1,0.5222007036209106,0.239467442035675,0.2383318096399307,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.140696570277214,14
4,00:40:45,73375.0,8,5,NG Ka Long Angus,2,平球,0,1,2.0,8,691.0,503.0,2.0,8,637.0,366.0,,,NG Ka Long Angus,,9,0.1860226112036823,0.7247150779690484,9,0.0090456942902065,-1.028843903074805,0,2,60,3168,0.2,0,True,0,-3.0,1,0.4760198295116424,0.2182901054620742,0.1938521265983581,0.1118379011750221,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1482115238904953,14
5,00:40:46,73396.0,8,5,LEE Cheuk Yiu,2,平球,0,1,2.0,9,637.0,366.0,2.0,2,473.0,500.0,,,NG Ka Long Angus,,9,-0.2204294542815685,-0.7353969767639897,9,0.1507061698883764,0.8849002331045804,0,2,60,3168,0.4,1,True,0,-3.0,1,0.3807864487171173,0.17461858689785,0.1550697237253189,0.1044918820261955,0.1850333362817764,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2786909341812134,14
6,00:40:47,73418.0,8,5,NG Ka Long Angus,2,網前球,0,1,2.0,3,473.0,500.0,2.0,1,454.0,399.0,,,NG Ka Long Angus,,9,-0.633099909175225,0.6746114364431293,9,-0.2459885920868074,-0.910878337732035,0,2,60,3168,0.6,0,True,0,-3.0,1,0.3484697639942169,0.1597990095615387,0.1419092267751693,0.0956238359212875,0.1445993483066558,0.1095987483859062,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4260565340518951,14
7,00:40:48,73445.0,8,5,LEE Cheuk Yiu,2,推撲球,0,0,2.0,2,454.0,399.0,1.0,6,447.0,558.0,,,NG Ka Long Angus,,6,-0.9815220380031864,-0.7316753881292684,9,-0.1862662899949962,0.8357806762502941,0,2,60,3168,0.8,1,True,0,-3.0,1,0.3014442026615143,0.138234332203865,0.1227587535977363,0.0827195197343826,0.1250858455896377,0.0966243520379066,0.133132979273796,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5208150148391724,14
8,00:40:48,73463.0,8,5,NG Ka Long Angus,2,殺球,1,0,1.0,7,447.0,558.0,1.0,8,556.0,356.0,,,NG Ka Long Angus,,9,-0.493403492058319,1.0472654069781573,9,-0.7070329722124152,-0.8829908819086327,0,2,60,3168,0.8,0,True,0,-3.0,1,0.2715418040752411,0.1245218887925148,0.1105814427137374,0.0745139867067337,0.1126776933670044,0.0870394930243492,0.1295468360185623,0.0895768404006958,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5797308683395386,14
9,00:40:49,73471.0,8,5,LEE Cheuk Yiu,3,平球,0,1,1.0,9,556.0,356.0,2.0,10,763.0,663.0,出界,對手出界,NG Ka Long Angus,,9,-0.5203673545900739,-0.8712597463224544,9,-0.7284297741392106,1.0397774646910185,0,2,60,3168,1.0,1,True,0,-3.0,1,0.2408794611692428,0.110460951924324,0.0980946496129036,0.0660999044775962,0.0999541953206062,0.0772110447287559,0.114918477833271,0.0775697082281112,0.1148115918040275,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5024529695510864,14
1,00:42:25,76352.0,10,6,LEE Cheuk Yiu,1,發短球,0,1,2.0,8,,,2.0,7,686.0,486.0,,,NG Ka Long Angus,,9,-0.051580734851876,-0.9893100356835608,9,0.4899409584982646,1.005939947239585,0,2,60,3171,0.0,1,True,0,-4.0,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.187993049621582,17
2,00:42:25,76376.0,10,6,NG Ka Long Angus,2,推撲球,0,0,2.0,8,686.0,486.0,1.0,6,761.0,329.0,,,NG Ka Long Angus,,9,0.2800731551207611,0.6811876719448821,9,0.0359118236379677,-0.712102856767248,0,2,60,3171,0.0,0,True,0,-4.0,-1,0.6825892329216003,0.317410796880722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.2205816507339477,17
3,00:42:26,76399.0,10,6,LEE Cheuk Yiu,2,接殺防守,0,1,1.0,7,761.0,329.0,1.0,8,591.0,612.0,,,NG Ka Long Angus,,9,-0.0049144612495875,-1.2299428043577094,9,0.3974372529426874,0.6809135630272696,0,2,60,3171,0.1,1,True,0,-4.0,-1,0.5214736461639404,0.266084223985672,0.212442085146904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.2697891891002655,17
4,00:42:27,76435.0,10,6,NG Ka Long Angus,2,切球,1,0,1.0,9,591.0,612.0,2.0,8,744.0,375.0,,,NG Ka Long Angus,,9,-0.0538202925283182,1.2975453938202015,9,-0.1508688934337805,-1.120755409167702,0,2,60,3171,0.2,0,True,0,-4.0,-1,0.4509593248367309,0.2301039695739746,0.196049079298973,0.1228876784443855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.3427796959877014,17
5,00:42:28,76457.0,10,6,LEE Cheuk Yiu,2,網前球,0,1,2.0,9,744.0,375.0,2.0,7,655.0,461.0,,,NG Ka Long Angus,,9,0.3102627036760969,-0.799987488815065,9,-0.1933800013720069,1.3989360801676105,0,2,60,3171,0.3,1,True,0,-4.0,-1,0.3798405230045318,0.1938152909278869,0.1651310473680496,0.1078264787793159,0.1533866226673126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.4790498316287994,17
6,00:42:29,76482.0,10,6,NG Ka Long Angus,2,挑球,0,0,2.0,8,655.0,461.0,1.0,4,809.0,309.0,,,NG Ka Long Angus,,8,-0.0275870671006609,0.457699927892626,9,-0.0443617568596482,-0.810708357105837,0,2,60,3171,0.4,0,True,0,-4.0,-1,0.333200454711914,0.1700169891119003,0.1448548436164856,0.0945866182446479,0.1306637674570083,0.1266773492097854,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.6422204375267029,17
7,00:42:30,76522.0,10,6,LEE Cheuk Yiu,2,切球,0,1,1.0,5,809.0,309.0,2.0,7,503.0,470.0,,,NG Ka Long Angus,,5,1.0930811214652478,-1.4039881278688875,9,0.3417054394414809,1.014167335441232,0,2,60,3171,0.5,1,True,0,-4.0,-1,0.2860638499259949,0.1459653228521347,0.1243627741932869,0.0812058076262474,0.1121792569756507,0.1124041825532913,0.1378188282251358,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.6917932629585266,17
8,00:42:31,76545.0,10,6,NG Ka Long Angus,2,網前球,0,1,2.0,8,503.0,470.0,2.0,1,504.0,404.0,,,NG Ka Long Angus,,8,-0.1601362186600512,0.5221630741086271,10,0.3028923252744284,-1.3850018064521257,0,2,60,3171,0.6,0,True,0,-4.0,-1,0.2706614732742309,0.1381062120199203,0.1176667883992195,0.0768334940075874,0.1061392575502395,0.1063520759344101,0.1172081753611564,0.067032516002655,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.7793595194816589,17
9,00:42:32,76572.0,10,6,LEE Cheuk Yiu,2,挑球,0,0,2.0,2,504.0,404.0,1.0,8,502.0,600.0,,,NG Ka Long Angus,,9,-0.7981604393727163,-0.5519676444669873,9,-0.4266874071672694,0.7346905614006817,0,2,60,3171,0.7,1,True,0,-4.0,-1,0.2427228987216949,0.1238504201173782,0.1055208221077919,0.0689024776220321,0.0951832085847854,0.0953740552067756,0.1051095500588417,0.0617504492402076,0.1015860363841056,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.7754889130592346,17
10,00:42:33,76607.0,10,6,NG Ka Long Angus,2,殺球,0,0,1.0,9,502.0,600.0,2.0,6,826.0,364.0,,,NG Ka Long Angus,,9,-0.7702064640171904,1.2615780517333726,9,-0.438592519625348,-0.8716798520099477,0,2,60,3171,0.8,0,True,0,-4.0,-1,0.2168701142072677,0.1106589287519455,0.0942816436290741,0.0615635737776756,0.0850450992584228,0.0852156206965446,0.0939141735434532,0.0551733188331127,0.0874218046665191,0.1098557263612747,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.7773116230964661,17
11,00:42:34,76626.0,10,6,LEE Cheuk Yiu,2,接殺防守,0,1,2.0,7,826.0,364.0,2.0,7,770.0,500.0,,,NG Ka Long Angus,,9,-0.074067471286144,-0.8989973617646859,9,-0.6619835070691676,1.4558945058697013,0,2,60,3171,0.9,1,True,0,-4.0,-1,0.1662302315235138,0.0848197117447853,0.0722665712237358,0.0471882820129394,0.0651867911219596,0.0653174966573715,0.0719849094748497,0.0422901734709739,0.0670085325837135,0.0857191011309623,0.2319882065057754,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.6083894968032837,17
12,00:42:35,76653.0,10,6,NG Ka Long Angus,3,接殺防守,0,0,2.0,8,770.0,500.0,2.0,7,546.0,415.0,對手落地致勝,落地致勝,NG Ka Long Angus,,9,0.6060287104026747,0.7666108083381378,9,0.7909294176864424,-0.8779963326116492,0,2,60,3171,1.0,0,True,0,-4.0,-1,0.1320123672485351,0.0673598945140838,0.05739077180624,0.0374747477471828,0.0517683364450931,0.0518721379339695,0.0571670830249786,0.0335849002003669,0.0532150790095329,0.0680741444230079,0.1822513192892074,0.2078291922807693,,,,,,,,,,,,,,,,,,,,,,,,0.5925116539001465,17
1,00:43:45,78752.0,11,6,NG Ka Long Angus,1,發短球,0,1,2.0,8,,,1.0,7,740.0,392.0,,,LEE Cheuk Yiu,,9,-0.0176478709057487,0.9262184801145246,9,0.726432437227548,-1.085601060439343,0,2,60,3172,0.0,0,True,1,-5.0,-2,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3602170646190643,18
2,00:43:45,78772.0,11,6,LEE Cheuk Yiu,2,推撲球,0,1,1.0,8,740.0,392.0,1.0,8,589.0,538.0,,,LEE Cheuk Yiu,,9,0.236716471109725,-0.592290602748248,9,0.0602247703822602,0.9097291743187425,0,2,60,3172,0.0,1,True,1,-5.0,-2,0.5034181475639343,0.4965818524360657,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4737161099910736,18
3,00:43:46,78781.0,11,6,NG Ka Long Angus,2,平球,0,1,1.0,9,589.0,538.0,2.0,5,501.0,367.0,,,LEE Cheuk Yiu,,9,0.1530964418633236,1.0065295358366158,9,0.1642117052604693,-0.5800579016434882,0,2,60,3172,0.5,0,True,1,-5.0,-2,0.4218608140945434,0.3608780801296234,0.2172611355781555,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5225425362586975,18
4,00:43:46,78803.0,11,6,LEE Cheuk Yiu,2,推撲球,0,0,2.0,6,501.0,367.0,1.0,6,459.0,574.0,,,LEE Cheuk Yiu,,9,-0.5552812162180695,-0.6970279239402245,9,0.0865069383247295,1.085502647168315,0,2,60,3172,0.5,1,True,1,-5.0,-2,0.3041897118091583,0.2602171003818512,0.1575093567371368,0.2780838310718536,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6973327398300171,18
5,00:43:47,78826.0,11,6,NG Ka Long Angus,3,長球,1,0,1.0,7,459.0,574.0,2.0,10,838.0,311.0,出界,對手出界,LEE Cheuk Yiu,,9,-0.7415080333836852,1.0868343747158704,9,-0.4423284548512519,-0.9612871436140878,0,2,60,3172,1.0,0,True,1,-5.0,-2,0.2372245639562606,0.202932208776474,0.1228348165750503,0.2275527566671371,0.2094556540250778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7584497332572937,18
1,00:44:05,79370.0,11,7,LEE Cheuk Yiu,1,發短球,0,1,2.0,8,,,2.0,7,540.0,500.0,,,NG Ka Long Angus,,9,0.0457098524616409,-0.9252117166098284,9,-0.7196614314655998,1.0711892979844688,0,2,60,3173,0.0,1,True,0,-4.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.1117616891860961,19
2,00:44:06,79390.0,11,7,NG Ka Long Angus,2,網前球,0,1,2.0,8,540.0,500.0,2.0,2,791.0,417.0,,,NG Ka Long Angus,,8,-0.4027903168858017,0.5858187239085654,9,-0.0665679085370621,-0.8482879023361619,0,2,60,3173,0.1111111111111111,0,True,0,-4.0,1,0.7029403448104858,0.2970596849918365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.1296823173761367,19
3,00:44:07,79411.0,11,7,LEE Cheuk Yiu,2,網前球,0,1,2.0,3,791.0,417.0,2.0,7,738.0,458.0,,,NG Ka Long Angus,,8,0.7350824726948684,-0.5119031461881596,9,-0.2294974503822239,0.793865931074008,0,2,60,3173,0.2222222222222222,1,True,0,-4.0,1,0.5165815949440002,0.2474654167890548,0.2359529733657837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.1833246946334839,19
4,00:44:07,79436.0,11,7,NG Ka Long Angus,2,推撲球,0,0,2.0,8,738.0,458.0,2.0,3,512.0,314.0,,,NG Ka Long Angus,,8,0.3862412379659246,0.3345167702700582,9,0.26187850406657,-0.688774831976042,0,2,60,3173,0.2222222222222222,0,True,0,-4.0,1,0.4443976283073425,0.2128861099481582,0.2003361135721206,0.1423801630735397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.2439948469400406,19
5,00:44:08,79467.0,11,7,LEE Cheuk Yiu,2,切球,0,0,2.0,4,512.0,314.0,2.0,2,464.0,451.0,,,NG Ka Long Angus,,9,-0.5205734071502304,-1.337783201742018,9,-0.4807729482595309,0.7519354422802843,0,2,60,3173,0.3333333333333333,1,True,0,-4.0,1,0.3709386885166168,0.1776960343122482,0.1672205477952957,0.11905138194561,0.1650933027267456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.4168504178524017,19
