ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id,time_proportion,is_target_turn,is_target_game,is_target_win,roundscore_diff,continuous_score,ball_round1,ball_round2,ball_round3,ball_round4,ball_round5,ball_round6,ball_round7,ball_round8,ball_round9,ball_round10,ball_round11,ball_round12,ball_round13,ball_round14,ball_round15,ball_round16,ball_round17,ball_round18,ball_round19,ball_round20,ball_round21,ball_round22,ball_round23,ball_round24,ball_round25,ball_round26,ball_round27,ball_round28,ball_round29,ball_round30,ball_round31,ball_round32,ball_round33,ball_round34,ball_round35,ball_round36,ball_round37,win_prob,rally
8,00:16:59,30569.0,19,15,TAI Tzu Ying,2,接殺防守,0,0,2.0,6,787.0,614.0,2.0,2,784.0,499.0,,,TAI Tzu Ying,,9,0.0969486337572855,1.0867428896203606,4,-0.8761449872257979,-1.568212544314304,0,1,26,325,0.4210526315789473,0,True,0,4.0,1,0.0855177491903305,0.0908581390976905,0.0238223429769277,0.1514310389757156,0.367413729429245,0.2081753760576248,0.0314859114587307,0.0412957072257995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.7290688157081604,35
9,00:17:01,30603.0,19,15,CHEN Yufei,2,挑球,0,1,2.0,3,784.0,499.0,1.0,6,405.0,669.0,,,TAI Tzu Ying,,8,0.699588805280805,-0.4924855802278631,9,0.7371941257123724,0.8050567750743335,0,1,26,325,0.5263157894736842,1,True,0,4.0,1,0.0867416486144065,0.0921584665775299,0.0241632815450429,0.1535982638597488,0.3726720213890075,0.2111547142267227,0.0319365300238132,0.0077596884220838,0.0198153425008058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.7022778391838074,35
10,00:17:02,30638.0,19,15,TAI Tzu Ying,2,長球,1,0,1.0,7,405.0,669.0,1.0,9,727.0,432.0,,,TAI Tzu Ying,,9,-0.3040751972564518,1.3636940748535429,9,0.1769410673664178,-0.7622125860249612,0,1,26,325,0.5789473684210527,0,True,0,4.0,1,0.0656021684408187,0.0696988776326179,0.0182745400816202,0.1161654144525528,0.2818495333194732,0.1596949994564056,0.0241533983498811,0.0058686044067144,0.0093297520652413,0.2493626624345779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.800744891166687,35
11,00:17:03,30678.0,19,15,CHEN Yufei,2,長球,1,0,1.0,10,727.0,432.0,1.0,3,811.0,691.0,,,TAI Tzu Ying,,10,0.3693696429694881,-1.4802864602425732,9,-0.0762102277151731,1.2143812969627057,0,1,26,325,0.631578947368421,1,True,0,4.0,1,0.0754009559750557,0.0801095813512802,0.0210041496902704,0.1335166692733764,0.3239485323429107,0.1835481375455856,0.0277611147612333,0.0067451791837811,0.0107233067974448,0.0183931458741426,0.1188491731882095,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.8627061247825623,35
12,00:17:05,30720.0,19,15,TAI Tzu Ying,2,切球,0,0,1.0,4,811.0,691.0,2.0,6,765.0,489.0,,,TAI Tzu Ying,,4,1.0104182533453168,1.506633902461519,9,0.0804119880105684,-1.0201699773186492,0,1,26,325,0.7368421052631579,0,True,0,4.0,1,0.0420665331184864,0.0446934960782527,0.0117183085530996,0.0744895488023758,0.1807323396205902,0.1024023294448852,0.0154880508780479,0.003763165557757,0.005982581526041,0.0102616185322403,0.0492573603987693,0.4591446816921234,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.929754674434662,35
13,00:17:05,30743.0,19,15,CHEN Yufei,2,挑球,0,1,2.0,7,765.0,489.0,1.0,3,813.0,686.0,,,TAI Tzu Ying,,9,0.6946878715007808,-0.6615884913886697,9,0.6214159410589022,1.0819489042409554,0,1,26,325,0.7368421052631579,1,True,0,4.0,1,0.0554489344358444,0.0589115992188453,0.0154461925849318,0.0981865152716636,0.2382277548313141,0.1349790394306183,0.0204151831567287,0.0049603218212723,0.0078857876360416,0.0135260922834277,0.0649273544549942,0.1594107449054718,0.1276745051145553,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.8981769680976868,35
14,00:17:07,30781.0,19,15,TAI Tzu Ying,2,切球,0,0,1.0,4,813.0,686.0,2.0,6,768.0,470.0,,,TAI Tzu Ying,,10,0.7435425177398141,1.5652769455790831,9,0.096639393901652,-1.0831703588048087,0,1,26,325,0.8421052631578947,0,True,0,4.0,1,0.0289187598973512,0.030724674463272,0.0080557856708765,0.0512080565094947,0.1242449656128883,0.070396788418293,0.0106473052874207,0.0025869992095977,0.0041127428412437,0.007054379209876,0.0338621214032173,0.0831388607621193,0.0616642385721206,0.4833842515945434,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.7766847014427185,35
15,00:17:07,30803.0,19,15,CHEN Yufei,2,網前球,0,1,2.0,7,768.0,470.0,2.0,2,436.0,559.0,,,TAI Tzu Ying,,9,0.3873520015058366,-0.7187181458664602,9,0.5509795303902099,1.225947798513382,0,1,26,325,0.8421052631578947,1,True,0,4.0,1,0.0376782529056072,0.0400311723351478,0.0104958824813365,0.0667189806699752,0.161878764629364,0.0917199626564979,0.0138723738491535,0.0033706012181937,0.0053584924899041,0.0091911498457193,0.0441189520061016,0.1083216145634651,0.0803423300385475,0.2586198449134826,0.0682816281914711,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.4809960126876831,35
16,00:17:08,30832.0,19,15,TAI Tzu Ying,2,挑球,0,1,2.0,3,436.0,559.0,1.0,4,801.0,427.0,,,TAI Tzu Ying,,8,-0.7544941255372462,0.4622148561328346,9,0.0880501139061618,-0.7916086333113416,0,1,26,325,0.8947368421052632,0,True,0,4.0,1,0.0050097052007913,0.0053225504234433,0.0013955337926745,0.0088709630072116,0.0215234216302633,0.0121950982138514,0.0018444726010784,0.0004481555661186,0.0007124658441171,0.0012220565695315,0.0058660614304244,0.0144024556502699,0.0106823267415165,0.0343861281871795,0.0164259225130081,0.8596926331520081,0.0,,,,,,,,,,,,,,,,,,,,,0.1418993324041366,35
17,00:17:10,30873.0,19,15,CHEN Yufei,3,長球,0,1,1.0,5,801.0,427.0,2.0,10,904.0,674.0,出界,對手出界,TAI Tzu Ying,,10,0.8949689127292952,-1.4457780507154592,9,0.1355897099980712,0.8297174111919752,0,1,26,325,1.0,1,True,0,4.0,1,0.0167627539485692,0.0178095493465662,0.0046695340424776,0.0296827405691146,0.072018563747406,0.0408054776489734,0.0061717079952359,0.0014995534438639,0.0023839503992348,0.0040890695527195,0.0196281690150499,0.0481914207339286,0.035743661224842,0.1150579079985618,0.0549620576202869,0.3210689425468445,0.2094550132751464,,,,,,,,,,,,,,,,,,,,,0.129411444067955,35
1,00:17:32,31545.0,19,16,TAI Tzu Ying,1,發短球,0,1,2.0,8,,,2.0,8,518.0,492.0,,,TAI Tzu Ying,,9,0.2293078516538141,0.8289496867125656,9,-0.5743995446947661,-1.130352993819507,0,1,26,326,0.0,0,True,0,3.0,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6973288655281067,36
2,00:17:33,31567.0,19,16,CHEN Yufei,2,網前球,0,0,2.0,9,518.0,492.0,2.0,7,592.0,566.0,,,TAI Tzu Ying,,9,-0.6306598380019457,-0.6580305417554854,8,0.0567441964244542,0.5643539187341595,0,1,26,326,0.1111111111111111,1,True,0,3.0,-1,0.5197944045066833,0.4802056550979614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0914830341935157,36
3,00:17:34,31593.0,19,16,TAI Tzu Ying,2,挑球,0,1,2.0,8,592.0,566.0,1.0,9,748.0,429.0,,,TAI Tzu Ying,,8,-0.0117371631640565,0.4571560110645922,9,-0.1206958242344747,-0.7911498169543373,0,1,26,326,0.2222222222222222,0,True,0,3.0,-1,0.0213495809584856,0.0264850053936243,0.9521653056144714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1696370840072631,36
4,00:17:35,31629.0,19,16,CHEN Yufei,2,殺球,1,0,1.0,10,748.0,429.0,2.0,6,444.0,624.0,,,TAI Tzu Ying,,9,0.652587693173729,-1.3275300927427958,9,0.337212073465045,0.9252586304403844,0,1,26,326,0.3333333333333333,1,True,0,3.0,-1,0.0495963059365749,0.0615261904895305,0.8205064535140991,0.068370945751667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0715387016534805,36
5,00:17:35,31642.0,19,16,TAI Tzu Ying,2,接殺防守,0,1,2.0,7,444.0,624.0,2.0,5,444.0,482.0,,,TAI Tzu Ying,,9,0.3227754495091593,1.0846786800158337,10,0.8947895325602122,-1.480103741547109,0,1,26,326,0.3333333333333333,0,True,0,3.0,-1,0.0409496016800403,0.0507996082305908,0.6774579882621765,0.0383635535836219,0.1924291849136352,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2481448948383331,36
6,00:17:36,31677.0,19,16,CHEN Yufei,2,挑球,0,0,2.0,6,444.0,482.0,1.0,6,410.0,681.0,,,TAI Tzu Ying,,6,-0.9292828325970306,-0.6862498602806513,9,-0.4399749608856066,0.8639555775823163,0,1,26,326,0.4444444444444444,1,True,0,3.0,-1,0.0481880418956279,0.0597791820764541,0.7972085475921631,0.0451448708772659,0.0233483705669641,0.0263310112059116,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0681103989481926,36
7,00:17:38,31712.0,19,16,TAI Tzu Ying,2,切球,1,0,1.0,7,410.0,681.0,2.0,5,424.0,482.0,,,TAI Tzu Ying,,9,-0.6631804977596532,1.3246787906006634,9,-0.4963612817651716,-0.9726253944514448,0,1,26,326,0.6666666666666666,0,True,0,3.0,-1,0.0469534806907177,0.0582476630806922,0.776784360408783,0.0439882762730121,0.0227501951158046,0.0110344681888818,0.0402414910495281,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0728552192449569,36
8,00:17:39,31739.0,19,16,CHEN Yufei,2,網前球,0,0,2.0,6,424.0,482.0,2.0,2,446.0,547.0,,,TAI Tzu Ying,,6,-1.1658799649126672,-0.6565937216360856,9,-0.5866018932655432,1.201526104322186,0,1,26,326,0.7777777777777778,1,True,0,3.0,-1,0.047962736338377,0.0594996847212314,0.7934812307357788,0.044933795928955,0.023239204660058,0.0112716518342494,0.0048900297842919,0.0147216990590095,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0688680335879325,36
9,00:17:39,31768.0,19,16,TAI Tzu Ying,2,網前球,0,1,2.0,3,446.0,547.0,2.0,5,420.0,489.0,,,TAI Tzu Ying,,3,-0.8733426166757048,0.4078209084506626,9,-0.8285027972750192,-0.7895940816920083,0,1,26,326,0.7777777777777778,0,True,0,3.0,-1,0.036510769277811,0.0452930629253387,0.604023277759552,0.0342050418257713,0.0176904276013374,0.0085803428664803,0.0037224472034722,0.0298615526407957,0.2201129645109176,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0978888273239135,36
10,00:17:40,31794.0,19,16,CHEN Yufei,2,網前球,0,0,2.0,6,420.0,489.0,1.0,2,422.0,547.0,,,TAI Tzu Ying,,2,-1.1357557336487811,-0.2827551906433057,8,-0.7645700044906943,0.3623720637160434,0,1,26,326,0.8888888888888888,1,True,0,3.0,-1,0.044259775429964,0.0549060106277465,0.732220470905304,0.0414646826684474,0.0214450228959321,0.0104014240205287,0.0045124948956072,0.0361993350088596,0.0220746919512748,0.0325159728527069,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0531747713685035,36
11,00:17:41,31813.0,19,16,TAI Tzu Ying,3,網前球,0,1,1.0,3,422.0,547.0,2.0,2,804.0,523.0,對手落地致勝,落地致勝,TAI Tzu Ying,,3,-0.9755502470892582,0.2494773922155649,2,-0.9974454169144128,-0.5147641945523797,0,1,26,326,1.0,0,True,0,3.0,-1,0.0300356354564428,0.0372603982686996,0.4969005882740021,0.0281388256698846,0.014553053304553,0.0070586302317678,0.0030622761696577,0.0245656464248895,0.0149803608655929,0.0421810336410999,0.3012636005878448,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3067509531974792,36
1,00:18:12,32746.0,19,17,TAI Tzu Ying,1,發短球,0,1,2.0,8,,,2.0,8,650.0,492.0,,,CHEN Yufei,,9,-0.0227070392185259,0.8310141536074482,9,0.6981103677037568,-1.0523153766171525,0,1,26,327,0.0,0,True,1,2.0,-2,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7207905054092407,37
2,00:18:13,32768.0,19,17,CHEN Yufei,2,網前球,0,0,2.0,9,650.0,492.0,2.0,7,600.0,564.0,,,CHEN Yufei,,9,0.2065089489021157,-0.8366292934499677,9,0.1581932234658521,0.9267894925963668,0,1,26,327,0.5,1,True,1,2.0,-2,0.4659202098846435,0.5340797901153564,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.097836710512638,37
3,00:18:14,32793.0,19,17,TAI Tzu Ying,3,挑球,0,0,2.0,8,600.0,564.0,2.0,7,775.0,412.0,出界,對手出界,CHEN Yufei,,8,-0.4051180747218015,0.4378883933407304,9,-0.1116775462636552,-0.8359825926319967,0,1,26,327,1.0,0,True,1,2.0,-2,0.0208819843828678,0.0268147140741348,0.9523033499717712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165570467710495,37
1,00:18:31,33326.0,20,17,CHEN Yufei,1,發長球,0,0,2.0,8,,,1.0,9,693.0,691.0,,,CHEN Yufei,,9,-0.216451872659545,-0.97305243264756,9,0.6879171115487291,1.0537932369647691,0,1,26,328,0.0,1,True,1,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.8713767528533936,38
2,00:18:34,33387.0,20,17,TAI Tzu Ying,2,殺球,0,0,1.0,10,693.0,691.0,2.0,6,794.0,456.0,,,CHEN Yufei,,9,0.5773265439018335,1.495153983843269,9,-0.1620997559393685,-1.130742061276805,0,1,26,328,0.2307692307692307,0,True,1,3.0,1,0.7330744862556458,0.2669254839420318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.7927669882774353,38
3,00:18:34,33401.0,20,17,CHEN Yufei,2,接殺防守,0,1,2.0,7,794.0,456.0,2.0,1,808.0,566.0,,,CHEN Yufei,,9,-0.1481120460997281,-0.8963846254597652,9,0.6511819126126308,1.3708286079339895,0,1,26,328,0.2307692307692307,1,True,1,3.0,1,0.3728018701076507,0.1248988360166549,0.5022993683815002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0778608545660972,38
4,00:18:35,33429.0,20,17,TAI Tzu Ying,2,推撲球,0,0,2.0,2,808.0,566.0,1.0,5,496.0,439.0,,,CHEN Yufei,,8,0.8564605892496335,0.5053030858670713,9,0.2014353939309816,-0.8970170032767797,0,1,26,328,0.3076923076923077,0,True,1,3.0,1,0.0201888792216777,0.0067638265900313,0.0261816717684268,0.9468656182289124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0908650085330009,38
5,00:18:36,33466.0,20,17,CHEN Yufei,2,切球,0,0,1.0,6,496.0,439.0,2.0,2,398.0,590.0,,,CHEN Yufei,,9,-0.6668970005115172,-1.3609019801308735,9,0.0769828774654867,0.8301975092733157,0,1,26,328,0.3846153846153846,1,True,1,3.0,1,0.0639412254095077,0.0214220602065324,0.0829213112592697,0.6933553218841553,0.1383600980043411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0307396501302719,38
6,00:18:37,33484.0,20,17,TAI Tzu Ying,2,網前球,0,1,2.0,3,398.0,590.0,2.0,8,758.0,492.0,,,CHEN Yufei,,7,-0.8631951251149225,0.7477026600479721,9,-0.3898818367608443,-1.360927905815042,0,1,26,328,0.4615384615384615,0,True,1,3.0,1,0.03464350476861,0.0116065228357911,0.0449269600212574,0.375661551952362,0.2436451315879821,0.289516270160675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.3057950437068939,38
7,00:18:38,33509.0,20,17,CHEN Yufei,2,網前球,0,1,2.0,9,758.0,492.0,2.0,2,453.0,573.0,,,CHEN Yufei,,9,0.6631738124447748,-0.5480016516118633,9,-0.1974335831765746,0.948990089205516,0,1,26,328,0.5384615384615384,1,True,1,3.0,1,0.0402453541755676,0.0134832952171564,0.052191637456417,0.4364059269428253,0.2830424904823303,0.1570122092962265,0.0176190547645092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0962162911891937,38
8,00:18:38,33533.0,20,17,TAI Tzu Ying,2,挑球,0,1,2.0,3,453.0,573.0,1.0,4,796.0,432.0,,,CHEN Yufei,,8,-0.7606488837106608,0.5166410911997469,9,0.2102688509193127,-0.7918772658709662,0,1,26,328,0.5384615384615384,0,True,1,3.0,1,0.0309267062693834,0.0103612933307886,0.0401068814098835,0.3353579342365265,0.2175051718950271,0.1206566840410232,0.0234450604766607,0.2216403037309646,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.337796539068222,38
9,00:18:40,33571.0,20,17,CHEN Yufei,2,長球,1,0,1.0,5,796.0,432.0,1.0,4,364.0,684.0,,,CHEN Yufei,,9,0.5294305314720942,-1.3610139437119864,9,0.1355897099980712,0.8297174111919752,0,1,26,328,0.6923076923076923,1,True,1,3.0,1,0.0377655997872352,0.0126525098457932,0.0489758066833019,0.4095164239406585,0.2656025886535644,0.1473377794027328,0.028629520907998,0.0460672155022621,0.0034524982329458,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.1045344844460487,38
10,00:18:41,33615.0,20,17,TAI Tzu Ying,2,殺球,1,0,1.0,5,364.0,684.0,2.0,5,446.0,456.0,,,CHEN Yufei,,7,-0.8658159300560658,1.369395338943362,9,-0.1413753233945604,-1.0829036905797418,0,1,26,328,0.7692307692307693,0,True,1,3.0,1,0.0290713161230087,0.0097396867349743,0.037700742483139,0.315238744020462,0.2044563591480255,0.1134181097149849,0.0220385175198316,0.0354617573320865,0.0037337476387619,0.2291410416364669,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.5895246267318726,38
11,00:18:42,33633.0,20,17,CHEN Yufei,2,接殺防守,0,0,2.0,6,446.0,456.0,2.0,2,429.0,556.0,,,CHEN Yufei,,9,-0.7338991983762494,-1.019068082506507,7,-1.1587153620684312,1.4312911236580792,0,1,26,328,0.8461538461538461,1,True,1,3.0,1,0.0359664112329483,0.0120497327297925,0.0466425530612468,0.3900066614151001,0.2529490292072296,0.1403184682130813,0.0272655822336673,0.0438725277781486,0.0046193129383027,0.0306456070393323,0.0156641472131013,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.1551543325185775,38
12,00:18:43,33661.0,20,17,TAI Tzu Ying,2,網前球,0,1,2.0,3,429.0,556.0,2.0,2,772.0,501.0,,,CHEN Yufei,,3,-0.8645327313234383,0.4957018696186915,9,-0.7193466385927616,-0.941352438032521,0,1,26,328,0.9230769230769232,0,True,1,3.0,1,0.0247246976941823,0.0082834502682089,0.0320638865232467,0.2681055963039398,0.1738869100809097,0.0964603200554847,0.01874341070652,0.0301596652716398,0.003175493562594,0.0210669692605733,0.0298913605511188,0.2934382259845733,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.6754516363143921,38
13,00:18:44,33687.0,20,17,CHEN Yufei,2,網前球,0,1,2.0,3,772.0,501.0,2.0,1,796.0,556.0,,,CHEN Yufei,,8,0.7341545857889388,-0.4926000279238718,9,-0.3556183954852316,0.7131982132497244,0,1,26,328,1.0,1,True,1,3.0,1,0.0321008674800396,0.0107546690851449,0.041629571467638,0.34809011220932,0.2257629483938217,0.1252375245094299,0.0243351720273494,0.0391572602093219,0.0041228453628718,0.0273519232869148,0.0388089157640934,0.0520000085234642,0.0306481905281543,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.340288907289505,38
14,00:18:44,33715.0,20,17,TAI Tzu Ying,3,挑球,0,0,2.0,2,796.0,556.0,2.0,7,729.0,403.0,出界,對手出界,CHEN Yufei,,8,0.8125023804592325,0.429693888222087,9,0.4797557154284966,-0.5896718554083223,0,1,26,328,1.0,0,True,1,3.0,1,0.0204930510371923,0.0068657333031296,0.0265761353075504,0.2222191840410232,0.1441260725259781,0.0799510851502418,0.0155354654416441,0.0249978229403495,0.0026320063043385,0.0174613483250141,0.0247754380106925,0.0331965759396553,0.0203873794525861,0.360782653093338,,,,,,,,,,,,,,,,,,,,,,,,0.5875289440155029,38
1,00:21:26,38551.0,1,0,CHEN Yufei,1,發長球,0,0,2.0,8,,,1.0,9,724.0,422.0,,,TAI Tzu Ying,,9,-0.1310470377048873,0.929262902350788,9,0.605469575230009,-1.163564710688287,0,2,26,330,0.0,1,True,0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8944849967956543,2
2,00:21:28,38612.0,1,0,TAI Tzu Ying,2,殺球,1,0,1.0,10,724.0,422.0,2.0,6,376.0,609.0,,,TAI Tzu Ying,,10,0.5728010521728198,-1.620232321245174,9,0.3709541674117868,1.1206709022252497,0,2,26,330,0.2222222222222222,0,True,0,1.0,0,0.6773141622543335,0.3226858377456665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7911158800125122,2
3,00:21:29,38633.0,1,0,CHEN Yufei,2,接殺防守,0,1,2.0,7,376.0,609.0,2.0,1,470.0,496.0,,,TAI Tzu Ying,,9,-0.8337226434374215,0.8178106373001507,9,0.2160343135743944,-1.360984613146632,0,2,26,330,0.3333333333333333,1,True,0,1.0,0,0.3257255852222442,0.1198608875274658,0.5544134974479675,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0911656841635704,2
4,00:21:29,38661.0,1,0,TAI Tzu Ying,2,網前球,0,0,2.0,2,470.0,496.0,2.0,7,513.0,556.0,,,TAI Tzu Ying,,9,-0.7785482449569943,-0.5435251914762826,9,-0.5637422858351107,0.6633371670810474,0,2,26,330,0.3333333333333333,0,True,0,1.0,0,0.0660145208239555,0.0242921039462089,0.1057763025164604,0.8039171099662781,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0516568385064601,2
5,00:21:30,38689.0,1,0,CHEN Yufei,2,挑球,0,1,2.0,8,513.0,556.0,1.0,9,698.0,436.0,,,TAI Tzu Ying,,8,-0.2474687882991162,0.4914247056361039,9,-0.5540018620370907,-0.5866237230245567,0,2,26,330,0.4444444444444444,1,True,0,1.0,0,0.1289081871509552,0.0474357865750789,0.2065519839525222,0.2430288940668106,0.3740751445293426,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0522922985255718,2
6,00:21:33,38762.0,1,0,TAI Tzu Ying,2,殺球,0,0,1.0,10,698.0,436.0,2.0,5,777.0,626.0,,,TAI Tzu Ying,,9,0.4396042559072728,-1.3274837374166244,9,0.4813274526520398,1.0092176963918391,0,2,26,330,0.7777777777777778,0,True,0,1.0,0,0.0956323817372322,0.0351909175515174,0.1532335579395294,0.1802944540977478,0.2870242595672607,0.2486244142055511,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2250455319881439,2
7,00:21:33,38774.0,1,0,CHEN Yufei,2,接殺防守,0,0,2.0,6,777.0,626.0,1.0,7,744.0,504.0,,,TAI Tzu Ying,,9,0.5522900320869814,1.0550191202380426,9,0.2829989312601367,-0.9738144097852194,0,2,26,330,0.7777777777777778,1,True,0,1.0,0,0.1188714802265167,0.0437424704432487,0.1904699951410293,0.2241068184375763,0.3567724525928497,0.0501103512942791,0.0159265026450157,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0470850989222526,2
8,00:21:34,38800.0,1,0,TAI Tzu Ying,2,網前球,0,1,1.0,8,744.0,504.0,2.0,2,460.0,561.0,,,TAI Tzu Ying,,8,0.6822752925668796,-0.3833196356824594,9,0.2719972908647636,1.0851428266780665,0,2,26,330,0.8888888888888888,0,True,0,1.0,0,0.0909207388758659,0.0334571227431297,0.145684003829956,0.1714116632938385,0.2728830873966217,0.0383276976644992,0.0247682500630617,0.2225474268198013,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1964134722948074,2
9,00:21:35,38817.0,1,0,CHEN Yufei,3,挑球,0,1,2.0,3,460.0,561.0,2.0,10,729.0,415.0,出界,對手出界,TAI Tzu Ying,,9,-0.6549394870335127,0.7155170673837876,8,0.3187800921249203,-0.491224718207668,0,2,26,330,1.0,1,True,0,1.0,0,0.1112912744283676,0.0409530997276306,0.1783241033554077,0.209815964102745,0.3340217769145965,0.0469149090349674,0.0303175076842308,0.0359466969966888,0.0124146277084946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0528014376759529,2
1,00:21:57,39483.0,1,1,TAI Tzu Ying,1,發短球,0,1,2.0,8,,,2.0,7,568.0,561.0,,,CHEN Yufei,,9,0.0376926373841233,-0.7914979493184854,9,-0.5633709641013441,1.1293372084728943,0,2,26,331,0.0,0,True,1,0.0,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7624045014381409,3
2,00:21:58,39504.0,1,1,CHEN Yufei,2,推撲球,0,0,2.0,8,568.0,561.0,1.0,3,489.0,427.0,,,CHEN Yufei,,9,-0.2787046149142684,0.743108772136153,9,-0.0512069402141112,-0.9424479317182252,0,2,26,331,0.1666666666666666,1,True,1,0.0,-1,0.3084007203578949,0.6915992498397827,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0714792311191558,3
3,00:21:59,39539.0,1,1,TAI Tzu Ying,2,殺球,0,0,1.0,4,489.0,427.0,2.0,6,364.0,619.0,,,CHEN Yufei,,10,-0.5784436974232189,-1.480616069419025,9,-0.005109363438798,0.830869996177114,0,2,26,331,0.3333333333333333,0,True,1,0.0,-1,0.1025852262973785,0.2826448976993561,0.6147698760032654,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048457071185112,3
4,00:21:59,39551.0,1,1,CHEN Yufei,2,接殺防守,0,1,2.0,7,364.0,619.0,2.0,8,540.0,482.0,,,CHEN Yufei,,9,-0.0643167016099983,1.106511061551552,4,-0.8593978340774975,-1.4807137733208977,0,2,26,331,0.3333333333333333,1,True,1,0.0,-1,0.0512704215943813,0.1412612944841385,0.4575980007648468,0.3498702049255371,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0476620234549045,3
