ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id,time_proportion,is_target_turn,is_target_game,is_target_win,roundscore_diff,continuous_score,ball_round1,ball_round2,ball_round3,ball_round4,ball_round5,ball_round6,ball_round7,ball_round8,ball_round9,ball_round10,ball_round11,ball_round12,ball_round13,ball_round14,ball_round15,ball_round16,ball_round17,ball_round18,ball_round19,ball_round20,ball_round21,ball_round22,ball_round23,ball_round24,ball_round25,ball_round26,ball_round27,ball_round28,ball_round29,ball_round30,ball_round31,ball_round32,ball_round33,ball_round34,ball_round35,ball_round36,ball_round37,ball_round38,ball_round39,ball_round40,ball_round41,ball_round42,ball_round43,ball_round44,ball_round45,ball_round46,ball_round47,win_prob,rally
10,00:24:18,43755.0,1,1,NG Ka Long Angus,2,殺球,0,0,1.0,7,834.0,697.0,2.0,8,668.0,502.0,,,NG Ka Long Angus,,9,0.3190970575353308,1.4386678300183715,9,-0.0385912622058558,-0.85287865632943,0,2,46,2035,1.0,1,True,1,0.0,-1,0.0704559013247489,0.0810117498040199,0.099047727882862,0.1104236096143722,0.0938430428504943,0.0806901007890701,0.0755838528275489,0.0917538106441497,0.1225833147764206,0.1746068596839904,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4182332754135132,3
11,00:24:18,43764.0,1,1,CHOU Tien Chen,3,接殺防守,0,1,2.0,9,668.0,502.0,2.0,7,563.0,546.0,掛網,對手掛網,NG Ka Long Angus,,9,-0.0212182045740516,-0.9747914719308408,7,1.2033822923622743,1.313848900079077,0,2,46,2035,1.0,0,True,1,0.0,-1,0.0595532432198524,0.0684756338596344,0.08372063934803,0.093336172401905,0.0793213620781898,0.068203754723072,0.063887670636177,0.0775554329156875,0.1036142259836196,0.1380440592765808,0.1642877608537674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5309703350067139,3
1,00:24:44,44523.0,2,1,NG Ka Long Angus,1,發短球,0,1,2.0,8,,,2.0,7,580.0,531.0,,,NG Ka Long Angus,,9,0.1756597440916624,0.7147003377628748,9,-0.4372007790960494,-0.9157419112263532,0,2,46,2036,0.0,1,True,1,1.0,1,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3626345694065094,4
2,00:24:46,44601.0,2,1,CHOU Tien Chen,2,挑球,0,1,2.0,8,580.0,531.0,1.0,6,828.0,697.0,,,NG Ka Long Angus,,9,-0.5233163701047859,-0.6413061285751424,9,-0.1287498810478226,0.6858292456774091,0,2,46,2036,0.5,0,True,1,1.0,1,0.4541804194450378,0.5458195805549622,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3888911008834839,4
3,00:24:47,44635.0,2,1,NG Ka Long Angus,2,殺球,0,0,1.0,7,828.0,697.0,2.0,6,800.0,485.0,,,NG Ka Long Angus,,7,0.9647595553114218,1.2407923835629824,9,-0.0374246191230253,-1.0622623800242312,0,2,46,2036,0.75,1,True,1,1.0,1,0.2823751270771026,0.3345358669757843,0.3830890357494354,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3970178067684173,4
4,00:24:48,44649.0,2,1,CHOU Tien Chen,3,接殺防守,0,1,2.0,7,800.0,485.0,2.0,10,865.0,569.0,掛網,對手掛網,NG Ka Long Angus,,9,-0.0365125636918279,-1.225953885344346,7,1.140771614770645,1.4201113360272617,0,2,46,2036,1.0,0,True,1,1.0,1,0.1926447600126266,0.2282303720712661,0.2491443008184433,0.3299805223941803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4245986342430115,4
1,00:25:01,45056.0,3,1,NG Ka Long Angus,1,發短球,0,1,2.0,8,,,2.0,7,703.0,541.0,,,NG Ka Long Angus,,9,-0.0213113420636175,0.8276844444852891,9,0.7508193907864792,-0.9674147903841211,0,2,46,2037,0.0,1,True,1,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.3505629301071167,5
2,00:25:04,45129.0,3,1,CHOU Tien Chen,2,網前球,0,1,2.0,8,703.0,541.0,2.0,1,488.0,566.0,,,NG Ka Long Angus,,8,0.5273018566779073,-0.510390668743331,9,0.2730622859044351,0.7885978081570215,0,2,46,2037,0.1071428571428571,0,True,1,2.0,2,0.4565168917179107,0.5434831380844116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.3786977231502533,5
3,00:25:05,45154.0,3,1,NG Ka Long Angus,2,挑球,0,1,2.0,2,488.0,566.0,1.0,8,601.0,478.0,,,NG Ka Long Angus,,2,-1.0091803589701631,0.483632378209494,9,-0.1202555819902704,-0.6646414501744239,0,2,46,2037,0.1428571428571428,1,True,1,2.0,2,0.291381686925888,0.3271616101264953,0.3814567029476166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.3784216642379761,5
4,00:25:06,45189.0,3,1,CHOU Tien Chen,2,殺球,0,0,1.0,9,601.0,478.0,2.0,8,540.0,632.0,,,NG Ka Long Angus,,9,-0.1731737736912266,-1.14453618494285,9,0.0232484627752416,0.9564955054436778,0,2,46,2037,0.1785714285714285,0,True,1,2.0,2,0.198542907834053,0.2229227870702743,0.2588120400905609,0.3197222650051117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.3762432634830475,5
5,00:25:06,45200.0,3,1,NG Ka Long Angus,2,接殺防守,0,1,2.0,9,540.0,632.0,2.0,7,575.0,522.0,,,NG Ka Long Angus,,9,0.3729994882263124,0.9899958101662396,9,-0.4442165216419677,-1.3145787282041357,0,2,46,2037,0.1785714285714285,1,True,1,2.0,2,0.1490946114063263,0.1674025356769561,0.1943533569574356,0.2310766875743866,0.2580727338790893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.3809909224510193,5
6,00:25:07,45225.0,3,1,CHOU Tien Chen,2,推撲球,0,1,2.0,8,575.0,522.0,1.0,8,765.0,632.0,,,NG Ka Long Angus,,9,-0.5079950133993957,-0.6585532696543795,9,0.0709857395826026,0.8667717325111113,0,2,46,2037,0.2142857142857142,0,True,1,2.0,2,0.1198945492506027,0.134616881608963,0.1562894135713577,0.1858205050230026,0.2025934010744094,0.2007852047681808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.4449172914028168,5
7,00:25:08,45241.0,3,1,NG Ka Long Angus,2,網前球,0,0,1.0,9,765.0,632.0,2.0,7,746.0,533.0,,,NG Ka Long Angus,,9,0.4684609716784501,0.8442211724770274,9,-0.3226615404090677,-0.9924188795011448,0,2,46,2037,0.25,1,True,1,2.0,2,0.1033542454242706,0.1160455346107482,0.1347281783819198,0.1601852476596832,0.1746442019939422,0.1717715263366699,0.139271080493927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.4254371523857116,5
8,00:25:08,45262.0,3,1,CHOU Tien Chen,2,挑球,0,1,2.0,8,746.0,533.0,1.0,9,505.0,689.0,,,NG Ka Long Angus,,9,0.7818399410190503,-0.7005544931669793,9,0.2354795323726586,0.7341744236873714,0,2,46,2037,0.25,0,True,1,2.0,2,0.0914070382714271,0.1026312783360481,0.1191543117165565,0.1416686773300171,0.1544562578201294,0.1519156545400619,0.1173270717263221,0.1214397177100181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.4226466119289398,5
9,00:25:09,45297.0,3,1,NG Ka Long Angus,2,切球,0,0,1.0,10,505.0,689.0,2.0,5,497.0,505.0,,,NG Ka Long Angus,,9,-0.4022656858372045,1.249113100139822,9,-0.1735174542497998,-1.1810927761556262,0,2,46,2037,0.2857142857142857,1,True,1,2.0,2,0.0805864408612251,0.0904819816350936,0.1050490513443946,0.1248982027173042,0.1361720114946365,0.1339321583509445,0.1034381166100502,0.1061924248933792,0.1192496567964553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.4157347977161407,5
10,00:25:10,45318.0,3,1,CHOU Tien Chen,2,網前球,0,0,2.0,6,497.0,505.0,2.0,7,762.0,575.0,,,NG Ka Long Angus,,6,-0.8586879600741189,-0.9612484864955236,9,-0.4483936711135492,1.2117619110615545,0,2,46,2037,0.3214285714285714,0,True,1,2.0,2,0.0692118257284164,0.0777106210589408,0.0902215838432312,0.107269063591957,0.1169515922665596,0.1150278970599174,0.0888380259275436,0.0912035703659057,0.1019047051668167,0.1416611224412918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.4331510066986084,5
11,00:25:11,45345.0,3,1,NG Ka Long Angus,2,網前球,0,0,2.0,8,762.0,575.0,2.0,2,768.0,545.0,,,NG Ka Long Angus,,8,0.7737358530680235,0.5402882022781798,9,-0.1127629473469916,-0.8656441564157248,0,2,46,2037,0.3571428571428571,1,True,1,2.0,2,0.0581507794559001,0.0652913451194763,0.0758028700947761,0.0901259109377861,0.0982610434293747,0.0966447666287422,0.0746404230594635,0.0766279250383377,0.0856188610196113,0.1179864406585693,0.1608496457338333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.4545706510543823,5
12,00:25:12,45373.0,3,1,CHOU Tien Chen,2,挑球,0,1,2.0,3,768.0,545.0,1.0,9,786.0,697.0,,,NG Ka Long Angus,,8,0.7516550759664997,-0.4001671869449173,8,0.4349755993101507,0.5714868809806793,0,2,46,2037,0.3928571428571428,0,True,1,2.0,2,0.0493118241429328,0.0553670227527618,0.0642807856202125,0.0764267221093177,0.0833252966403961,0.0819547101855278,0.0632950365543365,0.0649804323911666,0.0726047381758689,0.1000524312257766,0.1301272213459015,0.15827377140522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.5450038909912109,5
13,00:25:14,45424.0,3,1,NG Ka Long Angus,2,殺球,0,0,1.0,10,786.0,697.0,2.0,6,773.0,487.0,,,NG Ka Long Angus,,10,0.7245985422386961,1.5252013958560169,9,0.028199885603801,-0.9254413696980612,0,2,46,2037,0.4642857142857143,1,True,1,2.0,2,0.0435846112668514,0.0489365458488464,0.0568150356411933,0.06755031645298,0.0736476778984069,0.0724362656474113,0.0559437721967697,0.0574334263801574,0.0641722306609153,0.0884320735931396,0.1150138899683952,0.1386931240558624,0.1173410192131996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.5652440190315247,5
14,00:25:14,45436.0,3,1,CHOU Tien Chen,2,接殺防守,0,1,2.0,7,773.0,487.0,2.0,2,844.0,598.0,,,NG Ka Long Angus,,9,-0.2239881579148771,-1.1233977705213238,7,1.036871447340321,1.360962154996421,0,2,46,2037,0.4642857142857143,0,True,1,2.0,2,0.0400637537240982,0.0449833460152149,0.0522253960371017,0.0620934516191482,0.0676982551813125,0.0665847063064575,0.0514245145022869,0.0527938306331634,0.0589882582426071,0.0812883377075195,0.1057228222489357,0.1274891942739486,0.1029466688632965,0.0856974944472312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.5824477672576904,5
15,00:25:15,45464.0,3,1,NG Ka Long Angus,2,挑球,0,0,2.0,3,844.0,598.0,2.0,3,475.0,467.0,,,NG Ka Long Angus,,3,1.0026742590211983,0.6561906701515484,9,0.3825061375747824,-0.894392668877181,0,2,46,2037,0.5,1,True,1,2.0,2,0.0377066619694232,0.042336817830801,0.0491527915000915,0.0584402792155742,0.0637153312563896,0.0626672953367233,0.0483990311622619,0.0496877841651439,0.0555177703499794,0.0765058621764183,0.0995027795433998,0.1199885532259941,0.0968899577856063,0.0799251943826675,0.0595638677477836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.5856974720954895,5
16,00:25:17,45526.0,3,1,CHOU Tien Chen,2,切球,0,0,2.0,4,475.0,467.0,2.0,1,465.0,583.0,,,NG Ka Long Angus,,4,-0.8981875574933391,-1.5212585709712172,9,-0.021724279449404,0.8720315894307943,0,2,46,2037,0.5714285714285714,0,True,1,2.0,2,0.03594571352005,0.0403596386313438,0.0468572974205017,0.0557110458612442,0.0607397481799125,0.0597406551241874,0.0461387373507022,0.0473673045635223,0.0529250241816043,0.072932943701744,0.0948558747768402,0.1143849417567253,0.0923650786280632,0.0761925876140594,0.0563629269599914,0.0471204407513141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.5816663503646851,5
17,00:25:17,45526.0,3,1,NG Ka Long Angus,2,挑球,0,1,2.0,2,465.0,583.0,1.0,4,748.0,468.0,,,NG Ka Long Angus,,6,-0.8964300784079786,0.6709722863841195,10,-0.59034926536279,-1.4406949760287648,0,2,46,2037,0.5714285714285714,1,True,1,2.0,2,0.0347138047218322,0.0389764532446861,0.0452514290809631,0.0538017489016056,0.0586581118404865,0.0576932579278945,0.0445574969053268,0.0457439571619033,0.0511112064123153,0.070433422923088,0.0916050300002098,0.1104648038744926,0.0891995951533317,0.0735813602805137,0.0544312894344329,0.0434843637049198,0.0362926460802555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.5809022188186646,5
18,00:25:18,45561.0,3,1,CHOU Tien Chen,2,長球,1,0,1.0,5,748.0,468.0,1.0,9,638.0,700.0,,,NG Ka Long Angus,,9,0.4724771785641774,-1.2928237934000355,9,0.109190848321167,0.9192442736213924,0,2,46,2037,0.6071428571428571,0,True,1,2.0,2,0.033734455704689,0.0378768481314182,0.0439747907221317,0.0522838868200778,0.0570032410323619,0.0560656115412712,0.0433004349470138,0.044453427195549,0.0496692508459091,0.0684463530778884,0.089020662009716,0.1073483601212501,0.0866830870509147,0.0715054720640182,0.0528956688940525,0.0422575809061527,0.0345304571092128,0.0289505142718553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.5823367834091187,5
19,00:25:21,45636.0,3,1,NG Ka Long Angus,2,殺球,0,0,1.0,10,638.0,700.0,2.0,5,480.0,502.0,,,NG Ka Long Angus,,10,-0.03446997438841,1.6034890249448708,9,-0.1475088980861422,-1.127852314356383,0,2,46,2037,0.7142857142857143,1,True,1,2.0,2,0.0329870767891407,0.0370376966893672,0.043000541627407,0.0511255525052547,0.0557403489947319,0.0548234917223453,0.042341124266386,0.0434685721993446,0.048568844795227,0.0669299438595771,0.0870484337210655,0.1049700826406478,0.0847626477479934,0.0699212923645973,0.0517237819731235,0.0413213744759559,0.0337654426693916,0.0284799057990312,0.0219838861376047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.5809188485145569,5
20,00:25:21,45637.0,3,1,CHOU Tien Chen,2,接殺防守,0,0,2.0,6,480.0,502.0,2.0,1,475.0,567.0,,,NG Ka Long Angus,,9,-0.5111391576203914,-1.0705413641753294,9,-0.0321463503666176,1.3260973771202689,0,2,46,2037,0.7142857142857143,0,True,1,2.0,2,0.032344315201044,0.0363160073757171,0.0421626642346382,0.0501293577253818,0.0546542331576347,0.0537552423775196,0.0415160991251468,0.0426215752959251,0.0476224645972251,0.0656257942318916,0.0853522717952728,0.1029247120022773,0.0831110179424285,0.068558856844902,0.0507159270346164,0.0405162163078784,0.0331075116991996,0.0279249679297208,0.021371766924858,0.0196690782904624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.5757328867912292,5
21,00:25:22,45668.0,3,1,NG Ka Long Angus,2,網前球,0,1,2.0,2,475.0,567.0,2.0,1,477.0,541.0,,,NG Ka Long Angus,,2,-0.9840720862000648,0.2117653754489505,6,-0.9121645959814396,-0.9935497186259812,0,2,46,2037,0.75,1,True,1,2.0,2,0.0316925756633281,0.0355842374265193,0.0413130857050418,0.0491192489862442,0.0535529479384422,0.0526720732450485,0.0406795479357242,0.0417627468705177,0.0466628707945346,0.0643034279346466,0.0836324170231819,0.1008507758378982,0.0814363285899162,0.0671773925423622,0.0496940016746521,0.0396998114883899,0.0324403941631317,0.0273622795939445,0.020941125229001,0.0185618605464696,0.020860768854618,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.5745571255683899,5
22,00:25:23,45694.0,3,1,CHOU Tien Chen,2,網前球,0,0,2.0,2,477.0,541.0,2.0,2,830.0,572.0,,,NG Ka Long Angus,,2,-1.0024937245462464,-0.2839008275524115,8,-0.6712248685198506,0.2861508180272866,0,2,46,2037,0.7857142857142857,0,True,1,2.0,2,0.0307387355715036,0.034513272345066,0.0400696992874145,0.047640923410654,0.0519411861896514,0.0510868206620216,0.0394552275538444,0.0405058301985263,0.0452584773302078,0.0623681135475635,0.0811153650283813,0.0978155061602592,0.0789853706955909,0.0651555806398391,0.0481983795762062,0.0385049805045127,0.031464047729969,0.0265387669205665,0.0203108675777912,0.0180032104253768,0.0200709551572799,0.0302586816251277,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.5719309449195862,5
23,00:25:24,45727.0,3,1,NG Ka Long Angus,2,挑球,0,0,2.0,3,830.0,572.0,1.0,9,687.0,463.0,,,NG Ka Long Angus,,8,0.8908361203539524,0.2098187848422471,9,-0.2400443819989333,-0.5928681838650514,0,2,46,2037,0.8214285714285714,1,True,1,2.0,2,0.0292580872774124,0.0328508093953132,0.0381395891308784,0.0453461185097694,0.0494392402470111,0.0486260280013084,0.0375547185540199,0.0385547131299972,0.0430784299969673,0.059363916516304,0.0772081315517425,0.0931038558483123,0.0751807391643524,0.0620171129703521,0.0458767190575599,0.0366502441465854,0.0299484636634588,0.0252604261040687,0.0193325169384479,0.0171360168606042,0.0191041622310876,0.0286937113851308,0.0482762306928634,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.5762205719947815,5
24,00:25:25,45770.0,3,1,CHOU Tien Chen,2,長球,0,1,1.0,10,687.0,463.0,1.0,4,796.0,707.0,,,NG Ka Long Angus,,10,0.2375619897348123,-1.4696413414097182,9,0.4763630145239064,0.743219908414007,0,2,46,2037,0.8571428571428571,0,True,1,2.0,2,0.027405897155404,0.030771180987358,0.0357251539826393,0.0424754731357097,0.0463094785809516,0.0455477461218833,0.0351773090660572,0.0361139997839927,0.0403513386845588,0.0556058697402477,0.0723204538226127,0.0872098952531814,0.0704214051365852,0.0580911040306091,0.042972482740879,0.0343300923705101,0.028052570298314,0.0236613079905509,0.0181086678057909,0.0160512179136276,0.0178947690874338,0.0268772505223751,0.0421349816024303,0.0663903504610061,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.5721790194511414,5
25,00:25:27,45811.0,3,1,NG Ka Long Angus,2,長球,0,0,1.0,5,796.0,707.0,1.0,4,799.0,474.0,,,NG Ka Long Angus,,9,0.858785073637908,1.4996864698555132,9,-0.0454385341792031,-1.1519778873536006,0,2,46,2037,0.9285714285714286,1,True,1,2.0,2,0.0256115067750215,0.0287564489990472,0.0333860628306865,0.0396944060921669,0.0432773828506469,0.0425655245780944,0.032874085009098,0.03374944627285,0.0377093516290187,0.051965095102787,0.0675852969288826,0.0814998522400856,0.0658105909824371,0.0542876087129116,0.0401588752865791,0.0320823416113853,0.026215836405754,0.0221120920032262,0.0169230103492736,0.0150002697482705,0.0167231149971485,0.0251174718141555,0.0393762104213237,0.0609138198196888,0.066604308784008,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.5773250460624695,5
26,00:25:28,45842.0,3,1,CHOU Tien Chen,2,長球,1,0,1.0,5,799.0,474.0,1.0,9,773.0,706.0,,,NG Ka Long Angus,,9,0.7572204177353243,-1.3094363022281426,9,0.4980149705587696,1.1883253494480404,0,2,46,2037,0.9642857142857144,0,True,1,2.0,2,0.0242152381688356,0.0271887276321649,0.0315659493207931,0.0375303775072097,0.04091801866889,0.0402449704706668,0.0310818832367658,0.0319095216691494,0.0356535427272319,0.0491321012377738,0.063900738954544,0.0770567134022712,0.0622227787971496,0.0513279996812343,0.0379695259034633,0.0303333010524511,0.0247866231948137,0.0209066029638052,0.0160004142671823,0.0141824968159198,0.0158114172518253,0.0237481370568275,0.0372295267879962,0.0575929693877697,0.0611058324575424,0.0563846826553344,0.0,,,,,,,,,,,,,,,,,,,,,0.5784091949462891,5
27,00:25:29,45888.0,3,1,NG Ka Long Angus,3,殺球,0,0,1.0,10,773.0,706.0,2.0,6,801.0,490.0,對手落地致勝,落地致勝,NG Ka Long Angus,,10,0.8436095590465719,1.5630031623064813,9,0.2461905817984867,-1.2239606084195505,0,2,46,2037,1.0,1,True,1,2.0,2,0.0230869576334953,0.0259218998253345,0.0300951693207025,0.035781692713499,0.0390114933252334,0.0383698046207428,0.0296336580067873,0.0304227340966463,0.0339923053979873,0.0468428507447242,0.0609233565628528,0.073466345667839,0.0593235827982425,0.0489364303648471,0.0362003780901432,0.028919955715537,0.0236317180097103,0.0199324842542409,0.0152548933401703,0.0135216806083917,0.0150747029110789,0.0226416196674108,0.0354948602616786,0.0549094937741756,0.0582586787641048,0.0535552687942981,0.0467960201203823,,,,,,,,,,,,,,,,,,,,,0.5783211588859558,5
1,00:26:20,47405.0,4,1,NG Ka Long Angus,1,發短球,0,1,2.0,8,,,2.0,7,605.0,537.0,,,NG Ka Long Angus,,9,0.1744108881312585,0.7490272840541797,9,-0.44691653995824,-0.9500480144533802,0,2,46,2038,0.0,1,True,1,3.0,3,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3386795818805694,6
2,00:26:21,47454.0,4,1,CHOU Tien Chen,2,推撲球,0,1,2.0,8,605.0,537.0,1.0,8,531.0,625.0,,,NG Ka Long Angus,,8,-0.364413624234598,-0.4745348069248871,9,0.2066574982882739,0.7811285063227272,0,2,46,2038,0.5,0,True,1,3.0,3,0.4543555080890655,0.5456444621086121,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3643438518047333,6
3,00:26:22,47463.0,4,1,NG Ka Long Angus,2,平球,0,1,1.0,9,531.0,625.0,1.0,5,484.0,490.0,,,NG Ka Long Angus,,9,0.1719483813420897,0.8167135032610785,8,-0.3633900272688312,-0.4433684896279697,0,2,46,2038,1.0,1,True,1,3.0,3,0.2906583249568939,0.3250635862350464,0.3842781484127044,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3573443591594696,6
4,00:26:22,47484.0,4,1,CHOU Tien Chen,2,平球,0,0,1.0,6,484.0,490.0,2.0,5,482.0,622.0,,,NG Ka Long Angus,,9,-0.6159082830936244,-0.8364384571403093,9,-0.141831199304424,0.755615956621852,0,2,46,2038,1.0,0,True,1,3.0,3,0.1993677020072937,0.2229668945074081,0.2612277567386627,0.3164377212524414,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3567292094230652,6
5,00:26:22,47488.0,4,1,NG Ka Long Angus,3,推撲球,0,1,2.0,6,482.0,622.0,2.0,3,467.0,457.0,對手落地致勝,落地致勝,NG Ka Long Angus,,9,-0.1608789940168639,0.8688985004836057,6,-0.9016248639579892,-0.7018059973101858,0,2,46,2038,1.0,1,True,1,3.0,3,0.1492172181606292,0.1668800860643386,0.1955165416002273,0.2292580306529998,0.2591280937194824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3486985266208648,6
1,00:26:38,47965.0,5,1,NG Ka Long Angus,1,發短球,0,1,2.0,8,,,2.0,7,701.0,528.0,,,NG Ka Long Angus,,9,-0.0009140957533037,0.7929171521317103,9,0.7310028391764967,-0.931768748783992,0,2,46,2039,0.0,1,True,1,4.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.326996237039566,7
2,00:26:40,48025.0,5,1,CHOU Tien Chen,2,挑球,0,1,2.0,8,701.0,528.0,1.0,3,467.0,701.0,,,NG Ka Long Angus,,9,0.2601633657231248,-0.7194673350958439,9,0.2498201731541766,0.8566256496743202,0,2,46,2039,0.1538461538461538,0,True,1,4.0,4,0.4558373689651489,0.5441626310348511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.353062093257904,7
3,00:26:42,48068.0,5,1,NG Ka Long Angus,2,切球,0,1,1.0,4,467.0,701.0,2.0,2,775.0,530.0,,,NG Ka Long Angus,,10,-0.6564773852816062,1.5848819117820885,9,-0.3951386138808255,-1.149853365307039,0,2,46,2039,0.3076923076923077,1,True,1,4.0,4,0.2900903522968292,0.3247383534908294,0.3851712644100189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3517693877220154,7
4,00:26:43,48092.0,5,1,CHOU Tien Chen,2,網前球,0,1,2.0,3,775.0,530.0,2.0,2,809.0,571.0,,,NG Ka Long Angus,,9,0.9169610964999608,-0.6921216252181545,9,-0.283411679423849,1.222480588726942,0,2,46,2039,0.3846153846153846,0,True,1,4.0,4,0.1959602087736129,0.2193654328584671,0.2493538558483123,0.3353205025196075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.371563971042633,7
