ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id,time_proportion,is_target_turn,is_target_game,is_target_win,roundscore_diff,continuous_score,ball_round1,ball_round2,ball_round3,ball_round4,ball_round5,ball_round6,ball_round7,ball_round8,ball_round9,ball_round10,ball_round11,ball_round12,ball_round13,ball_round14,ball_round15,ball_round16,ball_round17,ball_round18,ball_round19,ball_round20,ball_round21,ball_round22,ball_round23,ball_round24,ball_round25,ball_round26,ball_round27,ball_round28,ball_round29,ball_round30,ball_round31,ball_round32,ball_round33,ball_round34,ball_round35,ball_round36,ball_round37,ball_round38,ball_round39,ball_round40,ball_round41,ball_round42,ball_round43,ball_round44,ball_round45,ball_round46,ball_round47,ball_round48,ball_round49,ball_round50,ball_round51,ball_round52,ball_round53,ball_round54,ball_round55,ball_round56,ball_round57,ball_round58,ball_round59,ball_round60,ball_round61,ball_round62,ball_round63,win_prob,rally
8,00:03:13,5810.0,3,5,Khosit PHETPRADAB,2,殺球,0,0,1.0,9,549.0,658.0,2.0,5,506.0,356.0,,,WANG Tzu Wei,,9,-0.2283935340928583,1.484022099042953,9,-0.2817990834561156,-1.0217049140209638,0,1,42,1636,0.4117647058823529,0,True,1,2.0,4,0.010615212842822,0.0043259891681373,0.0047816359438002,0.003537916811183,0.0201467759907245,0.1460387706756591,0.6875110268592834,0.1230426654219627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2111338078975677,9
9,00:03:14,5821.0,3,5,WANG Tzu Wei,2,接殺防守,0,0,2.0,6,506.0,356.0,2.0,2,461.0,512.0,,,WANG Tzu Wei,,9,-0.5004573781238029,-1.0732302252987769,10,-0.2388603380016021,1.6359603664492477,0,1,42,1636,0.4705882352941176,1,True,1,2.0,4,0.0058023007586598,0.0023645956534892,0.0026136536616832,0.0019338337006047,0.0110122757032513,0.0798251330852508,0.3757951557636261,0.09046321362257,0.430189847946167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0531430095434188,9
10,00:03:15,5853.0,3,5,Khosit PHETPRADAB,2,推撲球,0,1,2.0,3,461.0,512.0,1.0,5,501.0,338.0,,,WANG Tzu Wei,,9,-0.7319897184394054,0.7345848622614017,9,-0.2373283834258344,-0.906016216270504,0,1,42,1636,0.5294117647058824,0,True,1,2.0,4,0.0072429501451551,0.0029516997747123,0.0032625957392156,0.0024139839224517,0.0137465065345168,0.0996448621153831,0.469101071357727,0.1129242628812789,0.2423332631587982,0.0463788211345672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1884708106517791,9
11,00:03:16,5875.0,3,5,WANG Tzu Wei,2,切球,0,0,1.0,6,501.0,338.0,2.0,2,377.0,507.0,,,WANG Tzu Wei,,9,-0.637160465120902,-1.0990673015422423,9,-0.3320642416468365,0.822972049860193,0,1,42,1636,0.5882352941176471,1,True,1,2.0,4,0.0040118251927196,0.0016349282814189,0.0018071318045258,0.0013370908563956,0.0076141050085425,0.0551926754415035,0.2598322033882141,0.0625480562448501,0.1342269033193588,0.0276379641145467,0.4441571235656738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0834835544228553,9
12,00:03:16,5902.0,3,5,Khosit PHETPRADAB,2,推撲球,0,1,2.0,3,377.0,507.0,1.0,3,461.0,320.0,,,WANG Tzu Wei,,7,-1.1777042783903602,0.7309514102271386,9,-0.3368054945714432,-1.2795892623788208,0,1,42,1636,0.5882352941176471,0,True,1,2.0,4,0.0054333270527422,0.0022142289672046,0.0024474491365253,0.0018108594231307,0.0103119956329464,0.0747489854693412,0.3518980145454407,0.0847105756402015,0.1817872375249862,0.0374308675527572,0.1923349201679229,0.0548715703189373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3147652745246887,9
13,00:03:17,5928.0,3,5,WANG Tzu Wei,2,切球,0,0,1.0,4,461.0,320.0,2.0,1,824.0,515.0,,,WANG Tzu Wei,,9,-0.8187769624169676,-1.304225760680952,9,-0.4152226834873563,0.9578487269952998,0,1,42,1636,0.6470588235294118,1,True,1,2.0,4,0.0024846466258168,0.0010125613771378,0.0011192123638466,0.0008281014743261,0.0047156494110822,0.0341825187206268,0.1609220653772354,0.0387379378080368,0.0831308513879776,0.017117042094469,0.0879542827606201,0.0249772183597087,0.5428178906440735,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2394680976867675,9
14,00:03:18,5952.0,3,5,Khosit PHETPRADAB,2,推撲球,0,0,2.0,2,824.0,515.0,1.0,4,798.0,328.0,,,WANG Tzu Wei,,9,0.8627254168445175,0.7402929061452029,9,-0.7548769306200319,-1.276487528463179,0,1,42,1636,0.7058823529411765,0,True,1,2.0,4,0.0038044042885303,0.0015503985341638,0.001713698846288,0.0012679599458351,0.0072204377502202,0.0523390807211399,0.2463982552289962,0.0593141727149486,0.1272870600223541,0.0262090153992176,0.1346725225448608,0.0382442437112331,0.2670519053936004,0.0329267792403698,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4469732046127319,9
15,00:03:19,5979.0,3,5,WANG Tzu Wei,2,切球,0,1,1.0,5,798.0,328.0,2.0,7,787.0,486.0,,,WANG Tzu Wei,,7,1.0819484752998378,-1.3187429615628914,9,0.602218833749855,0.961220251394557,0,1,42,1636,0.7647058823529411,1,True,1,2.0,4,0.0028698444366455,0.0011695399880409,0.001292725210078,0.0009564830688759,0.0054467222653329,0.0394818820059299,0.1858700215816497,0.0447435230016708,0.0960187315940857,0.0197707172483205,0.1015899404883384,0.0288494694977998,0.2014500647783279,0.0421754755079746,0.2283148467540741,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3136358261108398,9
16,00:03:20,6002.0,3,5,Khosit PHETPRADAB,2,網前球,0,0,2.0,8,787.0,486.0,2.0,7,651.0,426.0,,,WANG Tzu Wei,,9,0.6814226498007174,0.7094885465361008,9,0.5293524682952375,-1.133197131397553,0,1,42,1636,0.8235294117647058,0,True,1,2.0,4,0.0033062216825783,0.0013473755680024,0.0014892917824909,0.0011019220110028,0.0062749292701482,0.0454853363335132,0.2141326814889907,0.0515470467507839,0.110618956387043,0.0227769743651151,0.1170373037457466,0.03323620185256,0.2320817559957504,0.0485885106027126,0.0932627618312835,0.0177126843482255,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4398585557937622,9
17,00:03:21,6027.0,3,5,WANG Tzu Wei,2,推撲球,0,0,2.0,8,651.0,426.0,1.0,3,859.0,681.0,,,WANG Tzu Wei,,8,0.1799825176589841,-0.4354088161469492,8,0.2706741254831489,0.624076279448115,0,1,42,1636,0.8823529411764706,1,True,1,2.0,4,0.003160914639011,0.0012881589354947,0.0014238379662856,0.0010534928878769,0.0059991483576595,0.0434862710535526,0.2047216296195984,0.049281571060419,0.105757288634777,0.0217759348452091,0.1118935570120811,0.0317754819989204,0.2218818515539169,0.0464530661702156,0.0891638994216919,0.019979415461421,0.0409044735133647,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4665262997150421,9
18,00:03:22,6063.0,3,5,Khosit PHETPRADAB,2,長球,0,0,1.0,4,859.0,681.0,1.0,4,741.0,325.0,,,WANG Tzu Wei,,10,0.5737825397971038,1.5933613238175717,9,0.0703450564062327,-0.8570203290710415,0,1,42,1636,0.9411764705882352,0,True,1,2.0,4,0.0028957943432033,0.0011801151558756,0.001304414239712,0.0009651316795498,0.005495972931385,0.0398388803005218,0.1875506937503814,0.0451481044292449,0.0968869477510452,0.0199494883418083,0.1025085374712944,0.0291103292256593,0.2032716125249862,0.0425568372011184,0.0816853195428848,0.0183036513626575,0.0126154161989688,0.1087327152490615,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5045571327209473,9
19,00:03:23,6094.0,3,5,WANG Tzu Wei,3,殺球,0,0,1.0,5,741.0,325.0,2.0,10,330.0,623.0,對手落地致勝,落地致勝,WANG Tzu Wei,,9,0.6632128414993266,-1.2728254608087812,9,0.4337016593757969,1.2828213323058233,0,1,42,1636,1.0,1,True,1,2.0,4,0.0019673460628837,0.0008017471991479,0.0008861934766173,0.0006556916050612,0.0037338561378419,0.0270657576620578,0.1274182647466659,0.030672738328576,0.0658230930566787,0.0135532915592193,0.0696422904729843,0.0197769906371831,0.1380987614393234,0.0289122816175222,0.0554954074323177,0.0124351419508457,0.0085706673562526,0.0790655761957168,0.3154249191284179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5261796116828918,9
1,00:03:50,6917.0,3,6,WANG Tzu Wei,1,發短球,0,1,2.0,8,,,2.0,1,827.0,516.0,,,Khosit PHETPRADAB,,9,-0.1282629425170204,-0.8313219077719257,9,0.4522303808845824,0.9530823611099842,0,1,42,1637,0.0,1,True,0,3.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5460004806518555,10
2,00:03:51,6940.0,3,6,Khosit PHETPRADAB,2,推撲球,0,0,2.0,2,827.0,516.0,1.0,3,491.0,324.0,,,Khosit PHETPRADAB,,8,0.5862880125522288,0.5957471818099052,9,-0.0264535973851572,-0.81934643539314,0,1,42,1637,0.0833333333333333,0,True,0,3.0,5,0.7753171324729919,0.224682867527008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8199175596237183,10
3,00:03:52,6973.0,3,6,WANG Tzu Wei,2,切球,0,0,1.0,4,491.0,324.0,2.0,7,767.0,508.0,,,Khosit PHETPRADAB,,10,-0.733277715090231,-1.4200961149328075,9,0.1117996973668839,0.969656876443679,0,1,42,1637,0.1666666666666666,1,True,0,3.0,5,0.3031140267848968,0.091834470629692,0.6050514578819275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3706724941730499,10
4,00:03:53,7002.0,3,6,Khosit PHETPRADAB,2,推撲球,0,0,2.0,8,767.0,508.0,1.0,5,492.0,335.0,,,Khosit PHETPRADAB,,9,0.3331445039886361,0.8218114734577124,9,-0.2744271109891271,-1.1146906798076528,0,1,42,1637,0.25,0,True,0,3.0,5,0.3099773228168487,0.0939138308167457,0.5426345467567444,0.0534743219614028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5650211572647095,10
5,00:03:54,7028.0,3,6,WANG Tzu Wei,2,切球,0,0,1.0,6,492.0,335.0,2.0,2,422.0,513.0,,,Khosit PHETPRADAB,,9,-0.478707235882032,-1.1000243280921715,9,0.0879822592951726,0.9294743165654502,0,1,42,1637,0.3333333333333333,1,True,0,3.0,5,0.0796999558806419,0.0241466984152793,0.1395197361707687,0.0147564858198165,0.7418771386146545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0782728195190429,10
6,00:03:55,7049.0,3,6,Khosit PHETPRADAB,2,挑球,0,1,2.0,3,422.0,513.0,1.0,9,706.0,326.0,,,Khosit PHETPRADAB,,7,-0.9714899794783594,0.7540793720059978,6,-0.8374425955930123,-1.2478904209537085,0,1,42,1637,0.4166666666666667,0,True,0,3.0,5,0.1026149317622184,0.0310892518609762,0.1796338409185409,0.0189992059022188,0.1753688901662826,0.4922938942909241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7855569124221802,10
7,00:03:56,7084.0,3,6,WANG Tzu Wei,2,長球,1,0,1.0,10,706.0,326.0,1.0,3,881.0,658.0,,,Khosit PHETPRADAB,,9,0.0341031790401781,-1.212323720781479,9,0.145844476707336,1.0093116985817236,0,1,42,1637,0.5,1,True,0,3.0,5,0.0287434570491313,0.008708406239748,0.050317209213972,0.0053218649700284,0.0491225570440292,0.1087209358811378,0.749065637588501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3389517366886139,10
8,00:03:57,7108.0,3,6,Khosit PHETPRADAB,2,殺球,0,0,1.0,4,881.0,658.0,1.0,6,783.0,357.0,,,Khosit PHETPRADAB,,9,0.8617328844571366,1.3112574978266895,9,0.2708046287343039,-1.2699567544758914,0,1,42,1637,0.5833333333333334,0,True,0,3.0,5,0.0343377441167831,0.0104033071547746,0.0601103566586971,0.0063576498068869,0.0586831904947757,0.1298810988664627,0.3449548780918121,0.3552717864513397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8698019981384277,10
9,00:03:57,7119.0,3,6,WANG Tzu Wei,2,網前球,0,1,1.0,7,783.0,357.0,2.0,2,422.0,522.0,,,Khosit PHETPRADAB,,9,0.1429577240388188,-1.0903554614296402,6,1.2270731268052435,1.3559229307538168,0,1,42,1637,0.5833333333333334,1,True,0,3.0,5,0.006631666328758,0.0020091964397579,0.0116091445088386,0.0012278562644496,0.0113335158675909,0.0250840056687593,0.0666213184595108,0.1671881973743438,0.7082951664924622,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0967238098382949,10
10,00:03:58,7147.0,3,6,Khosit PHETPRADAB,2,推撲球,0,1,2.0,3,422.0,522.0,1.0,3,468.0,325.0,,,Khosit PHETPRADAB,,9,-0.6988342185356796,0.8611237102571163,9,0.1292107928669701,-0.9847392410356528,0,1,42,1637,0.6666666666666666,0,True,0,3.0,5,0.0088132796809077,0.0026701597962528,0.0154281947761774,0.0016317829722538,0.015061892569065,0.033335868269205,0.0885376706719398,0.2221879363059997,0.4894560575485229,0.122877150774002,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.247011199593544,10
11,00:03:59,7176.0,3,6,WANG Tzu Wei,2,殺球,0,0,1.0,4,468.0,325.0,2.0,6,473.0,566.0,,,Khosit PHETPRADAB,,9,-0.7723186928210638,-1.304580595744958,9,-0.1181484962392979,0.9870773032369068,0,1,42,1637,0.75,1,True,0,3.0,5,0.0061507066711783,0.0018634798470884,0.010767194442451,0.0011388062266632,0.0105115557089447,0.0232647955417633,0.0617896243929863,0.1550629138946533,0.3415868580341339,0.0801412686705589,0.307722806930542,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4293640255928039,10
12,00:03:59,7189.0,3,6,Khosit PHETPRADAB,2,接殺防守,0,1,2.0,7,473.0,566.0,2.0,1,421.0,402.0,,,Khosit PHETPRADAB,,9,-0.5952491977752024,1.109151161248338,9,-0.7317215361822659,-1.2766593217646691,0,1,42,1637,0.75,0,True,0,3.0,5,0.0070402137935161,0.0021329738665372,0.0123243322595953,0.0013034989824518,0.0120317237451672,0.0266293194144964,0.0707255601882934,0.1774879097938537,0.3909867107868194,0.0917311981320381,0.0664241090416908,0.1411824524402618,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5996260046958923,10
13,00:04:00,7218.0,3,6,WANG Tzu Wei,2,挑球,0,0,2.0,2,421.0,402.0,1.0,6,452.0,648.0,,,Khosit PHETPRADAB,,6,-1.020389792837754,-0.6482257589987181,9,-0.3262617263457323,0.8507681040754628,0,1,42,1637,0.8333333333333334,1,True,0,3.0,5,0.0052367192693054,0.0015865691239014,0.0091672036796808,0.00096958107315,0.008949551731348,0.0198076758533716,0.0526077635586261,0.1320207566022873,0.2908274829387665,0.0682323798537254,0.0494082160294055,0.1079771742224693,0.2532088756561279,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3593693375587463,10
14,00:04:01,7251.0,3,6,Khosit PHETPRADAB,2,殺球,0,0,1.0,7,452.0,648.0,2.0,5,512.0,352.0,,,Khosit PHETPRADAB,,9,-0.6335013262995529,1.387465008401516,9,-0.6321953767965982,-1.0067649868977986,0,1,42,1637,0.9166666666666666,0,True,0,3.0,5,0.0052525540813803,0.0015913665993139,0.0091949235647916,0.0009725129348225,0.0089766141027212,0.0198675710707902,0.052766840904951,0.1324199587106704,0.2917068898677826,0.0684387013316154,0.0495576187968254,0.1083036810159683,0.2206573337316513,0.0302934292703866,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3968576192855835,10
15,00:04:02,7263.0,3,6,WANG Tzu Wei,3,網前球,0,0,2.0,6,512.0,352.0,2.0,7,649.0,453.0,掛網,對手掛網,Khosit PHETPRADAB,,9,-0.5831565004637758,-1.072747779292432,9,-0.589741791611282,1.4579372951011322,0,1,42,1637,1.0,1,True,0,3.0,5,0.0043083140626549,0.0013052900321781,0.0075419717468321,0.0007976863998919,0.0073629072867333,0.0162960197776556,0.0432810597121715,0.1086151152849197,0.2392673790454864,0.0561356246471405,0.0406487546861171,0.0888341590762138,0.1809902340173721,0.0303929727524518,0.1742225140333175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3960226476192474,10
1,00:04:24,7941.0,4,6,Khosit PHETPRADAB,1,發短球,0,1,2.0,8,,,2.0,7,539.0,407.0,,,WANG Tzu Wei,,9,0.1748665328695157,0.8622045129199242,9,-0.5887999126588966,-1.0331320558595551,0,1,42,1638,0.0,0,True,1,2.0,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8616711497306824,11
2,00:04:25,7961.0,4,6,WANG Tzu Wei,2,推撲球,0,0,2.0,8,539.0,407.0,1.0,5,849.0,655.0,,,WANG Tzu Wei,,9,-0.4490247431368362,-0.5917273364968553,9,0.0518967912373484,0.8193491256853905,0,1,42,1638,0.125,1,True,1,2.0,-1,0.4839251637458801,0.5160748362541199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8738763332366943,11
3,00:04:26,7992.0,4,6,Khosit PHETPRADAB,2,切球,0,0,1.0,6,849.0,655.0,1.0,8,634.0,365.0,,,WANG Tzu Wei,,9,0.7328436376671846,1.4973832479271971,9,-0.0962183011665209,-0.9449010554463442,0,1,42,1638,0.25,0,True,1,2.0,-1,0.2972105741500854,0.0997527614235878,0.6030367016792297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8730972409248352,11
4,00:04:27,8007.0,4,6,WANG Tzu Wei,2,接殺防守,0,0,1.0,9,634.0,365.0,2.0,1,815.0,490.0,,,WANG Tzu Wei,,9,0.0617916247201189,-0.9843937221032888,9,0.7515146291347671,1.4167548377774375,0,1,42,1638,0.375,1,True,1,2.0,-1,0.0349282585084438,0.0117229726165533,0.096399649977684,0.8569490909576416,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0398703068494796,11
5,00:04:27,8028.0,4,6,Khosit PHETPRADAB,2,推撲球,0,0,2.0,2,815.0,490.0,1.0,8,539.0,338.0,,,WANG Tzu Wei,,9,0.6247265859924642,0.8662875702456893,9,0.0158088660570067,-0.9582981897063126,0,1,42,1638,0.375,0,True,1,2.0,-1,0.0348447225987911,0.0116949323564767,0.0961690843105316,0.3002479672431946,0.5570433139801025,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.565279483795166,11
6,00:04:28,8059.0,4,6,WANG Tzu Wei,2,殺球,0,0,1.0,9,539.0,338.0,2.0,6,468.0,578.0,,,WANG Tzu Wei,,9,-0.2668687868201215,-1.3084410785246214,9,0.1517119205571804,1.0028626387690558,0,1,42,1638,0.5,1,True,1,2.0,-1,0.0039809285663068,0.0013361192541196,0.010987096466124,0.0343026332557201,0.0710510611534118,0.8783422112464905,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8380239605903625,11
7,00:04:29,8070.0,4,6,Khosit PHETPRADAB,2,接殺防守,0,1,2.0,7,468.0,578.0,2.0,1,483.0,420.0,,,WANG Tzu Wei,,9,0.1740481491344517,1.105185279258884,10,-0.4353439505774485,-1.5117426724779397,0,1,42,1638,0.625,0,True,1,2.0,-1,0.0054888916201889,0.001842236961238,0.0151489730924367,0.0472963638603687,0.0979649722576141,0.4498889148235321,0.3823696374893188,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8505025506019592,11
8,00:04:30,8098.0,4,6,WANG Tzu Wei,2,網前球,0,0,2.0,2,483.0,420.0,2.0,2,451.0,479.0,,,WANG Tzu Wei,,9,-0.5774418080784134,-0.7927072735668723,9,-0.1636435584720022,0.8797075521351291,0,1,42,1638,0.75,1,True,1,2.0,-1,0.0028470961842685,0.0009555709548294,0.0078577939420938,0.0245326906442642,0.0508145727217197,0.2333580255508422,0.1913376897573471,0.4882965087890625,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1533883661031723,11
9,00:04:31,8122.0,4,6,Khosit PHETPRADAB,2,挑球,0,1,2.0,3,451.0,479.0,1.0,6,747.0,333.0,,,WANG Tzu Wei,,8,-0.7548299443978834,0.6091096865505131,9,-0.4964019990833377,-0.7444880933341672,0,1,42,1638,0.875,0,True,1,2.0,-1,0.0040334109216928,0.0013537338236346,0.0111319441348314,0.0347548611462116,0.0719877555966377,0.3305925726890564,0.2710633873939514,0.1211676299571991,0.1539146900177002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7335590720176697,11
10,00:04:32,8154.0,4,6,WANG Tzu Wei,3,殺球,1,0,1.0,7,747.0,333.0,2.0,9,645.0,694.0,對手落地致勝,落地致勝,WANG Tzu Wei,,9,0.2345273407211055,-1.1998431369128608,9,0.1394461137369653,1.0222105450164534,0,1,42,1638,1.0,1,True,1,2.0,-1,0.0033521996811032,0.0011250989045947,0.0092518460005521,0.0288850385695695,0.0598295889794826,0.2747581005096435,0.2252829223871231,0.1007033735513687,0.1016976907849311,0.1951141655445099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7963557243347168,11
1,00:04:55,8871.0,4,7,WANG Tzu Wei,1,發短球,0,1,2.0,8,,,2.0,7,580.0,512.0,,,Khosit PHETPRADAB,,9,0.0722463784965081,-0.894750402582015,9,-0.643537156087934,0.9490052312066464,0,1,42,1639,0.0,1,True,0,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6611073613166809,12
2,00:04:56,8892.0,4,7,Khosit PHETPRADAB,2,推撲球,0,1,2.0,8,580.0,512.0,1.0,8,542.0,331.0,,,Khosit PHETPRADAB,,9,-0.1253074694386166,0.6662205691623099,9,-0.1130956401696573,-0.8562600487175294,0,1,42,1639,0.1666666666666666,0,True,0,3.0,1,0.908026158809662,0.0919738709926605,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7329988479614258,12
3,00:04:57,8918.0,4,7,WANG Tzu Wei,2,長球,0,0,1.0,9,542.0,331.0,1.0,9,491.0,670.0,,,Khosit PHETPRADAB,,9,0.0246391907887394,-0.8195435287606667,9,-0.1559491056557515,0.7751499884887577,0,1,42,1639,0.3333333333333333,1,True,0,3.0,1,0.6328800916671753,0.0720497220754623,0.2950702011585235,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.726146399974823,12
4,00:04:59,8962.0,4,7,Khosit PHETPRADAB,2,殺球,0,0,1.0,10,491.0,670.0,2.0,6,765.0,359.0,,,Khosit PHETPRADAB,,9,-0.4821274655323775,1.4274074558705625,9,-0.3351445931039083,-1.1143176660356775,0,1,42,1639,0.6666666666666666,0,True,0,3.0,1,0.6214412450790405,0.0707474797964096,0.2431430965662002,0.0646681860089302,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7954545617103577,12
5,00:04:59,8977.0,4,7,WANG Tzu Wei,2,接殺防守,0,1,2.0,7,765.0,359.0,2.0,1,798.0,474.0,,,Khosit PHETPRADAB,,9,-0.3882257478046876,-1.1139915655281127,9,-0.247445134227037,1.4994615016506732,0,1,42,1639,0.6666666666666666,1,True,0,3.0,1,0.2136551290750503,0.024323396384716,0.0835940241813659,0.040649227797985,0.6377782225608826,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1565123796463012,12
6,00:05:00,9005.0,4,7,Khosit PHETPRADAB,2,網前球,0,0,2.0,2,798.0,474.0,2.0,1,484.0,423.0,,,Khosit PHETPRADAB,,9,0.685543913268142,0.6872961173160265,9,0.2932599522010638,-0.883087790590924,0,1,42,1639,0.8333333333333334,0,True,0,3.0,1,0.1414255052804947,0.0161004718393087,0.0553336851298809,0.0269070900976657,0.0773583576083183,0.6828749775886536,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9241974949836732,12
