ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id,time_proportion,is_target_turn,is_target_game,is_target_win,roundscore_diff,continuous_score,ball_round1,ball_round2,ball_round3,ball_round4,ball_round5,ball_round6,ball_round7,ball_round8,ball_round9,ball_round10,ball_round11,ball_round12,ball_round13,ball_round14,ball_round15,ball_round16,ball_round17,ball_round18,ball_round19,ball_round20,ball_round21,ball_round22,ball_round23,ball_round24,ball_round25,ball_round26,ball_round27,ball_round28,ball_round29,ball_round30,ball_round31,ball_round32,ball_round33,ball_round34,ball_round35,ball_round36,ball_round37,ball_round38,ball_round39,ball_round40,ball_round41,ball_round42,ball_round43,ball_round44,ball_round45,ball_round46,ball_round47,ball_round48,ball_round49,win_prob,rally
1,00:12:33,18837.0,2,4,Anders ANTONSEN,1,發短球,0,1,2.0,8,,,2.0,7,599.0,351.0,,,Anders ANTONSEN,,9,0.1049580415577003,0.7008910840715128,9,-0.3961329067336064,-1.033094937088559,0,1,50,2302,0.0,0,True,0,2.0,-2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4955851435661316,7
2,00:12:34,18855.0,2,4,Jonatan CHRISTIE,2,推撲球,0,0,2.0,8,599.0,351.0,1.0,8,535.0,483.0,,,Anders ANTONSEN,,9,-0.1103395864237012,-0.5692237498406975,9,0.0923772451057284,0.6713016227389144,0,1,50,2302,0.25,1,True,0,2.0,-2,0.4278179705142975,0.5721819996833801,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4971115887165069,7
3,00:12:34,18868.0,2,4,Anders ANTONSEN,2,推撲球,0,1,1.0,9,535.0,483.0,1.0,8,662.0,305.0,,,Anders ANTONSEN,,9,0.234169656401074,0.7304133572724284,9,-0.234268902222811,-0.7250933626169287,0,1,50,2302,0.25,0,True,0,2.0,-2,0.187475323677063,0.2445350587368011,0.5679896473884583,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5679294466972351,7
4,00:12:35,18881.0,2,4,Jonatan CHRISTIE,2,網前球,0,1,1.0,9,662.0,305.0,2.0,1,495.0,428.0,,,Anders ANTONSEN,,9,-0.3279881786018851,-0.8289755324417193,9,0.2787940671133145,0.8794945835704766,0,1,50,2302,0.5,1,True,0,2.0,-2,0.1166328266263008,0.1521310359239578,0.323064774274826,0.4081713259220123,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5708180069923401,7
5,00:12:36,18900.0,2,4,Anders ANTONSEN,2,挑球,0,1,2.0,2,495.0,428.0,1.0,3,520.0,268.0,,,Anders ANTONSEN,,8,-0.657607840225469,0.5868956111442571,9,-0.271749621234903,-0.8639748568587668,0,1,50,2302,0.75,0,True,0,2.0,-2,0.0728282928466796,0.0949942171573638,0.201729267835617,0.2433868944644928,0.3870612382888794,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.583488404750824,7
6,00:12:36,18917.0,2,4,Jonatan CHRISTIE,2,殺球,0,0,1.0,4,520.0,268.0,2.0,5,413.0,523.0,,,Anders ANTONSEN,,9,-0.3633254073316814,-1.2353912624344556,9,-0.3254976166010931,0.8154434798468498,0,1,50,2302,0.75,1,True,0,2.0,-2,0.0593180619180202,0.0773720368742942,0.1643068790435791,0.1982367038726806,0.3089118599891662,0.1918544620275497,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5646193623542786,7
7,00:12:37,18927.0,2,4,Anders ANTONSEN,3,接殺防守,0,1,2.0,6,413.0,523.0,2.0,4,742.0,263.0,對手落地致勝,落地致勝,Anders ANTONSEN,,9,0.0251522278123098,1.0533560402081334,6,-0.9626893826587092,-1.3162826513440369,0,1,50,2302,1.0,0,True,0,2.0,-2,0.0494023822247982,0.0644384324550628,0.1368411481380462,0.1650992184877395,0.25727379322052,0.1526399552822113,0.1743050813674926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.538092851638794,7
1,00:13:04,19620.0,3,4,Anders ANTONSEN,1,發短球,0,1,2.0,8,,,2.0,7,679.0,349.0,,,Anders ANTONSEN,,9,-0.0382003604407048,0.7444103468115705,9,0.6268640384364254,-1.0543044476659966,0,1,50,2303,0.0,0,True,0,1.0,-3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5206632018089294,8
2,00:13:05,19640.0,3,4,Jonatan CHRISTIE,2,網前球,0,0,2.0,8,679.0,349.0,2.0,7,670.0,445.0,,,Anders ANTONSEN,,8,0.511786764217612,-0.5134274469180019,9,0.1174134826384437,0.7301857152696325,0,1,50,2303,0.1428571428571428,1,True,0,1.0,-3,0.4265156686306,0.5734843611717224,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5234845280647278,8
3,00:13:06,19659.0,3,4,Anders ANTONSEN,2,挑球,0,0,2.0,8,670.0,445.0,1.0,3,534.0,260.0,,,Anders ANTONSEN,,8,0.3150452612713847,0.4160668229443918,8,0.1812882863228201,-0.503727181258264,0,1,50,2303,0.2857142857142857,0,True,0,1.0,-3,0.1964568793773651,0.2639625072479248,0.5395806431770325,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5831353068351746,8
4,00:13:07,19699.0,3,4,Jonatan CHRISTIE,2,殺球,0,0,1.0,4,534.0,260.0,2.0,5,408.0,549.0,,,Anders ANTONSEN,,10,-0.6334724622986405,-1.58931351362762,9,0.0813629626798157,0.9810173539536288,0,1,50,2303,0.4285714285714285,1,True,0,1.0,-3,0.1114982068538665,0.1498107314109802,0.3037880659103393,0.434902936220169,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6120505928993225,8
5,00:13:08,19710.0,3,4,Anders ANTONSEN,2,接殺防守,0,1,2.0,6,408.0,549.0,2.0,1,489.0,345.0,,,Anders ANTONSEN,,9,0.1702615853800431,1.1178383783142032,0,-0.9424722796452936,-1.6765537718871124,0,1,50,2303,0.5714285714285714,0,True,0,1.0,-3,0.0736132562160492,0.0989079177379608,0.2005667090415954,0.2750636339187622,0.3518485426902771,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6229133605957031,8
6,00:13:09,19732.0,3,4,Jonatan CHRISTIE,2,網前球,0,0,2.0,2,489.0,345.0,2.0,1,444.0,444.0,,,Anders ANTONSEN,,2,-0.8483196150213256,-0.5067937713649302,9,-0.4693113489089223,1.0066286773121975,0,1,50,2303,0.7142857142857143,1,True,0,1.0,-3,0.0599857717752456,0.0805978178977966,0.1634372472763061,0.2241431176662445,0.2806613743305206,0.1911746114492416,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.602668285369873,8
7,00:13:10,19751.0,3,4,Anders ANTONSEN,2,挑球,0,1,2.0,2,444.0,444.0,1.0,3,501.0,259.0,,,Anders ANTONSEN,,2,-0.9703602519105275,0.5862488939861551,9,-0.6057780933321905,-0.6144876709590834,0,1,50,2303,0.8571428571428571,0,True,0,1.0,-3,0.0498767159879207,0.0670151263475418,0.1358941048383712,0.1863695681095123,0.2333631217479705,0.1496268361806869,0.1778544932603836,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5739234089851379,8
8,00:13:11,19781.0,3,4,Jonatan CHRISTIE,3,長球,0,0,1.0,4,501.0,259.0,2.0,10,933.0,617.0,出界,對手出界,Anders ANTONSEN,,4,-0.8706883935393093,-1.6044488393459726,9,-0.2664768464154649,0.9804119078871926,0,1,50,2303,1.0,1,True,0,1.0,-3,0.0434996709227561,0.0584468320012092,0.1185192093253135,0.1625410765409469,0.2035262137651443,0.1304961144924163,0.1494824588298797,0.1334884464740753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5505837202072144,8
1,00:13:33,20344.0,4,4,Anders ANTONSEN,1,發短球,0,1,2.0,8,,,2.0,1,499.0,345.0,,,Jonatan CHRISTIE,,9,0.0851874747361498,0.7155239410512243,9,-0.4530497017941921,-0.9964952632780152,0,1,50,2304,0.0,0,True,1,0.0,-4,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5456375479698181,9
2,00:13:34,20363.0,4,4,Jonatan CHRISTIE,2,推撲球,0,0,2.0,2,499.0,345.0,1.0,5,407.0,511.0,,,Jonatan CHRISTIE,,9,-0.7889586866032298,-0.5388026179432996,9,0.0913517709555743,0.7374071518704941,0,1,50,2304,0.5,1,True,1,0.0,-4,0.428660124540329,0.5713398456573486,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5433588027954102,9
3,00:13:35,20378.0,4,4,Anders ANTONSEN,3,挑球,0,1,1.0,6,407.0,511.0,2.0,10,459.0,252.0,出界,對手出界,Jonatan CHRISTIE,,9,-0.4703776589938649,0.9193402562444656,9,-0.6287664747076409,-0.6035675343185106,0,1,50,2304,1.0,0,True,1,0.0,-4,0.186855062842369,0.2393641769886016,0.5737807750701904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6202174425125122,9
1,00:13:56,20918.0,4,5,Jonatan CHRISTIE,1,發短球,0,1,2.0,8,,,2.0,7,627.0,437.0,,,Anders ANTONSEN,,9,0.0741037198087676,-0.7812869467152451,9,-0.7293102091116842,1.0520883817977915,0,1,50,2305,0.0,1,True,0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4103714525699615,10
2,00:13:57,20935.0,4,5,Anders ANTONSEN,2,推撲球,0,0,2.0,8,627.0,437.0,1.0,3,514.0,267.0,,,Anders ANTONSEN,,8,-0.5971763008240668,0.5252543410890181,9,-0.1641660760415775,-0.8518589573438954,0,1,50,2305,0.0769230769230769,0,True,0,1.0,1,0.4244464635848999,0.5755535364151001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3739390075206756,10
3,00:13:58,20960.0,4,5,Jonatan CHRISTIE,2,切球,0,0,1.0,4,514.0,267.0,2.0,7,526.0,451.0,,,Anders ANTONSEN,,10,-0.8077599010139189,-1.5196530355761624,9,-0.0744332625807457,0.9404271586315142,0,1,50,2305,0.1538461538461538,1,True,0,1.0,1,0.233933612704277,0.317190945148468,0.4488754272460937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3848192393779754,10
4,00:13:59,20979.0,4,5,Anders ANTONSEN,2,網前球,0,1,2.0,8,526.0,451.0,2.0,7,587.0,349.0,,,Anders ANTONSEN,,9,-0.3420684421090191,0.7510604332782608,9,-0.408027428619056,-1.2616119512041917,0,1,50,2305,0.2307692307692307,0,True,0,1.0,1,0.1206348910927772,0.1635690331459045,0.2233704626560211,0.4924255907535553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4569591581821441,10
5,00:13:59,20999.0,4,5,Jonatan CHRISTIE,2,網前球,0,0,2.0,8,587.0,349.0,2.0,1,485.0,425.0,,,Anders ANTONSEN,,9,-0.1966581373130242,-0.5370226281605858,9,-0.1151599415824845,0.7802703511266268,0,1,50,2305,0.2307692307692307,1,True,0,1.0,1,0.0749135464429855,0.1015754044055938,0.1387117356061935,0.305392324924469,0.3794069290161133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4925090670585632,10
6,00:14:00,21021.0,4,5,Anders ANTONSEN,2,挑球,0,1,2.0,2,485.0,425.0,1.0,3,497.0,256.0,,,Anders ANTONSEN,,8,-0.6101838157593358,0.4621756659069789,9,-0.3737639814055629,-0.7597414228853072,0,1,50,2305,0.3076923076923077,0,True,0,1.0,1,0.0507695041596889,0.0688384547829628,0.0940060466527938,0.2069668024778366,0.250544011592865,0.3288751542568207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5106120109558105,10
7,00:14:02,21053.0,4,5,Jonatan CHRISTIE,2,切球,0,0,1.0,4,497.0,256.0,2.0,7,521.0,452.0,,,Anders ANTONSEN,,0,-0.9483072921349324,-1.6476959530504658,9,-0.0553975474272497,0.9674039582186744,0,1,50,2305,0.4615384615384615,1,True,0,1.0,1,0.0414766445755958,0.0562382489442825,0.0767991617321968,0.1690835505723953,0.2046843916177749,0.2676349878311157,0.1840829700231552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4960632622241974,10
8,00:14:02,21071.0,4,5,Anders ANTONSEN,2,網前球,0,1,2.0,8,521.0,452.0,2.0,7,745.0,355.0,,,Anders ANTONSEN,,9,-0.3665763660928333,0.7726229624265569,10,-0.738486009406706,-1.4502545630751416,0,1,50,2305,0.4615384615384615,0,True,0,1.0,1,0.0347566530108451,0.0471266023814678,0.0643562600016594,0.1416888535022735,0.1715216934680938,0.2242731302976608,0.1500102281570434,0.1662665158510208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4677251279354095,10
9,00:14:03,21092.0,4,5,Jonatan CHRISTIE,2,挑球,0,1,2.0,8,745.0,355.0,1.0,9,591.0,625.0,,,Anders ANTONSEN,,9,0.4717201449682739,-0.6221953375437916,9,0.0828305818232118,0.8791368501189698,0,1,50,2305,0.5384615384615384,1,True,0,1.0,1,0.0309255067259073,0.0419319421052932,0.0572624169290065,0.1260708123445511,0.1526152491569519,0.1995520144701004,0.1334749460220337,0.1353636980056762,0.1228033602237701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4396209120750427,10
10,00:14:04,21123.0,4,5,Anders ANTONSEN,2,殺球,1,0,1.0,10,591.0,625.0,2.0,5,485.0,292.0,,,Anders ANTONSEN,,10,-0.2375707823287418,1.587430891048615,9,-0.2191699146049091,-1.0448318451743692,0,1,50,2305,0.6153846153846154,0,True,0,1.0,1,0.0260513555258512,0.0353230722248554,0.048237320035696,0.1062008664011955,0.128561645746231,0.1681007295846939,0.1124380379915237,0.1140291094779968,0.0944604650139808,0.1665973663330078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4542067646980285,10
11,00:14:05,21136.0,4,5,Jonatan CHRISTIE,2,接殺防守,0,0,2.0,6,485.0,292.0,2.0,1,480.0,456.0,,,Anders ANTONSEN,,9,-0.5100570808409719,-1.0956105638408598,10,-0.308655879769887,1.5119245182466112,0,1,50,2305,0.6923076923076923,1,True,0,1.0,1,0.0228463150560855,0.0309773534536361,0.0423027910292148,0.0931352078914642,0.1127449944615364,0.1474196761846542,0.098605029284954,0.1000003516674041,0.0828392058610916,0.1383311003446579,0.1307979673147201,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4603389203548431,10
12,00:14:06,21159.0,4,5,Anders ANTONSEN,2,挑球,0,1,2.0,2,480.0,456.0,1.0,3,478.0,258.0,,,Anders ANTONSEN,,9,-0.7302702555319346,0.7503105898550864,9,-0.5064206408942871,-0.7946968739939203,0,1,50,2305,0.7692307692307693,0,True,0,1.0,1,0.0205287393182516,0.0278349500149488,0.038011509925127,0.083687387406826,0.1013079211115837,0.132465124130249,0.0886023417115211,0.0898561179637909,0.0744358301162719,0.124298520386219,0.1134671419858932,0.1055044308304786,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4658030867576599,10
13,00:14:07,21189.0,4,5,Jonatan CHRISTIE,2,殺球,0,0,1.0,4,478.0,258.0,2.0,5,442.0,526.0,,,Anders ANTONSEN,,4,-1.255188050627034,-1.5074354910035677,9,-0.152823888999761,1.0465483196598804,0,1,50,2305,0.8461538461538461,1,True,0,1.0,1,0.0194730386137962,0.026403522118926,0.036056749522686,0.0793837159872055,0.0960981026291847,0.1256530433893203,0.0840459167957305,0.0852352231740951,0.0706079304218292,0.1179064065217971,0.1076320335268974,0.0971093028783798,0.0543949864804744,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4616740345954895,10
14,00:14:08,21200.0,4,5,Anders ANTONSEN,2,接殺防守,0,1,2.0,6,442.0,526.0,1.0,1,477.0,344.0,,,Anders ANTONSEN,,9,0.0250088174456314,1.0856664632058823,4,-0.9901920977517864,-1.3967266120633794,0,1,50,2305,0.9230769230769232,0,True,0,1.0,1,0.0185483321547508,0.0251497123390436,0.0343445427715778,0.0756140649318695,0.091534748673439,0.1196862235665321,0.080054871737957,0.0811877027153968,0.0672550052404403,0.1123074442148208,0.10252096503973,0.0924979224801063,0.0493888258934021,0.0499096401035785,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4564680755138397,10
15,00:14:08,21219.0,4,5,Jonatan CHRISTIE,2,推撲球,0,0,1.0,2,477.0,344.0,2.0,8,573.0,493.0,,,Anders ANTONSEN,,2,-1.018335144320294,-0.4859999343788065,9,-0.0665680260372121,1.0726351839314363,0,1,50,2305,0.9230769230769232,1,True,0,1.0,1,0.0178315266966819,0.0241777952760458,0.0330172888934612,0.0726919397711753,0.0879973620176315,0.1150609105825424,0.0769611299037933,0.0780501812696456,0.0646559223532676,0.1079672947525978,0.0985590144991874,0.0889233127236366,0.0474801808595657,0.0459604859352111,0.0406656861305236,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4336340129375458,10
16,00:14:09,21227.0,4,5,Anders ANTONSEN,2,推撲球,0,1,2.0,9,573.0,493.0,1.0,8,588.0,339.0,,,Anders ANTONSEN,,9,-0.1131818186672537,1.1801565534885317,6,-0.994426048455323,-0.5394200912939766,0,1,50,2305,1.0,0,True,0,1.0,1,0.0167019255459308,0.0226461663842201,0.0309256892651319,0.0680870115756988,0.0824228525161743,0.1077719703316688,0.072085753083229,0.0731058120727539,0.0605600588023662,0.1011277213692665,0.0923154428601265,0.0832901522517204,0.0444723777472972,0.0430489555001258,0.0359537005424499,0.0654843971133232,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4123111367225647,10
17,00:14:09,21237.0,4,5,Jonatan CHRISTIE,3,接殺防守,0,1,1.0,9,588.0,339.0,2.0,1,448.0,373.0,未過網,對手未過網,Anders ANTONSEN,,9,-0.7345295420814856,-0.7040399932691678,9,0.0966765359143013,1.168048785322794,0,1,50,2305,1.0,1,True,0,1.0,1,0.0157999563962221,0.0214231871068477,0.0292555838823318,0.0644100457429885,0.0779717043042182,0.1019518673419952,0.0681928470730781,0.0691578239202499,0.0572895817458629,0.0956664383411407,0.0873300582170486,0.0787921622395515,0.04207069799304,0.0407241471111774,0.0340120643377304,0.057691540569067,0.0582602359354496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4110140800476074,10
1,00:14:34,21869.0,5,5,Anders ANTONSEN,1,發短球,0,1,2.0,8,,,2.0,7,676.0,347.0,,,Anders ANTONSEN,,9,-0.0058538049125841,0.7299453784093787,9,0.6682711568652676,-1.1419073049732964,0,1,50,2306,0.0,0,True,0,0.0,-1,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4179574847221374,11
2,00:14:35,21887.0,5,5,Jonatan CHRISTIE,2,推撲球,0,0,2.0,8,676.0,347.0,2.0,2,779.0,462.0,,,Anders ANTONSEN,,8,0.5180879629748381,-0.4920715942295557,9,0.1303875131962971,0.7302110110137919,0,1,50,2306,0.5,1,True,0,0.0,-1,0.4271515309810638,0.5728484392166138,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4148177206516266,11
3,00:14:35,21897.0,5,5,Anders ANTONSEN,2,推撲球,0,0,2.0,3,779.0,462.0,1.0,9,572.0,269.0,,,Anders ANTONSEN,,9,0.6242510701281417,0.7816808542093643,9,0.4477761633740206,-0.6222690348469341,0,1,50,2306,0.5,0,True,0,0.0,-1,0.1985957473516464,0.2608470916748047,0.5405571460723877,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4792498648166656,11
4,00:14:36,21913.0,5,5,Jonatan CHRISTIE,3,接殺防守,0,0,1.0,10,572.0,269.0,2.0,1,439.0,399.0,掛網,對手掛網,Anders ANTONSEN,,9,0.1824658109214789,-0.8742833212799542,9,0.535130021989945,0.9751307530637532,0,1,50,2306,1.0,1,True,0,0.0,-1,0.1134452372789383,0.1490055173635482,0.3001775443553924,0.4373717010021209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.504880428314209,11
1,00:14:57,22426.0,6,5,Anders ANTONSEN,1,發長球,0,1,2.0,8,,,1.0,3,482.0,258.0,,,Anders ANTONSEN,,9,0.1504066165484014,0.7083255010280288,9,-0.4306111161119284,-1.045556733728474,0,1,50,2307,0.0,0,True,0,-1.0,-2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4422281086444855,12
2,00:14:58,22458.0,6,5,Jonatan CHRISTIE,2,切球,0,0,1.0,4,482.0,258.0,2.0,1,484.0,463.0,,,Anders ANTONSEN,,4,-1.1302224391344895,-1.5770726561822552,9,0.025355854999111,1.0074787393426003,0,1,50,2307,0.0666666666666666,1,True,0,-1.0,-2,0.4263078868389129,0.5736920833587646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4472387433052063,12
3,00:14:59,22476.0,6,5,Anders ANTONSEN,2,網前球,0,1,2.0,2,484.0,463.0,2.0,7,581.0,353.0,,,Anders ANTONSEN,,9,-0.6910548560100072,0.8076748427303743,10,-0.6780775837395563,-1.3686108576146545,0,1,50,2307,0.1333333333333333,0,True,0,-1.0,-2,0.1904686689376831,0.2487032562494278,0.5608280301094055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5128413438796997,12
4,00:14:59,22496.0,6,5,Jonatan CHRISTIE,2,網前球,0,1,2.0,8,581.0,353.0,2.0,1,475.0,436.0,,,Anders ANTONSEN,,9,-0.5195900407294641,-0.5272345874474155,9,-0.0622983672282983,0.9064043224358056,0,1,50,2307,0.1333333333333333,1,True,0,-1.0,-2,0.1167552098631858,0.1524523645639419,0.3162870407104492,0.4145054221153259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5220968723297119,12
5,00:15:00,22517.0,6,5,Anders ANTONSEN,2,網前球,0,1,2.0,2,475.0,436.0,2.0,1,489.0,349.0,,,Anders ANTONSEN,,2,-0.8807133175595795,0.4695429071110677,9,-0.4583227255084072,-0.6806815444205766,0,1,50,2307,0.2,0,True,0,-1.0,-2,0.0726665034890174,0.0948838293552398,0.1968517899513244,0.250388890504837,0.3852089643478393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5321549773216248,12
6,00:15:01,22540.0,6,5,Jonatan CHRISTIE,2,挑球,0,0,2.0,2,489.0,349.0,1.0,9,488.0,628.0,,,Anders ANTONSEN,,2,-0.947734598640366,-0.4857909096164032,8,-0.5365054368923756,0.602390747953527,0,1,50,2307,0.2666666666666666,1,True,0,-1.0,-2,0.0591728948056697,0.0772646367549896,0.1602979302406311,0.2038935869932174,0.3078202307224273,0.1915507018566131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5181797742843628,12
7,00:15:03,22579.0,6,5,Anders ANTONSEN,2,殺球,1,0,1.0,10,488.0,628.0,2.0,5,512.0,318.0,,,Anders ANTONSEN,,10,-0.4945942033980466,1.565791633203063,9,-0.4563072638295808,-0.912018772294731,0,1,50,2307,0.4,0,True,0,-1.0,-2,0.0501672811806201,0.0655056163668632,0.1359019428491592,0.1728627234697342,0.2609726190567016,0.1515664011240005,0.1630233973264694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4895818829536438,12
8,00:15:03,22592.0,6,5,Jonatan CHRISTIE,2,網前球,0,0,2.0,6,512.0,318.0,2.0,7,752.0,445.0,,,Anders ANTONSEN,,9,-0.7269655549807766,-0.9609740624040896,10,-0.5107491465937608,1.5711189615150492,0,1,50,2307,0.4,1,True,0,-1.0,-2,0.0430709943175315,0.0562396831810474,0.1166782826185226,0.1484108567237854,0.2240573763847351,0.130126953125,0.1370038241147995,0.1444119960069656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4747446477413177,12
9,00:15:04,22614.0,6,5,Anders ANTONSEN,2,網前球,0,0,2.0,8,752.0,445.0,2.0,7,616.0,354.0,,,Anders ANTONSEN,,9,0.4276515421783733,0.745312987554561,9,-0.107672108461077,-0.9348020552026816,0,1,50,2307,0.4666666666666667,0,True,0,-1.0,-2,0.0366594120860099,0.0478678010404109,0.0993094593286514,0.1263183057308197,0.1907040327787399,0.1107561588287353,0.1166093349456787,0.1224530860781669,0.1493223458528518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.505456268787384,12
