ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id,time_proportion,is_target_turn,is_target_game,is_target_win,roundscore_diff,continuous_score,ball_round1,ball_round2,ball_round3,ball_round4,ball_round5,ball_round6,ball_round7,ball_round8,ball_round9,ball_round10,ball_round11,ball_round12,ball_round13,ball_round14,ball_round15,ball_round16,ball_round17,ball_round18,ball_round19,ball_round20,ball_round21,ball_round22,ball_round23,ball_round24,ball_round25,ball_round26,ball_round27,win_prob,rally
8,00:08:48,15854.0,4,2,Michelle LI,2,推撲球,0,0,2.0,2,838.0,499.0,1.0,6,803.0,340.0,,,Michelle LI,,6,1.022364894059554,0.7073346588252077,9,0.4019493715483687,-0.923040211185382,0,1,87,5253,0.75,1,True,1,-2.0,-1,0.0675143301486969,0.0451567880809307,0.0658289417624473,0.0586864203214645,0.1184381246566772,0.1454330086708068,0.3080344796180725,0.1909078806638717,0.0,0.0,,,,,,,,,,,,,,,,,,0.6862599849700928,7
9,00:08:49,15874.0,4,2,Evgeniya KOSETSKAYA,2,長球,0,1,1.0,7,803.0,340.0,1.0,5,794.0,574.0,,,Michelle LI,,9,0.5105849130317976,-1.107303610368522,6,0.9813695715724472,0.6899398314910741,0,1,87,5253,0.875,0,True,1,-2.0,-1,0.0398640669882297,0.0266629792749881,0.0388689264655113,0.0346515998244285,0.0699322000145912,0.0858714208006858,0.1818800121545791,0.1184292137622833,0.4038395285606384,0.0,,,,,,,,,,,,,,,,,,0.8097593784332275,7
10,00:08:50,15904.0,4,2,Michelle LI,3,殺球,0,0,1.0,6,794.0,574.0,2.0,6,806.0,329.0,對手落地致勝,落地致勝,Michelle LI,,9,0.534113634722972,1.2957101500264194,9,0.2432468431305276,-0.8968034388839866,0,1,87,5253,1.0,1,True,1,-2.0,-1,0.0420042760670185,0.0280944518744945,0.0409557074308395,0.0365119613707065,0.0736866891384124,0.0904816538095474,0.1916447281837463,0.1247873827815055,0.1952324360609054,0.1766007244586944,,,,,,,,,,,,,,,,,,0.7192533016204834,7
1,00:09:06,16382.0,4,3,Michelle LI,1,發長球,0,0,2.0,8,,,1.0,9,689.0,315.0,,,Michelle LI,,9,0.0047737106331429,1.0825699933336104,9,0.7767903887003238,-1.0815576987595532,0,1,87,5254,0.0,1,True,1,-1.0,1,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.1078701019287109,8
2,00:09:08,16443.0,4,3,Evgeniya KOSETSKAYA,2,切球,0,0,1.0,10,689.0,315.0,2.0,2,477.0,507.0,,,Michelle LI,,10,0.3362156336096907,-1.5557760052325385,9,0.2004510466783397,1.0345882379685474,0,1,87,5254,0.6666666666666666,0,True,1,-1.0,1,0.5221061706542969,0.4778938591480255,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.1128084510564804,8
3,00:09:08,16466.0,4,3,Michelle LI,2,網前球,0,1,2.0,3,477.0,507.0,2.0,7,579.0,397.0,,,Michelle LI,,9,-0.7272838456087449,0.7888658035644122,9,0.2809542801480996,-1.1198745418707434,0,1,87,5254,0.6666666666666666,1,True,1,-1.0,1,0.5525727272033691,0.2801845669746399,0.1672427207231521,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0961941480636596,8
4,00:09:09,16491.0,4,3,Evgeniya KOSETSKAYA,3,推撲球,0,0,2.0,8,579.0,397.0,2.0,10,923.0,613.0,出界,對手出界,Michelle LI,,9,-0.2724470676181551,-0.5501150332706096,9,-0.3044002696101613,0.8134654655276575,0,1,87,5254,1.0,0,True,1,-1.0,1,0.386089414358139,0.1957684308290481,0.1287267059087753,0.2894154191017151,,,,,,,,,,,,,,,,,,,,,,,,0.170486569404602,8
1,00:10:07,18218.0,4,5,Michelle LI,1,發長球,0,0,2.0,8,,,1.0,9,654.0,310.0,,,Michelle LI,,9,-0.0718090587414466,1.0431054311566677,9,0.8674619760464563,-1.1489856615209055,0,1,87,5256,0.0,1,True,1,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.1407628506422042,10
2,00:10:09,18281.0,4,5,Evgeniya KOSETSKAYA,2,長球,0,0,1.0,10,654.0,310.0,1.0,5,837.0,584.0,,,Michelle LI,,10,0.4260205674850892,-1.5856381366862775,9,0.1725230789260638,0.9783116045770892,0,1,87,5256,0.1666666666666666,0,True,1,1.0,2,0.5219652056694031,0.4780348241329193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.14750537276268,10
3,00:10:10,18315.0,4,5,Michelle LI,2,殺球,0,0,1.0,6,837.0,584.0,2.0,8,545.0,370.0,,,Michelle LI,,4,1.0310998191363523,1.579722154952807,9,0.1619372936679825,-0.9480143428135298,0,1,87,5256,0.25,1,True,1,1.0,2,0.4714723825454712,0.3247864544391632,0.2037412375211715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.1474901437759399,10
4,00:10:10,18329.0,4,5,Evgeniya KOSETSKAYA,2,接殺防守,0,0,2.0,9,545.0,370.0,2.0,2,453.0,500.0,,,Michelle LI,,9,-0.130894477556827,-0.8319392345120988,4,1.2070535014720032,1.5173773250740392,0,1,87,5256,0.25,0,True,1,1.0,2,0.3554467260837555,0.2448590695858001,0.1634302586317062,0.2362640053033828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.2431609779596328,10
5,00:10:12,18362.0,4,5,Michelle LI,2,挑球,0,1,2.0,3,453.0,500.0,1.0,3,510.0,316.0,,,Michelle LI,,9,-0.7697389888030047,0.7287420749837695,9,-0.2615753167499607,-1.011679156403896,0,1,87,5256,0.4166666666666667,1,True,1,1.0,2,0.3424059748649597,0.235875591635704,0.1574342846870422,0.1243994161486625,0.1398847699165344,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.2428793609142303,10
6,00:10:13,18400.0,4,5,Evgeniya KOSETSKAYA,2,長球,0,0,1.0,4,510.0,316.0,1.0,3,820.0,620.0,,,Michelle LI,,10,-0.720582311073689,-1.5076449850496922,9,-0.0242210143481973,0.9379424050130312,0,1,87,5256,0.5,0,True,1,1.0,2,0.2216267734766006,0.1526735723018646,0.1019014045596122,0.0805191621184349,0.0954292714595794,0.3478498160839081,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.4900577366352081,10
7,00:10:14,18440.0,4,5,Michelle LI,2,長球,0,0,1.0,4,820.0,620.0,1.0,8,541.0,333.0,,,Michelle LI,,10,0.751391176890424,1.627638343390131,9,0.0874876240353583,-1.012934017872424,0,1,87,5256,0.5833333333333334,1,True,1,1.0,2,0.1853318214416504,0.1276708245277404,0.0852134153246879,0.0673328563570976,0.0798011869192123,0.1858031004667282,0.2688468396663666,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.4167891442775726,10
8,00:10:15,18472.0,4,5,Evgeniya KOSETSKAYA,2,長球,0,0,1.0,9,541.0,333.0,1.0,4,434.0,626.0,,,Michelle LI,,9,-0.4552004680923289,-1.2810687524508708,9,0.2027553397392583,1.3037139879589794,0,1,87,5256,0.6666666666666666,0,True,1,1.0,2,0.1050894409418106,0.0723937004804611,0.0483189038932323,0.0381800159811973,0.0452499911189079,0.1053566709160804,0.1653456836938858,0.4200656116008758,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.5398430824279785,10
9,00:10:17,18519.0,4,5,Michelle LI,2,切球,1,0,1.0,5,434.0,626.0,2.0,6,835.0,388.0,,,Michelle LI,,7,-1.0707654813486376,1.4720597567553135,9,-0.2995054390056674,-1.011542799766299,0,1,87,5256,0.8333333333333334,1,True,1,1.0,2,0.1053698509931564,0.0725868642330169,0.0484478324651718,0.0382818914949893,0.0453707315027713,0.105637788772583,0.1657868772745132,0.1954724490642547,0.2230457514524459,0.0,0.0,,,,,,,,,,,,,,,,,0.5138015747070312,10
10,00:10:18,18547.0,4,5,Evgeniya KOSETSKAYA,2,挑球,0,1,2.0,7,835.0,388.0,1.0,8,655.0,540.0,,,Michelle LI,,7,0.9812134963051148,-0.6622698969648262,9,-0.523908794239997,1.2603233776016374,0,1,87,5256,0.9166666666666666,0,True,1,1.0,2,0.0495390780270099,0.0341263301670551,0.0227774921804666,0.0179980285465717,0.0213308073580265,0.0496650487184524,0.0779438242316246,0.0919003263115882,0.1039405614137649,0.5307784676551819,0.0,,,,,,,,,,,,,,,,,0.8250460028648376,10
11,00:10:19,18576.0,4,5,Michelle LI,3,殺球,0,0,1.0,9,655.0,540.0,2.0,5,474.0,344.0,對手落地致勝,落地致勝,Michelle LI,,9,0.2966914801015576,1.0023104229306057,9,0.4429787887402802,-0.8465671511818499,0,1,87,5256,1.0,1,True,1,1.0,2,0.0596853941679,0.0411158949136734,0.0274426508694887,0.0216842852532863,0.0256996639072895,0.05983716994524,0.0939078480005264,0.1107228472828865,0.1252290904521942,0.2731122076511383,0.161562979221344,,,,,,,,,,,,,,,,,0.7234874963760376,10
1,00:10:34,19025.0,4,6,Michelle LI,1,發長球,0,0,2.0,8,,,1.0,3,502.0,316.0,,,Michelle LI,,9,0.2540677238359876,1.026486722861888,9,-0.6356940669889372,-1.04986536600358,0,1,87,5257,0.0,1,True,1,2.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.173537015914917,11
2,00:10:36,19082.0,4,6,Evgeniya KOSETSKAYA,2,殺球,0,0,1.0,4,502.0,316.0,2.0,6,428.0,562.0,,,Michelle LI,,10,-0.7005201407797477,-1.566324494558183,9,-0.0599524106638848,1.058979865752601,0,1,87,5257,0.1538461538461538,0,True,1,2.0,3,0.5096051096916199,0.4903948903083801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.1839484572410583,11
3,00:10:36,19097.0,4,6,Michelle LI,2,接殺防守,0,1,2.0,7,428.0,562.0,2.0,6,763.0,374.0,,,Michelle LI,,9,0.0698325323208544,1.0587239065466374,9,-0.5588864008485792,-1.322542658407312,0,1,87,5257,0.1538461538461538,1,True,1,2.0,3,0.5085140466690063,0.3159358501434326,0.1755501329898834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.1629738956689834,11
4,00:10:37,19120.0,4,6,Evgeniya KOSETSKAYA,2,推撲球,0,1,2.0,7,763.0,374.0,1.0,8,494.0,607.0,,,Michelle LI,,9,0.6508668131200216,-0.8346392468755915,9,-0.048118127266618,1.1374120279743103,0,1,87,5257,0.2307692307692307,0,True,1,2.0,3,0.3606060445308685,0.2240417450666427,0.1256299912929535,0.2897222638130188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.3068613708019256,11
5,00:10:38,19150.0,4,6,Michelle LI,2,殺球,1,0,1.0,9,494.0,607.0,2.0,5,478.0,353.0,,,Michelle LI,,9,-0.3982700317215292,1.3634919348327037,9,-0.1539720437744002,-0.895411763736052,0,1,87,5257,0.3076923076923077,1,True,1,2.0,3,0.3202686309814453,0.1989804357290268,0.1115770190954208,0.152906596660614,0.2162672728300094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.3802410364151001,11
6,00:10:38,19165.0,4,6,Evgeniya KOSETSKAYA,2,接殺防守,0,0,2.0,6,478.0,353.0,2.0,6,400.0,516.0,,,Michelle LI,,9,-0.2379981786638085,-0.972553879119464,9,-0.3918928614820761,1.3780040507054636,0,1,87,5257,0.3076923076923077,0,True,1,2.0,3,0.1714383363723755,0.1065133213996887,0.059726670384407,0.0818502008914947,0.1207310333847999,0.4597404897212982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.7853679060935974,11
7,00:10:39,19199.0,4,6,Michelle LI,2,推撲球,0,1,2.0,7,400.0,516.0,1.0,5,448.0,364.0,,,Michelle LI,,7,-0.9381703847529168,0.7636407992117528,9,-0.7921914748546257,-1.102525482270327,0,1,87,5257,0.3846153846153846,1,True,1,2.0,3,0.1712028384208679,0.1063669994473457,0.0596446208655834,0.0817377641797065,0.1205651834607124,0.2543017566204071,0.2061808109283447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.5996586084365845,11
8,00:10:40,19214.0,4,6,Evgeniya KOSETSKAYA,2,殺球,0,0,1.0,6,448.0,364.0,1.0,6,395.0,565.0,,,Michelle LI,,9,-0.6175317905898544,-0.8810111016968513,7,-0.8786369746041477,0.8568452194342578,0,1,87,5257,0.4615384615384615,0,True,1,2.0,3,0.1122815385460853,0.069759652018547,0.0391172803938388,0.0536068305373191,0.0790713727474212,0.1667810678482055,0.1477112174034118,0.3316710889339447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.6047581434249878,11
9,00:10:40,19229.0,4,6,Michelle LI,2,接殺防守,0,1,1.0,7,395.0,565.0,2.0,5,442.0,387.0,,,Michelle LI,,9,-0.3817295580856183,0.9875369540502478,6,-1.0402314299029811,-0.9179584580966076,0,1,87,5257,0.4615384615384615,1,True,1,2.0,3,0.1101039350032806,0.068406730890274,0.0383586399257183,0.0525671802461147,0.07753786444664,0.1635465025901794,0.1448465138673782,0.1842581331729889,0.1603745073080063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.5515123605728149,11
10,00:10:41,19252.0,4,6,Evgeniya KOSETSKAYA,2,網前球,0,0,2.0,6,442.0,387.0,2.0,1,785.0,486.0,,,Michelle LI,,6,-1.1676467194297222,-0.6188750931680363,9,-0.268830318695991,1.1687359229315348,0,1,87,5257,0.5384615384615384,0,True,1,2.0,3,0.0775010883808136,0.0481508336961269,0.0270002726465463,0.0370015203952789,0.0545781478285789,0.1151187941431999,0.1019560396671295,0.1296975016593933,0.1189292445778846,0.290066659450531,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.7095405459403992,11
11,00:10:42,19281.0,4,6,Michelle LI,2,挑球,0,0,2.0,2,785.0,486.0,1.0,9,546.0,322.0,,,Michelle LI,,8,0.8052849730135164,0.6551257601684176,9,-0.1662481857640222,-0.6950530445556078,0,1,87,5257,0.6153846153846154,1,True,1,2.0,3,0.0702892616391182,0.0436701774597168,0.0244877748191356,0.0335583612322807,0.049499399960041,0.1044064611196518,0.0924685671925544,0.1176285594701767,0.1078623384237289,0.1485600769519806,0.2075689435005188,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.6810949444770813,11
12,00:10:43,19316.0,4,6,Evgeniya KOSETSKAYA,2,長球,0,0,1.0,10,546.0,322.0,1.0,3,834.0,625.0,,,Michelle LI,,10,-0.5872148520024458,-1.5520643831846908,9,0.3515376393633234,0.9779473088679184,0,1,87,5257,0.6923076923076923,0,True,1,2.0,3,0.0402717180550098,0.025020508095622,0.0140300914645195,0.0192270185798406,0.0283603202551603,0.0598189160227775,0.052979189902544,0.06739442050457,0.0617989338934421,0.085116408765316,0.1319794207811355,0.4140029847621918,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.5627331733703613,11
13,00:10:45,19352.0,4,6,Michelle LI,2,切球,0,0,1.0,4,834.0,625.0,2.0,6,791.0,379.0,,,Michelle LI,,4,0.9515143376351068,1.5247409871447033,9,0.0581434977350288,-1.105644213514758,0,1,87,5257,0.8461538461538461,1,True,1,2.0,3,0.0383322387933731,0.0238155256956815,0.0133544048294425,0.018301049247384,0.0269944928586483,0.0569380484521389,0.0504277199506759,0.0641487166285514,0.0588227100670337,0.081017218530178,0.1256233304738998,0.2101739346981048,0.2320505976676941,0.0,0.0,0.0,,,,,,,,,,,,0.3465692102909088,11
14,00:10:45,19379.0,4,6,Evgeniya KOSETSKAYA,2,挑球,0,1,2.0,7,791.0,379.0,1.0,8,729.0,612.0,,,Michelle LI,,9,0.8607523277748792,-0.8480141761170948,9,0.5410673129001052,1.280822371011726,0,1,87,5257,0.8461538461538461,0,True,1,2.0,3,0.0208191461861133,0.0129347750917077,0.0072530931793153,0.0099397329613566,0.0146613484248518,0.0309244040399789,0.0273884907364845,0.0348406881093978,0.0319480076432228,0.0440023690462112,0.068229004740715,0.1141504347324371,0.1292380541563034,0.4536704123020172,0.0,0.0,,,,,,,,,,,,0.335139513015747,11
15,00:10:47,19414.0,4,6,Michelle LI,2,殺球,0,0,1.0,9,729.0,612.0,2.0,8,694.0,358.0,,,Michelle LI,,9,0.3811500110655076,1.369413973319844,9,0.1835917300593791,-0.9094146977813335,0,1,87,5257,1.0,1,True,1,2.0,3,0.0250819474458694,0.0155832208693027,0.0087381917983293,0.0119749316945672,0.0176633149385452,0.0372562929987907,0.0329963900148868,0.0419744551181793,0.0384894832968711,0.0530120246112346,0.0821991488337516,0.1375231742858886,0.1557000428438186,0.2378788143396377,0.1039285957813263,0.0,,,,,,,,,,,,0.3241396844387054,11
16,00:10:47,19425.0,4,6,Evgeniya KOSETSKAYA,3,接殺防守,0,1,2.0,9,694.0,358.0,2.0,7,731.0,445.0,掛網,對手掛網,Michelle LI,,9,-0.1476262711917871,-0.99898101765454,9,0.7536743445235947,1.2729775314261147,0,1,87,5257,1.0,0,True,1,2.0,3,0.0184222031384706,0.0114455725997686,0.0064180321060121,0.0087953535839915,0.0129733616486191,0.0273640230298042,0.0242352057248353,0.0308294184505939,0.0282697770744562,0.038936298340559,0.0603736788034439,0.1010080948472023,0.1143586486577987,0.1747173517942428,0.0791492387652397,0.2627037465572357,,,,,,,,,,,,0.3757754862308502,11
1,00:11:04,19937.0,4,7,Michelle LI,1,發長球,0,0,2.0,8,,,1.0,9,730.0,313.0,,,Evgeniya KOSETSKAYA,,9,-0.0541566525477935,0.9787728991965348,9,0.76567991819581,-1.041717784378621,0,1,87,5258,0.0,1,True,0,3.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.2120587676763534,12
2,00:11:06,19996.0,4,7,Evgeniya KOSETSKAYA,2,殺球,0,0,1.0,10,730.0,313.0,2.0,5,837.0,537.0,,,Evgeniya KOSETSKAYA,,10,0.7746551898913048,-1.5136034877418616,9,0.3328974030582758,1.1054977165238935,0,1,87,5258,0.1666666666666666,0,True,0,3.0,4,0.5191502571105957,0.4808497428894043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.2199955731630325,12
3,00:11:07,20014.0,4,7,Michelle LI,2,接殺防守,0,0,2.0,6,837.0,537.0,2.0,7,633.0,392.0,,,Evgeniya KOSETSKAYA,,9,0.840197078551281,1.0333145789450302,9,0.4400997368885708,-1.2291729753347496,0,1,87,5258,0.25,1,True,0,3.0,4,0.4811962246894836,0.3132182359695434,0.2055855095386505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.2149604856967926,12
4,00:11:08,20040.0,4,7,Evgeniya KOSETSKAYA,2,推撲球,0,0,2.0,8,633.0,392.0,2.0,6,386.0,609.0,,,Evgeniya KOSETSKAYA,,9,0.304585692286052,-0.5519807619889315,9,0.3942892438481743,0.9616015354939992,0,1,87,5258,0.3333333333333333,0,True,0,3.0,4,0.3622797429561615,0.23581363260746,0.1653105318546295,0.2365961223840713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.3352926969528198,12
5,00:11:09,20076.0,4,7,Michelle LI,2,長球,0,1,2.0,7,386.0,609.0,1.0,5,446.0,362.0,,,Evgeniya KOSETSKAYA,,7,-0.9542013707587172,1.4293054027684693,9,-0.2898447603882391,-0.9334898621230484,0,1,87,5258,0.4166666666666667,1,True,0,3.0,4,0.3461022078990936,0.2252834141254425,0.1579286158084869,0.1274495273828506,0.1432361304759979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.3372378647327423,12
6,00:11:10,20102.0,4,7,Evgeniya KOSETSKAYA,2,殺球,0,0,1.0,6,446.0,362.0,1.0,6,448.0,565.0,,,Evgeniya KOSETSKAYA,,9,-0.7755354405875484,-0.8932340869922536,9,-0.5139050861082926,1.4070758300304806,0,1,87,5258,0.5,0,True,0,3.0,4,0.2219376862049102,0.1444627493619918,0.1012715697288513,0.0817268788814544,0.0989934429526329,0.3516076505184173,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.6061896681785583,12
7,00:11:10,20120.0,4,7,Michelle LI,2,接殺防守,0,1,1.0,7,448.0,565.0,2.0,2,767.0,395.0,,,Evgeniya KOSETSKAYA,,9,-0.3417252332145064,1.0911161634409392,6,-1.2697495197551985,-1.0080548273414378,0,1,87,5258,0.5,1,True,0,3.0,4,0.2061397284269333,0.1341796219348907,0.0940628573298454,0.0759094059467315,0.0919468998908996,0.1730310171842575,0.2247304320335388,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.4728758931159973,12
8,00:11:11,20146.0,4,7,Evgeniya KOSETSKAYA,2,網前球,0,1,2.0,3,767.0,395.0,2.0,7,568.0,463.0,,,Evgeniya KOSETSKAYA,,9,0.6737029061546655,-0.7471516716330461,9,-0.2279073438154614,0.9465523591381751,0,1,87,5258,0.5833333333333334,0,True,0,3.0,4,0.109815664589405,0.0714807510375976,0.0501095838844776,0.0404387935996055,0.0489823594689369,0.0921778455376625,0.1179609149694442,0.4690341353416443,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.5970311164855957,12
9,00:11:12,20180.0,4,7,Michelle LI,2,挑球,0,1,2.0,8,568.0,463.0,1.0,9,709.0,323.0,,,Evgeniya KOSETSKAYA,,8,-0.1257793623736139,0.3920677708105729,9,0.0528553575826449,-0.6228899340418378,0,1,87,5258,0.6666666666666666,1,True,0,3.0,4,0.1228625774383544,0.0799731984734535,0.0560629740357399,0.0452432222664356,0.0548018291592597,0.1031292527914047,0.1319755464792251,0.2377713620662689,0.1681800186634063,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.4952674210071563,12
10,00:11:14,20221.0,4,7,Evgeniya KOSETSKAYA,2,長球,1,0,1.0,10,709.0,323.0,1.0,6,409.0,586.0,,,Evgeniya KOSETSKAYA,,9,0.3307859352140695,-1.215036486236395,9,0.1891264023525721,0.8293230224325884,0,1,87,5258,0.8333333333333334,0,True,0,3.0,4,0.0850620716810226,0.05536824837327,0.0388143584132194,0.0313234664499759,0.0379412248730659,0.0713999941945076,0.0913712978363037,0.1646174490451812,0.1511134803295135,0.2729884088039398,0.0,0.0,,,,,,,,,,,,,,,,0.6191824674606323,12
11,00:11:15,20259.0,4,7,Michelle LI,2,長球,1,0,1.0,7,409.0,586.0,1.0,3,462.0,318.0,,,Evgeniya KOSETSKAYA,,9,-0.559941443699182,1.2378321953205405,9,-0.1267434451855695,-1.2133195885017327,0,1,87,5258,0.9166666666666666,1,True,0,3.0,4,0.076804794371128,0.0499934591352939,0.0350465141236782,0.0282827876508235,0.034258134663105,0.0644689500331878,0.0825015604496002,0.1486374586820602,0.1364443600177765,0.1239006370306015,0.2196613401174545,0.0,,,,,,,,,,,,,,,,0.6241098642349243,12
12,00:11:16,20304.0,4,7,Evgeniya KOSETSKAYA,3,長球,0,0,1.0,4,462.0,318.0,2.0,4,435.0,637.0,對手落地致勝,落地致勝,Evgeniya KOSETSKAYA,,4,-1.2041322302216366,-1.476690333973626,9,-0.4529573213631402,1.2974729492803387,0,1,87,5258,1.0,0,True,0,3.0,4,0.0304330717772245,0.0198093689978122,0.013886802829802,0.0112067498266696,0.0135744167491793,0.0255451258271932,0.0326903536915779,0.0588959865272045,0.054064605385065,0.0490942895412445,0.0942782014608383,0.5965209603309631,,,,,,,,,,,,,,,,0.571740448474884,12
1,00:11:36,20881.0,5,7,Evgeniya KOSETSKAYA,1,發短球,0,1,2.0,8,,,2.0,8,556.0,512.0,,,Michelle LI,,9,0.1449994191100282,-0.8582130915217375,9,-0.7018682653497256,1.0681647060267647,0,1,87,5259,0.0,0,True,1,2.0,-1,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.1387539207935333,13
2,00:11:36,20906.0,5,7,Michelle LI,2,挑球,0,1,2.0,9,556.0,512.0,1.0,3,476.0,316.0,,,Michelle LI,,9,-0.3123179194424654,0.7622607499668158,9,-0.0641383171816716,-0.9342874538010956,0,1,87,5259,0.0,1,True,1,2.0,-1,0.7226720452308655,0.2773279249668121,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.1172062382102012,13
3,00:11:38,20943.0,5,7,Evgeniya KOSETSKAYA,2,長球,0,0,1.0,4,476.0,316.0,1.0,6,402.0,605.0,,,Michelle LI,,10,-0.759451857111554,-1.4929496192092222,9,-0.0599857966128052,1.043081966305093,0,1,87,5259,0.6666666666666666,0,True,1,2.0,-1,0.4835066199302673,0.1939736455678939,0.3225196897983551,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.2570384740829468,13
4,00:11:39,20971.0,5,7,Michelle LI,3,殺球,1,0,1.0,7,402.0,605.0,2.0,6,780.0,366.0,對手落地致勝,落地致勝,Michelle LI,,9,-0.6194896972041004,1.2829085154848237,9,-0.3154950644450683,-1.3094776147063223,0,1,87,5259,1.0,1,True,1,2.0,-1,0.3987386524677276,0.1599663496017456,0.1419351994991302,0.2993598282337188,,,,,,,,,,,,,,,,,,,,,,,,0.3994934260845184,13
1,00:12:05,21758.0,5,8,Michelle LI,1,發長球,0,0,2.0,8,,,1.0,9,624.0,311.0,,,Evgeniya KOSETSKAYA,,9,0.1703750287147009,1.0505839327283877,9,-0.5816329915078468,-1.0368464806743598,0,1,87,5260,0.0,1,True,0,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.1311716139316558,14
2,00:12:07,21817.0,5,8,Evgeniya KOSETSKAYA,2,切球,1,0,1.0,10,624.0,311.0,2.0,6,409.0,526.0,,,Evgeniya KOSETSKAYA,,10,-0.250731955048417,-1.5829023731608032,9,0.0464334197116239,1.0428707630780487,0,1,87,5260,0.25,0,True,0,3.0,1,0.6286932229995728,0.3713067471981048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.115239679813385,14
3,00:12:08,21841.0,5,8,Michelle LI,2,挑球,0,1,2.0,7,409.0,526.0,1.0,3,480.0,324.0,,,Evgeniya KOSETSKAYA,,7,-0.9513201111789712,0.8570001728463316,9,-0.1958538105650016,-1.1721382510293017,0,1,87,5260,0.375,1,True,0,3.0,1,0.5973443388938904,0.2527746260166168,0.149881049990654,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.1047311797738075,14
4,00:12:09,21874.0,5,8,Evgeniya KOSETSKAYA,2,殺球,0,0,1.0,4,480.0,324.0,2.0,8,598.0,554.0,,,Evgeniya KOSETSKAYA,,4,-0.971968373130107,-1.4631581852154678,9,-0.2065161957665704,1.0987057637162418,0,1,87,5260,0.5,0,True,0,3.0,1,0.452672928571701,0.1915549039840698,0.1172882914543151,0.2384838759899139,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.1446598917245865,14
