ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id,time_proportion,is_target_turn,is_target_game,is_target_win,roundscore_diff,continuous_score,ball_round1,ball_round2,ball_round3,ball_round4,ball_round5,ball_round6,ball_round7,ball_round8,ball_round9,ball_round10,ball_round11,ball_round12,ball_round13,ball_round14,ball_round15,ball_round16,ball_round17,ball_round18,ball_round19,ball_round20,ball_round21,ball_round22,ball_round23,ball_round24,ball_round25,ball_round26,ball_round27,ball_round28,ball_round29,ball_round30,ball_round31,ball_round32,ball_round33,ball_round34,ball_round35,ball_round36,ball_round37,ball_round38,ball_round39,win_prob
4,00:31:42,47553.0,4,2,Anders ANTONSEN,2,網前球,0,1,2.0,8,561.0,494.0,,7,625.0,440.0,,,Anders ANTONSEN,,9,-0.351214819194907,0.6656995733823324,9,-0.2433852458405352,-0.9118501724429894,0,2,36,1114,0.6,1,True,1,-2.0,-2,0.04146028682589531,0.10148727148771286,0.21972611546516418,0.6373263597488403,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36494454741477966
5,00:31:42,47573.0,4,2,CHOU Tien Chen,2,推撲球,0,0,2.0,8,625.0,440.0,,5,849.0,624.0,,,Anders ANTONSEN,,8,-0.0601338018175983,-0.2360361058876602,8,-0.0103553450729195,0.5002282233762619,0,2,36,1114,0.6,0,True,1,-2.0,-2,0.017852066084742546,0.04369862377643585,0.09461017698049545,0.29738661646842957,0.5464524626731873,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38374897837638855
6,00:31:44,47606.0,4,2,Anders ANTONSEN,2,平球,0,0,2.0,6,849.0,624.0,,8,567.0,353.0,,,Anders ANTONSEN,,10,0.9490407606702794,1.5386385103291529,9,0.2155532228130363,-0.986648306138052,0,2,36,1114,1.0,1,True,1,-2.0,-2,0.015525147318840027,0.03800274804234505,0.08227825909852982,0.2586238980293274,0.18537694215774536,0.42019301652908325,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21848422288894653
7,00:31:44,47623.0,4,2,CHOU Tien Chen,3,接殺防守,0,0,1.0,9,567.0,353.0,,1,475.0,463.0,掛網,對手掛網,Anders ANTONSEN,,9,0.1878751976582432,-1.1833383681870229,9,0.6529527254339675,1.4855523662870744,0,2,36,1114,1.0,0,True,1,-2.0,-2,0.0038268493954092264,0.009367434307932854,0.02028106153011322,0.06374912708997726,0.045694220811128616,0.08977505564689636,0.7673062682151794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8357225656509399
1,00:32:13,48340.0,4,3,Anders ANTONSEN,1,發短球,0,1,2.0,8,,,,7,655.0,410.0,,,Anders ANTONSEN,,9,-0.0175088038331253,0.712206071475487,9,0.7208774327630573,-0.9462162849413116,0,2,36,1115,0.0,1,True,1,-1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5902727246284485
2,00:32:14,48360.0,4,3,CHOU Tien Chen,2,網前球,0,0,2.0,8,655.0,410.0,,7,666.0,492.0,,,Anders ANTONSEN,,9,0.4482219578744728,-0.5424594368275768,9,0.2737377128592556,0.7402343025075387,0,2,36,1115,0.0833333333333333,0,True,1,-1.0,1,0.24355851113796234,0.7564415335655212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.8310773968696594
3,00:32:15,48377.0,4,3,Anders ANTONSEN,2,網前球,0,1,2.0,8,666.0,492.0,,2,818.0,424.0,,,Anders ANTONSEN,,9,0.3693178357768389,0.6775495419678931,9,0.1696193219242771,-0.6749299895049585,0,2,36,1115,0.1666666666666666,1,True,1,-1.0,1,0.17862534523010254,0.20063288509845734,0.6207417845726013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2518446445465088
4,00:32:15,48399.0,4,3,CHOU Tien Chen,2,挑球,0,1,2.0,3,818.0,424.0,,8,529.0,620.0,,,Anders ANTONSEN,,8,0.878263889685296,-0.4242826149877847,9,0.439239553365134,0.7408693091954639,0,2,36,1115,0.1666666666666666,0,True,1,-1.0,1,0.036616113036870956,0.04112740978598595,0.1028025671839714,0.8194538950920105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.8200149536132812
5,00:32:17,48427.0,4,3,Anders ANTONSEN,2,殺球,1,0,1.0,9,529.0,620.0,,5,517.0,364.0,,,Anders ANTONSEN,,9,-0.3325429829235788,1.3449782942624855,9,-0.1880231174334738,-0.8989745963286836,0,2,36,1115,0.3333333333333333,1,True,1,-1.0,1,0.030416050925850868,0.0341634601354599,0.08539540320634842,0.34548652172088623,0.5045385956764221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5630286335945129
6,00:32:17,48437.0,4,3,CHOU Tien Chen,2,接殺防守,0,0,2.0,6,517.0,364.0,,7,572.0,499.0,,,Anders ANTONSEN,,9,-0.4744016200640534,-1.1593132793792165,9,-0.5416687421509617,1.4434787598600731,0,2,36,1115,0.3333333333333333,0,True,1,-1.0,1,0.007495722733438015,0.008419232442975044,0.021044820547103882,0.08514159172773361,0.11280359327793121,0.765095055103302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.9088539481163025
7,00:32:18,48465.0,4,3,Anders ANTONSEN,2,網前球,0,1,2.0,8,572.0,499.0,,1,453.0,427.0,,,Anders ANTONSEN,,8,-0.2944122630093184,0.5554319572586307,9,-0.0463147616137333,-0.8857906408633953,0,2,36,1115,0.4166666666666667,1,True,1,-1.0,1,0.008595180697739124,0.00965415220707655,0.024131635203957558,0.09763000160455704,0.12934941053390503,0.32292941212654114,0.40771013498306274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.481658935546875
8,00:32:19,48487.0,4,3,CHOU Tien Chen,2,挑球,0,0,2.0,2,453.0,427.0,,4,473.0,628.0,,,Anders ANTONSEN,,8,-0.7732049248125394,-0.3169232735693696,9,-0.5365618999751786,0.6921796000636006,0,2,36,1115,0.5,0,True,1,-1.0,1,0.0033250271808356047,0.003734686877578497,0.009335271082818508,0.03776794672012329,0.05003852769732475,0.12492451071739197,0.14580370485782623,0.625070333480835,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.8193055987358093
9,00:32:20,48518.0,4,3,Anders ANTONSEN,2,殺球,1,0,1.0,5,473.0,628.0,,5,501.0,376.0,,,Anders ANTONSEN,,9,-0.6572079776020784,1.4430402191431668,9,-0.4350200403143158,-0.9763634513504744,0,2,36,1115,0.5833333333333334,1,True,1,-1.0,1,0.003451838856562972,0.0038771224208176136,0.00969130452722311,0.03920837119221687,0.051946938037872314,0.12968897819519043,0.1513644903898239,0.20116011798381805,0.4096108376979828,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.4063400626182556
10,00:32:21,48532.0,4,3,CHOU Tien Chen,2,接殺防守,0,0,2.0,6,501.0,376.0,,8,527.0,616.0,,,Anders ANTONSEN,,9,-0.5460462317770504,-0.9768005565383628,9,-0.5332112987536212,1.481052763000421,0,2,36,1115,0.6666666666666666,0,True,1,-1.0,1,0.001231144997291267,0.001382828108035028,0.0034565350506454706,0.013984194956719875,0.018527578562498093,0.046255338937044144,0.05398619547486305,0.07174647599458694,0.12888076901435852,0.6605490446090698,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.7677204012870789
11,00:32:22,48564.0,4,3,Anders ANTONSEN,2,長球,1,0,1.0,9,527.0,616.0,,9,727.0,333.0,,,Anders ANTONSEN,,9,-0.4341186909553099,1.4059876893291274,9,-0.3958181548142453,-0.9890557068358748,0,2,36,1115,0.75,1,True,1,-1.0,1,0.001746110268868506,0.0019612405449151993,0.004902340471744537,0.019833529368042946,0.0262773260474205,0.0656030923128128,0.0765676349401474,0.10175672918558121,0.18278925120830536,0.2566532790660858,0.261909544467926,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.4264104962348938
12,00:32:23,48594.0,4,3,CHOU Tien Chen,2,長球,1,0,1.0,10,727.0,333.0,,4,476.0,645.0,,,Anders ANTONSEN,,9,0.599525400399054,-1.3032699288914844,9,0.1430207322650612,1.2765816207685898,0,2,36,1115,0.8333333333333334,0,True,1,-1.0,1,0.0012373587815091014,0.0013898074394091964,0.003473980352282524,0.01405477523803711,0.018621088936924934,0.04648878797888756,0.054258666932582855,0.07210859656333923,0.12953123450279236,0.18187402188777924,0.1632118672132492,0.3137498199939728,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.7640134692192078
13,00:32:25,48630.0,4,3,Anders ANTONSEN,2,殺球,1,0,1.0,5,476.0,645.0,,5,491.0,376.0,,,Anders ANTONSEN,,9,-0.7020443520719557,1.48787829689757,9,-0.3196226731549276,-1.1058218592445697,0,2,36,1115,1.0,1,True,1,-1.0,1,0.0014659959124401212,0.001646614633500576,0.004115897696465254,0.01665179803967476,0.022061867639422417,0.05507891997694969,0.06428451091051102,0.08543271571397781,0.1534658521413803,0.21548046171665192,0.19336992502212524,0.10381364822387695,0.0831318274140358,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5187773704528809
14,00:32:25,48640.0,4,3,CHOU Tien Chen,3,接殺防守,0,0,2.0,6,491.0,376.0,,1,502.0,460.0,掛網,對手掛網,Anders ANTONSEN,,9,-0.6073558222746765,-0.9386915754213304,10,-0.7930513984578349,1.5467583751577063,0,2,36,1115,1.0,0,True,1,-1.0,1,0.0011826514964923263,0.0013283599400892854,0.0033203852362930775,0.013433372601866722,0.017797794193029404,0.04443337768316269,0.05185972899198532,0.06892045587301254,0.12380427867174149,0.17383283376693726,0.15599578619003296,0.08374875783920288,0.05751919746398926,0.20282307267189026,,,,,,,,,,,,,,,,,,,,,,,,,,0.6318025588989258
1,00:32:53,49339.0,5,3,Anders ANTONSEN,1,發短球,0,1,2.0,8,,,2.0,7,578.0,411.0,,,Anders ANTONSEN,,9,0.1477687470670779,0.7486841471336868,9,-0.4023823498350392,-0.9506368294935,0,2,36,1116,0.0,1,True,1,-2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.5232755541801453
2,00:32:54,49357.0,5,3,CHOU Tien Chen,2,網前球,0,0,2.0,8,578.0,411.0,2.0,7,760.0,469.0,,,Anders ANTONSEN,,9,-0.3598186255069433,-0.6168570777919721,9,0.0551805238950582,0.7483289477866547,0,2,36,1116,0.0588235294117647,0,True,1,-2.0,2,0.24356646835803986,0.7564335465431213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.7893960475921631
3,00:32:55,49376.0,5,3,Anders ANTONSEN,2,挑球,0,0,2.0,8,760.0,469.0,1.0,3,477.0,330.0,,,Anders ANTONSEN,,8,0.525286184705344,0.5305276010457973,9,-0.0460370640840265,-0.6878914089868147,0,2,36,1116,0.1176470588235294,1,True,1,-2.0,2,0.19495508074760437,0.22588108479976654,0.5791638493537903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.22181585431098938
4,00:32:56,49408.0,5,3,CHOU Tien Chen,2,切球,0,0,1.0,4,477.0,330.0,1.0,1,448.0,501.0,,,Anders ANTONSEN,,4,-0.9399037945562608,-1.5182989382144527,9,0.0084700028690823,0.8364792715029191,0,2,36,1116,0.1764705882352941,0,True,1,-2.0,2,0.0457441546022892,0.053000614047050476,0.14098906517028809,0.7602661848068237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.5883433818817139
5,00:32:57,49426.0,5,3,Anders ANTONSEN,2,推撲球,0,1,1.0,2,448.0,501.0,1.0,3,486.0,338.0,,,Anders ANTONSEN,,9,-0.6247021955665346,0.8602027928671158,9,-0.5937464377639957,-1.2807356073627447,0,2,36,1116,0.2352941176470588,1,True,1,-2.0,2,0.02757217176258564,0.031945984810590744,0.08498081564903259,0.33560627698898315,0.5198947191238403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.42262548208236694
6,00:32:57,49447.0,5,3,CHOU Tien Chen,2,長球,0,0,1.0,4,486.0,338.0,1.0,9,541.0,643.0,,,Anders ANTONSEN,,9,-0.8214236006353183,-1.1606831943868927,9,-0.3448604403285943,1.0148757374729225,0,2,36,1116,0.2352941176470588,0,True,1,-2.0,2,0.006975617725402117,0.008082171902060509,0.02149970829486847,0.084906667470932,0.11592069268226624,0.7626151442527771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.8524049520492554
7,00:32:59,49483.0,5,3,Anders ANTONSEN,2,殺球,1,0,1.0,10,541.0,643.0,2.0,5,518.0,381.0,,,Anders ANTONSEN,,10,-0.5887518993846392,1.6347255232498856,9,-0.3786499852977923,-0.9505434317093088,0,2,36,1116,0.3529411764705882,1,True,1,-2.0,2,0.00842310581356287,0.009759277105331421,0.025961043313145638,0.10252537578344345,0.13997501134872437,0.4042418301105499,0.30911436676979065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.6221960783004761
8,00:32:59,49492.0,5,3,CHOU Tien Chen,2,接殺防守,0,0,2.0,6,518.0,381.0,2.0,7,532.0,503.0,,,Anders ANTONSEN,,9,-0.5314205406004293,-1.0024682078989609,10,-0.5147281909042183,1.5843801541947908,0,2,36,1116,0.3529411764705882,0,True,1,-2.0,2,0.0036131644155830145,0.0041863271035254,0.011136215180158615,0.04397914931178093,0.06004350632429123,0.1734030544757843,0.11562816053628922,0.5880104303359985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.8483017086982727
9,00:33:00,49524.0,5,3,Anders ANTONSEN,2,網前球,0,1,2.0,8,532.0,503.0,2.0,1,478.0,416.0,,,Anders ANTONSEN,,9,-0.4704661156188163,0.6833882506954065,9,-0.1085529922863971,-0.7985075689736423,0,2,36,1116,0.4117647058823529,1,True,1,-2.0,2,0.002904563909396529,0.003365319687873125,0.00895222183316946,0.03535411134362221,0.04826797917485237,0.1393958330154419,0.09295156598091125,0.19728368520736694,0.47152474522590637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.4215553104877472
10,00:33:01,49545.0,5,3,CHOU Tien Chen,2,挑球,0,0,2.0,2,478.0,416.0,1.0,4,818.0,635.0,,,Anders ANTONSEN,,2,-0.8940139326241046,-0.3399447686376848,9,-0.5242867766301951,0.7904985882656757,0,2,36,1116,0.4705882352941176,0,True,1,-2.0,2,0.001149511313997209,0.0013318603159859776,0.003542934777215123,0.013991757296025753,0.0191025547683239,0.05516735464334488,0.03678654879331589,0.07807707041501999,0.16631779074668884,0.6245325803756714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.7370451092720032
11,00:33:02,49574.0,5,3,Anders ANTONSEN,2,長球,0,0,1.0,5,818.0,635.0,1.0,9,748.0,342.0,,,Anders ANTONSEN,,10,0.557178555682426,1.55187508812378,9,-0.2204359030256545,-0.9499207864314286,0,2,36,1116,0.5294117647058824,1,True,1,-2.0,2,0.0016362552996724844,0.001895817113108933,0.00504313874989748,0.019916368648409843,0.02719126082956791,0.07852718234062195,0.05236328765749931,0.11113770306110382,0.23674269020557404,0.193766787648201,0.27177947759628296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.40817561745643616
12,00:33:03,49596.0,5,3,CHOU Tien Chen,2,殺球,1,0,1.0,10,748.0,342.0,2.0,5,467.0,548.0,,,Anders ANTONSEN,,9,0.6249103016289078,-1.3168483748414554,9,0.5494758847828718,1.2385955771284358,0,2,36,1116,0.5882352941176471,0,True,1,-2.0,2,0.0014670550590381026,0.001699776272289455,0.004521643277257681,0.01785687543451786,0.024379493668675423,0.07040692120790482,0.04694855585694313,0.09964527934789658,0.2122618407011032,0.17372992634773254,0.24914522469043732,0.09793735295534134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.4108573794364929
13,00:33:04,49613.0,5,3,Anders ANTONSEN,2,接殺防守,0,1,2.0,6,467.0,548.0,1.0,1,496.0,409.0,,,Anders ANTONSEN,,9,-0.8045388845307877,0.9625352873954984,9,0.6831729098043716,-1.3303316464968231,0,2,36,1116,0.6470588235294118,1,True,1,-2.0,2,0.0013851241674274206,0.001604848657734692,0.004269122611731291,0.016859620809555054,0.023017968982458115,0.06647489219903946,0.04432661458849907,0.0940803736448288,0.20040762424468994,0.1640276163816452,0.2352311760187149,0.06283742189407349,0.08547760546207428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.3953777253627777
14,00:33:05,49638.0,5,3,CHOU Tien Chen,2,推撲球,0,0,1.0,2,496.0,409.0,1.0,5,492.0,534.0,,,Anders ANTONSEN,,2,-0.8775727614909423,-0.4081645950045012,9,-0.2047287248416178,0.9733014683606096,0,2,36,1116,0.7058823529411765,0,True,1,-2.0,2,0.0012540564639493823,0.0014529894106090069,0.003865155391395092,0.01526427362114191,0.020839886739850044,0.06018469110131264,0.04013219475746155,0.08517799526453018,0.181443989276886,0.14850644767284393,0.21297235786914825,0.056891411542892456,0.07808202505111694,0.09393250197172165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.40182220935821533
15,00:33:05,49647.0,5,3,Anders ANTONSEN,2,平球,0,1,1.0,6,492.0,534.0,1.0,8,654.0,379.0,,,Anders ANTONSEN,,9,0.0203363710642189,1.0329971072558315,2,-0.8533513063684922,-0.4773181041218836,0,2,36,1116,0.7058823529411765,1,True,1,-2.0,2,0.001117912121117115,0.0012952482793480158,0.003445541951805353,0.013607135973870754,0.018577443435788155,0.05365085229277611,0.0357753187417984,0.07593080401420593,0.1617458611726761,0.13238412141799927,0.18985140323638916,0.05071510002017021,0.06960519403219223,0.037120211869478226,0.15517787635326385,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.36911869049072266
16,00:33:06,49659.0,5,3,CHOU Tien Chen,2,殺球,0,0,1.0,9,654.0,379.0,2.0,8,776.0,567.0,,,Anders ANTONSEN,,9,-0.5658837068531766,-0.7509515663413978,9,0.1170163199572681,0.9914257349812802,0,2,36,1116,0.7647058823529411,0,True,1,-2.0,2,0.0006830115453340113,0.0007913588196970522,0.002105124993249774,0.008313559927046299,0.011350270360708237,0.032779090106487274,0.021857665851712227,0.04639148339629173,0.09882195293903351,0.08088280260562897,0.11599361896514893,0.030985431745648384,0.042526725679636,0.02267935499548912,0.10123877227306366,0.38259968161582947,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.374729722738266
17,00:33:06,49669.0,5,3,Anders ANTONSEN,2,接殺防守,0,0,2.0,9,776.0,567.0,1.0,9,545.0,335.0,,,Anders ANTONSEN,,9,0.3540699349726919,1.0091581586259046,9,-0.5216492247331027,-0.9638895480640304,0,2,36,1116,0.7647058823529411,1,True,1,-2.0,2,0.0005016679060645401,0.0005812480230815709,0.0015462017618119717,0.006106261163949966,0.008336706086993217,0.02407604642212391,0.016054324805736542,0.034074265509843826,0.0725841373205185,0.059407930821180344,0.0851966142654419,0.022758614271879196,0.031235624104738235,0.01665785163640976,0.07435927540063858,0.125986248254776,0.42053699493408203,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.3418826460838318
18,00:33:07,49687.0,5,3,CHOU Tien Chen,2,殺球,0,0,1.0,10,545.0,335.0,2.0,5,478.0,558.0,,,Anders ANTONSEN,,9,-0.1036357915573847,-1.2247025211141045,9,0.4641132362721522,0.9927523911821646,0,2,36,1116,0.8235294117647058,0,True,1,-2.0,2,0.0003111069672740996,0.00036045839078724384,0.0009588697575964034,0.0037867692299187183,0.005169967655092478,0.014930645935237408,0.009956014342606068,0.0211309976875782,0.045012712478637695,0.03684155270457268,0.05283428356051445,0.014113646931946278,0.019370626658201218,0.010330288670957088,0.04611355811357498,0.07812978327274323,0.26553720235824585,0.37511157989501953,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.4112946093082428
19,00:33:07,49697.0,5,3,Anders ANTONSEN,2,接殺防守,0,1,2.0,6,478.0,558.0,2.0,4,755.0,332.0,,,Anders ANTONSEN,,9,0.3273328276085177,1.0341697414848074,9,-0.8234154447446453,-1.1873321448090357,0,2,36,1116,0.8235294117647058,1,True,1,-2.0,2,0.0003204250824637711,0.00037125463131815195,0.0009875893592834473,0.003900188487023115,0.0053248172625899315,0.015377841889858246,0.010254211723804474,0.02176390029489994,0.04636090621352196,0.037945009768009186,0.05441674590110779,0.01453637145459652,0.019950805231928825,0.010639695450663567,0.04749472066760063,0.08046988397836685,0.27349042892456055,0.16969920694828033,0.18669602274894714,0.0,0.0,,,,,,,,,,,,,,,,,,,0.3782638907432556
20,00:33:09,49728.0,5,3,CHOU Tien Chen,2,切球,0,1,2.0,5,755.0,332.0,2.0,2,818.0,490.0,,,Anders ANTONSEN,,10,0.6739890565754081,-1.441354638097034,9,0.3010861648861072,1.0507287012037818,0,2,36,1116,0.9411764705882352,0,True,1,-2.0,2,0.0002623245236463845,0.0003039374714717269,0.0008085162844508886,0.003192993113771081,0.004359303042292595,0.012589478865265846,0.008394883014261723,0.017817595973610878,0.03795458748936653,0.03106469102203846,0.044549718499183655,0.011900587007403374,0.016333257779479027,0.008710470050573349,0.038882818073034286,0.06587880849838257,0.2239002138376236,0.13892877101898193,0.12588167190551758,0.2082853764295578,0.0,,,,,,,,,,,,,,,,,,,0.5074340105056763
21,00:33:10,49751.0,5,3,Anders ANTONSEN,3,網前球,0,0,2.0,3,818.0,490.0,2.0,2,813.0,461.0,掛網,對手掛網,Anders ANTONSEN,,9,0.9320910734971932,0.7158510417786891,9,0.3638534479945448,-1.1294986455181286,0,2,36,1116,1.0,1,True,1,-2.0,2,0.0002836488129105419,0.00032864449894987047,0.0008742404170334339,0.0034525508526712656,0.00471367035061121,0.01361287571489811,0.009077302180230618,0.01926598511636257,0.04103991016745567,0.033589933067560196,0.048171158879995346,0.012867984361946583,0.01766098476946354,0.009418542496860027,0.042043596506118774,0.0712340921163559,0.2421010285615921,0.1502222716808319,0.13611456751823425,0.0609881691634655,0.08293880522251129,,,,,,,,,,,,,,,,,,,0.4231025278568268
1,00:34:45,52128.0,6,4,CHOU Tien Chen,1,發短球,0,1,2.0,8,,,,1,799.0,501.0,,,CHOU Tien Chen,,9,-0.0460883156772316,-0.7244155038839789,9,0.5101023125141668,1.0763914191000332,0,2,36,1118,0.0,0,True,0,-2.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.4063286781311035
2,00:34:45,52148.0,6,4,Anders ANTONSEN,2,網前球,0,0,2.0,2,799.0,501.0,,7,585.0,420.0,,,CHOU Tien Chen,,8,0.7171791291741483,0.5872050574346535,9,-0.007186504944366,-0.8105221433623099,0,2,36,1118,0.0,1,True,0,-2.0,3,0.23719856142997742,0.7628014087677002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.10328926891088486
3,00:34:46,52169.0,6,4,CHOU Tien Chen,2,推撲球,0,0,2.0,8,585.0,420.0,,6,450.0,608.0,,,CHOU Tien Chen,,8,0.0896865446884961,-0.4388890665487703,9,0.3556201776522411,0.975443758391256,0,2,36,1118,0.0833333333333333,0,True,0,-2.0,3,0.059440504759550095,0.20260052382946014,0.7379589080810547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.30085718631744385
4,00:34:47,52196.0,6,4,Anders ANTONSEN,2,切球,0,1,1.0,7,450.0,608.0,,6,773.0,407.0,,,CHOU Tien Chen,,7,-0.8525819910114046,1.4347473865939964,9,-0.3081347274836204,-0.975863909505668,0,2,36,1118,0.1666666666666666,1,True,0,-2.0,3,0.030634721741080284,0.10441718995571136,0.24115493893623352,0.6237931251525879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2125827968120575
5,00:34:48,52220.0,6,4,CHOU Tien Chen,2,網前球,0,1,2.0,7,773.0,407.0,,2,452.0,474.0,,,CHOU Tien Chen,,9,0.8716017328154004,-0.6000921641858943,9,0.0201806349885646,1.0579608987653195,0,2,36,1118,0.25,0,True,0,-2.0,3,0.008189409971237183,0.027913277968764305,0.06446662545204163,0.13730476796627045,0.7621258497238159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.6672525405883789
6,00:34:49,52245.0,6,4,Anders ANTONSEN,2,網前球,0,1,2.0,3,452.0,474.0,,1,441.0,452.0,,,CHOU Tien Chen,,3,-1.0088215593006806,0.4489164063822096,9,-0.1550247465345978,-0.7739549183147701,0,2,36,1118,0.3333333333333333,1,True,0,-2.0,3,0.008236928842961788,0.028075238689780235,0.06484067440032959,0.13810144364833832,0.3281897306442261,0.43255606293678284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2067752182483673
7,00:34:50,52265.0,6,4,CHOU Tien Chen,2,推撲球,0,0,2.0,2,441.0,452.0,,9,501.0,642.0,,,CHOU Tien Chen,,2,-1.0239219619271704,-0.228732480068644,8,-0.8061009750359256,0.4209740704787078,0,2,36,1118,0.4166666666666667,0,True,0,-2.0,3,0.0038949339650571346,0.013275721110403538,0.030660711228847504,0.06530296802520752,0.15518853068351746,0.20996269583702087,0.5217145085334778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3842266798019409
