,rally,ball_round,player,type,player_location,ball_location,scores,getpoint_player,tactic
964,6,20,CHOU Tien Chen,Net Shot,11,22,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/No
965,6,21,Kento MOMOTA,Lob,10,6,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/No
966,6,22,CHOU Tien Chen,Smash,15,11,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/No
967,6,23,Kento MOMOTA,Net Shot,7,19,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/No
968,6,24,CHOU Tien Chen,Lob,2,4,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/No
969,6,25,Kento MOMOTA,Clear,10,1,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/No
970,6,26,CHOU Tien Chen,Clear,10,4,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/No
971,6,27,Kento MOMOTA,Clear,11,4,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/No
972,6,28,CHOU Tien Chen,Clear,10,2,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/No
973,6,29,Kento MOMOTA,Clear,6,1,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/No
974,6,30,CHOU Tien Chen,Drop,11,15,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/No
975,6,31,Kento MOMOTA,Net Shot,11,17,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/No
976,6,32,CHOU Tien Chen,Net Shot,6,24,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/No
977,7,1,CHOU Tien Chen,Serve long,11,4,"[5.0, 1.0]",CHOU Tien Chen,DC
978,7,2,Kento MOMOTA,Clear,11,1,"[5.0, 1.0]",CHOU Tien Chen,DC
979,7,3,CHOU Tien Chen,Clear,10,4,"[5.0, 1.0]",CHOU Tien Chen,DC
980,7,4,Kento MOMOTA,Smash,11,9,"[5.0, 1.0]",CHOU Tien Chen,DC
981,7,5,CHOU Tien Chen,Smash Defence,10,19,"[5.0, 1.0]",CHOU Tien Chen,DC
982,7,6,Kento MOMOTA,Lob,3,3,"[5.0, 1.0]",CHOU Tien Chen,DC
983,7,7,CHOU Tien Chen,Clear,10,1,"[5.0, 1.0]",CHOU Tien Chen,DC
984,7,8,Kento MOMOTA,Drop,10,20,"[5.0, 1.0]",CHOU Tien Chen,DC
985,7,9,CHOU Tien Chen,Smash Defence,11,18,"[5.0, 1.0]",CHOU Tien Chen,DC
986,7,10,Kento MOMOTA,Net Shot,6,19,"[5.0, 1.0]",CHOU Tien Chen,DC
987,7,11,CHOU Tien Chen,Lob,15,4,"[5.0, 1.0]",CHOU Tien Chen,DC
988,7,12,Kento MOMOTA,Clear,18,1,"[5.0, 1.0]",CHOU Tien Chen,DC
989,7,13,CHOU Tien Chen,Smash,10,9,"[5.0, 1.0]",CHOU Tien Chen,DC
990,7,14,Kento MOMOTA,Smash Defence,7,26,"[5.0, 1.0]",CHOU Tien Chen,DC
991,8,1,CHOU Tien Chen,Serve long,14,5,"[5.0, 2.0]",CHOU Tien Chen,FC/BhL/BcL/FCCD
992,8,2,Kento MOMOTA,Smash,10,11,"[5.0, 2.0]",CHOU Tien Chen,FC/BhL/BcL/FCCD
993,8,3,CHOU Tien Chen,Smash Defence,11,18,"[5.0, 2.0]",CHOU Tien Chen,FC/BhL/BcL/FCCD
994,8,4,Kento MOMOTA,Lob,1,1,"[5.0, 2.0]",CHOU Tien Chen,FC/BhL/BcL/FCCD
995,8,5,CHOU Tien Chen,Drop,11,23,"[5.0, 2.0]",CHOU Tien Chen,FC/BhL/BcL/FCCD
996,8,6,Kento MOMOTA,Lob,11,8,"[5.0, 2.0]",CHOU Tien Chen,FC/BhL/BcL/FCCD
997,8,7,CHOU Tien Chen,Clear,10,1,"[5.0, 2.0]",CHOU Tien Chen,FC/BhL/BcL/FCCD
998,8,8,Kento MOMOTA,Clear,10,1,"[5.0, 2.0]",CHOU Tien Chen,FC/BhL/BcL/FCCD
999,8,9,CHOU Tien Chen,Clear,11,1,"[5.0, 2.0]",CHOU Tien Chen,FC/BhL/BcL/FCCD
1000,8,10,Kento MOMOTA,Drop,11,20,"[5.0, 2.0]",CHOU Tien Chen,FC/BhL/BcL/FCCD
1001,8,11,CHOU Tien Chen,Push Shot,11,3,"[5.0, 2.0]",CHOU Tien Chen,FC/BhL/BcL/FCCD
1002,8,12,Kento MOMOTA,Clear,6,4,"[5.0, 2.0]",CHOU Tien Chen,FC/BhL/BcL/FCCD
1003,8,13,CHOU Tien Chen,Clear,11,1,"[5.0, 2.0]",CHOU Tien Chen,FC/BhL/BcL/FCCD
1004,9,1,CHOU Tien Chen,Serve short,11,15,"[5.0, 3.0]",Kento MOMOTA,FC/FhL/FcL/No
1005,9,2,Kento MOMOTA,Smash Defence,11,13,"[5.0, 3.0]",Kento MOMOTA,FC/FhL/FcL/No
1006,9,3,CHOU Tien Chen,Net Shot,10,23,"[5.0, 3.0]",Kento MOMOTA,FC/FhL/FcL/No
1007,9,4,Kento MOMOTA,Lob,11,5,"[5.0, 3.0]",Kento MOMOTA,FC/FhL/FcL/No
1008,9,5,CHOU Tien Chen,Smash,14,19,"[5.0, 3.0]",Kento MOMOTA,FC/FhL/FcL/No
1009,9,6,Kento MOMOTA,Smash Defence,11,14,"[5.0, 3.0]",Kento MOMOTA,FC/FhL/FcL/No
1010,9,7,CHOU Tien Chen,Lob,6,3,"[5.0, 3.0]",Kento MOMOTA,FC/FhL/FcL/No
1011,9,8,Kento MOMOTA,Smash,11,10,"[5.0, 3.0]",Kento MOMOTA,FC/FhL/FcL/No
1012,9,9,CHOU Tien Chen,Smash Defence,10,20,"[5.0, 3.0]",Kento MOMOTA,FC/FhL/FcL/No
1013,9,10,Kento MOMOTA,Smash Defence,3,17,"[5.0, 3.0]",Kento MOMOTA,FC/FhL/FcL/No
1014,9,11,CHOU Tien Chen,Net Shot,10,24,"[5.0, 3.0]",Kento MOMOTA,FC/FhL/FcL/No
1015,9,12,Kento MOMOTA,Lob,15,5,"[5.0, 3.0]",Kento MOMOTA,FC/FhL/FcL/No
1016,9,13,CHOU Tien Chen,Smash,14,11,"[5.0, 3.0]",Kento MOMOTA,FC/FhL/FcL/No
1017,9,14,Kento MOMOTA,Net Shot,11,16,"[5.0, 3.0]",Kento MOMOTA,FC/FhL/FcL/No
1018,9,15,CHOU Tien Chen,Drive,5,9,"[5.0, 3.0]",Kento MOMOTA,FC/FhL/FcL/No
1019,9,16,Kento MOMOTA,Drive,6,11,"[5.0, 3.0]",Kento MOMOTA,FC/FhL/FcL/No
1020,9,17,CHOU Tien Chen,Smash Defence,15,14,"[5.0, 3.0]",Kento MOMOTA,FC/FhL/FcL/No
1021,9,18,Kento MOMOTA,Smash Defence,10,20,"[5.0, 3.0]",Kento MOMOTA,FC/FhL/FcL/No
1022,9,19,CHOU Tien Chen,Net Shot,11,21,"[5.0, 3.0]",Kento MOMOTA,FC/FhL/FcL/No
1023,9,20,Kento MOMOTA,Push Shot,14,3,"[5.0, 3.0]",Kento MOMOTA,FC/FhL/FcL/No
1024,10,1,Kento MOMOTA,Serve short,14,18,"[6.0, 3.0]",Kento MOMOTA,FC/No/FcL/FCCD
1025,10,2,CHOU Tien Chen,Push Shot,10,1,"[6.0, 3.0]",Kento MOMOTA,FC/No/FcL/FCCD
1026,10,3,Kento MOMOTA,Drop,11,14,"[6.0, 3.0]",Kento MOMOTA,FC/No/FcL/FCCD
1027,10,4,CHOU Tien Chen,Smash Defence,11,19,"[6.0, 3.0]",Kento MOMOTA,FC/No/FcL/FCCD
1028,10,5,Kento MOMOTA,Lob,6,7,"[6.0, 3.0]",Kento MOMOTA,FC/No/FcL/FCCD
1029,10,6,CHOU Tien Chen,Smash,10,12,"[6.0, 3.0]",Kento MOMOTA,FC/No/FcL/FCCD
1030,10,7,Kento MOMOTA,Smash Defence,11,17,"[6.0, 3.0]",Kento MOMOTA,FC/No/FcL/FCCD
1031,10,8,CHOU Tien Chen,Smash Defence,3,20,"[6.0, 3.0]",Kento MOMOTA,FC/No/FcL/FCCD
1032,10,9,Kento MOMOTA,Lob,11,5,"[6.0, 3.0]",Kento MOMOTA,FC/No/FcL/FCCD
1033,10,10,CHOU Tien Chen,Drop,14,18,"[6.0, 3.0]",Kento MOMOTA,FC/No/FcL/FCCD
1034,10,11,Kento MOMOTA,Net Shot,11,20,"[6.0, 3.0]",Kento MOMOTA,FC/No/FcL/FCCD
1035,10,12,CHOU Tien Chen,Lob,6,5,"[6.0, 3.0]",Kento MOMOTA,FC/No/FcL/FCCD
1036,10,13,Kento MOMOTA,Smash,14,12,"[6.0, 3.0]",Kento MOMOTA,FC/No/FcL/FCCD
1037,10,14,CHOU Tien Chen,Smash Defence,11,1,"[6.0, 3.0]",Kento MOMOTA,FC/No/FcL/FCCD
1038,10,15,Kento MOMOTA,Clear,5,5,"[6.0, 3.0]",Kento MOMOTA,FC/No/FcL/FCCD
1039,10,16,CHOU Tien Chen,Drop,11,18,"[6.0, 3.0]",Kento MOMOTA,FC/No/FcL/FCCD
1040,10,17,Kento MOMOTA,Smash Defence,7,6,"[6.0, 3.0]",Kento MOMOTA,FC/No/FcL/FCCD
1041,10,18,CHOU Tien Chen,Clear,2,3,"[6.0, 3.0]",Kento MOMOTA,FC/No/FcL/FCCD
1042,10,19,Kento MOMOTA,Smash,10,12,"[6.0, 3.0]",Kento MOMOTA,FC/No/FcL/FCCD
1043,10,20,CHOU Tien Chen,Smash Defence,6,17,"[6.0, 3.0]",Kento MOMOTA,FC/No/FcL/FCCD
1044,10,21,Kento MOMOTA,Net Shot,3,23,"[6.0, 3.0]",Kento MOMOTA,FC/No/FcL/FCCD
1045,10,22,CHOU Tien Chen,Push Shot,11,23,"[6.0, 3.0]",Kento MOMOTA,FC/No/FcL/FCCD
1046,11,1,Kento MOMOTA,Serve short,15,15,"[7.0, 3.0]",CHOU Tien Chen,DC
1047,11,2,CHOU Tien Chen,Push Shot,11,4,"[7.0, 3.0]",CHOU Tien Chen,DC
1048,11,3,Kento MOMOTA,Drop,11,15,"[7.0, 3.0]",CHOU Tien Chen,DC
1049,11,4,CHOU Tien Chen,Smash Defence,10,18,"[7.0, 3.0]",CHOU Tien Chen,DC
1050,11,5,Kento MOMOTA,Lob,6,6,"[7.0, 3.0]",CHOU Tien Chen,DC
1051,11,6,CHOU Tien Chen,Clear,11,3,"[7.0, 3.0]",CHOU Tien Chen,DC
1052,11,7,Kento MOMOTA,Smash,11,11,"[7.0, 3.0]",CHOU Tien Chen,DC
1053,11,8,CHOU Tien Chen,Smash Defence,6,18,"[7.0, 3.0]",CHOU Tien Chen,DC
1054,11,9,Kento MOMOTA,Lob,3,6,"[7.0, 3.0]",CHOU Tien Chen,DC
1055,11,10,CHOU Tien Chen,Clear,11,3,"[7.0, 3.0]",CHOU Tien Chen,DC
1056,11,11,Kento MOMOTA,Drop,11,18,"[7.0, 3.0]",CHOU Tien Chen,DC
1057,11,12,CHOU Tien Chen,Net Shot,10,19,"[7.0, 3.0]",CHOU Tien Chen,DC
1058,11,13,Kento MOMOTA,Lob,7,6,"[7.0, 3.0]",CHOU Tien Chen,DC
1059,11,14,CHOU Tien Chen,Drop,14,16,"[7.0, 3.0]",CHOU Tien Chen,DC
1060,14,1,Kento MOMOTA,Serve short,14,14,"[8.0, 5.0]",Kento MOMOTA,FC/FhL/BcL/No
1061,14,2,CHOU Tien Chen,Push Shot,10,8,"[8.0, 5.0]",Kento MOMOTA,FC/FhL/BcL/No
1062,14,3,Kento MOMOTA,Smash,11,14,"[8.0, 5.0]",Kento MOMOTA,FC/FhL/BcL/No
1063,14,4,CHOU Tien Chen,Smash Defence,10,15,"[8.0, 5.0]",Kento MOMOTA,FC/FhL/BcL/No
1064,14,5,Kento MOMOTA,Smash Defence,3,13,"[8.0, 5.0]",Kento MOMOTA,FC/FhL/BcL/No
1065,14,6,CHOU Tien Chen,Net Shot,10,19,"[8.0, 5.0]",Kento MOMOTA,FC/FhL/BcL/No
1066,14,7,Kento MOMOTA,Net Shot,15,17,"[8.0, 5.0]",Kento MOMOTA,FC/FhL/BcL/No
1067,14,8,CHOU Tien Chen,Lob,14,6,"[8.0, 5.0]",Kento MOMOTA,FC/FhL/BcL/No
1068,14,9,Kento MOMOTA,Smash,19,11,"[8.0, 5.0]",Kento MOMOTA,FC/FhL/BcL/No
1069,14,10,CHOU Tien Chen,Smash Defence,11,11,"[8.0, 5.0]",Kento MOMOTA,FC/FhL/BcL/No
1070,14,11,Kento MOMOTA,Smash Defence,6,14,"[8.0, 5.0]",Kento MOMOTA,FC/FhL/BcL/No
1071,14,12,CHOU Tien Chen,Push Shot,10,7,"[8.0, 5.0]",Kento MOMOTA,FC/FhL/BcL/No
1072,14,13,Kento MOMOTA,Smash,11,14,"[8.0, 5.0]",Kento MOMOTA,FC/FhL/BcL/No
1073,14,14,CHOU Tien Chen,Smash Defence,10,25,"[8.0, 5.0]",Kento MOMOTA,FC/FhL/BcL/No
1074,16,1,CHOU Tien Chen,Serve long,14,1,"[9.0, 6.0]",CHOU Tien Chen,FC/No/BcL/FCCD
1075,16,2,Kento MOMOTA,Smash,10,11,"[9.0, 6.0]",CHOU Tien Chen,FC/No/BcL/FCCD
1076,16,3,CHOU Tien Chen,Smash Defence,11,17,"[9.0, 6.0]",CHOU Tien Chen,FC/No/BcL/FCCD
1077,16,4,Kento MOMOTA,Net Shot,6,17,"[9.0, 6.0]",CHOU Tien Chen,FC/No/BcL/FCCD
1078,16,5,CHOU Tien Chen,Net Shot,11,17,"[9.0, 6.0]",CHOU Tien Chen,FC/No/BcL/FCCD
1079,16,6,Kento MOMOTA,Net Shot,11,17,"[9.0, 6.0]",CHOU Tien Chen,FC/No/BcL/FCCD
1080,16,7,CHOU Tien Chen,Lob,14,4,"[9.0, 6.0]",CHOU Tien Chen,FC/No/BcL/FCCD
1081,16,8,Kento MOMOTA,Smash,15,10,"[9.0, 6.0]",CHOU Tien Chen,FC/No/BcL/FCCD
1082,16,9,CHOU Tien Chen,Smash Defence,10,19,"[9.0, 6.0]",CHOU Tien Chen,FC/No/BcL/FCCD
1083,16,10,Kento MOMOTA,Smash Defence,3,13,"[9.0, 6.0]",CHOU Tien Chen,FC/No/BcL/FCCD
1084,16,11,CHOU Tien Chen,Net Shot,10,24,"[9.0, 6.0]",CHOU Tien Chen,FC/No/BcL/FCCD
1085,16,12,Kento MOMOTA,Lob,11,31,"[9.0, 6.0]",CHOU Tien Chen,FC/No/BcL/FCCD
1086,17,1,CHOU Tien Chen,Serve long,15,3,"[9.0, 7.0]",CHOU Tien Chen,DC
1087,17,2,Kento MOMOTA,Smash,11,10,"[9.0, 7.0]",CHOU Tien Chen,DC
1088,17,3,CHOU Tien Chen,Smash Defence,10,19,"[9.0, 7.0]",CHOU Tien Chen,DC
1089,17,4,Kento MOMOTA,Drive,3,11,"[9.0, 7.0]",CHOU Tien Chen,DC
1090,17,5,CHOU Tien Chen,Drive,10,15,"[9.0, 7.0]",CHOU Tien Chen,DC
1091,17,6,Kento MOMOTA,Drive,10,10,"[9.0, 7.0]",CHOU Tien Chen,DC
1092,17,7,CHOU Tien Chen,Smash Defence,10,15,"[9.0, 7.0]",CHOU Tien Chen,DC
1093,17,8,Kento MOMOTA,Net Shot,11,17,"[9.0, 7.0]",CHOU Tien Chen,DC
1094,17,9,CHOU Tien Chen,Lob,10,4,"[9.0, 7.0]",CHOU Tien Chen,DC
1095,17,10,Kento MOMOTA,Clear,15,5,"[9.0, 7.0]",CHOU Tien Chen,DC
1096,17,11,CHOU Tien Chen,Drop,10,16,"[9.0, 7.0]",CHOU Tien Chen,DC
1097,17,12,Kento MOMOTA,Smash Defence,7,17,"[9.0, 7.0]",CHOU Tien Chen,DC
1098,17,13,CHOU Tien Chen,Net Shot,2,20,"[9.0, 7.0]",CHOU Tien Chen,DC
1099,17,14,Kento MOMOTA,Lob,11,32,"[9.0, 7.0]",CHOU Tien Chen,DC
1100,19,1,Kento MOMOTA,Serve short,14,10,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1101,19,2,CHOU Tien Chen,Net Shot,10,19,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1102,19,3,Kento MOMOTA,Net Shot,11,18,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1103,19,4,CHOU Tien Chen,Lob,10,2,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1104,19,5,Kento MOMOTA,Smash,15,11,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1105,19,6,CHOU Tien Chen,Net Shot,11,19,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1106,19,7,Kento MOMOTA,Smash Defence,6,17,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1107,19,8,CHOU Tien Chen,Smash Defence,11,24,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1108,19,9,Kento MOMOTA,Lob,11,6,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1109,19,10,CHOU Tien Chen,Drop,10,20,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1110,19,11,Kento MOMOTA,Net Shot,11,19,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1111,19,12,CHOU Tien Chen,Smash Defence,6,14,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1112,19,13,Kento MOMOTA,Net Shot,10,20,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1113,19,14,CHOU Tien Chen,Net Shot,11,21,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1114,19,15,Kento MOMOTA,Lob,14,8,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1115,19,16,CHOU Tien Chen,Smash,15,6,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1116,19,17,Kento MOMOTA,Net Shot,6,18,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1117,19,18,CHOU Tien Chen,Smash Defence,4,15,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1118,19,19,Kento MOMOTA,Net Shot,6,21,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1119,19,20,CHOU Tien Chen,Lob,14,4,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1120,19,21,Kento MOMOTA,Drive,15,10,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1121,19,22,CHOU Tien Chen,Smash Defence,10,15,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1122,19,23,Kento MOMOTA,Smash Defence,7,14,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1123,19,24,CHOU Tien Chen,Net Shot,10,18,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1124,19,25,Kento MOMOTA,Net Shot,11,20,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1125,19,26,CHOU Tien Chen,Push Shot,11,4,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1126,19,27,Kento MOMOTA,Drop,10,17,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1127,19,28,CHOU Tien Chen,Net Shot,10,23,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1128,19,29,Kento MOMOTA,Net Shot,7,23,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1129,19,30,CHOU Tien Chen,Lob,10,4,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1130,19,31,Kento MOMOTA,Drop,15,10,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1131,19,32,CHOU Tien Chen,Net Shot,10,19,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1132,19,33,Kento MOMOTA,Net Shot,7,6,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1133,19,34,CHOU Tien Chen,Drop,14,15,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1134,19,35,Kento MOMOTA,Net Shot,11,19,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1135,19,36,CHOU Tien Chen,Net Shot,6,21,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1136,19,37,Kento MOMOTA,Lob,10,24,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1137,19,38,CHOU Tien Chen,Push Shot,19,3,"[10.0, 8.0]",CHOU Tien Chen,FC/FhL/FcL/FCCD
1138,20,1,CHOU Tien Chen,Serve long,15,4,"[10.0, 9.0]",Kento MOMOTA,FC/FhL/No/FCCD
1139,20,2,Kento MOMOTA,Clear,11,2,"[10.0, 9.0]",Kento MOMOTA,FC/FhL/No/FCCD
1140,20,3,CHOU Tien Chen,Smash,10,11,"[10.0, 9.0]",Kento MOMOTA,FC/FhL/No/FCCD
1141,20,4,Kento MOMOTA,Net Shot,11,19,"[10.0, 9.0]",Kento MOMOTA,FC/FhL/No/FCCD
1142,20,5,CHOU Tien Chen,Lob,6,4,"[10.0, 9.0]",Kento MOMOTA,FC/FhL/No/FCCD
1143,20,6,Kento MOMOTA,Drive,10,10,"[10.0, 9.0]",Kento MOMOTA,FC/FhL/No/FCCD
1144,20,7,CHOU Tien Chen,Smash Defence,10,15,"[10.0, 9.0]",Kento MOMOTA,FC/FhL/No/FCCD
1145,20,8,Kento MOMOTA,Smash Defence,7,17,"[10.0, 9.0]",Kento MOMOTA,FC/FhL/No/FCCD
1146,20,9,CHOU Tien Chen,Push Shot,10,4,"[10.0, 9.0]",Kento MOMOTA,FC/FhL/No/FCCD
1147,20,10,Kento MOMOTA,Smash,11,9,"[10.0, 9.0]",Kento MOMOTA,FC/FhL/No/FCCD
1148,20,11,CHOU Tien Chen,Smash Defence,10,19,"[10.0, 9.0]",Kento MOMOTA,FC/FhL/No/FCCD
1149,20,12,Kento MOMOTA,Lob,7,5,"[10.0, 9.0]",Kento MOMOTA,FC/FhL/No/FCCD
1150,20,13,CHOU Tien Chen,Clear,10,3,"[10.0, 9.0]",Kento MOMOTA,FC/FhL/No/FCCD
1151,20,14,Kento MOMOTA,Drop,15,21,"[10.0, 9.0]",Kento MOMOTA,FC/FhL/No/FCCD
1152,21,1,Kento MOMOTA,Serve short,15,19,"[11.0, 9.0]",Kento MOMOTA,FC/FhL/FcL/No
1153,21,2,CHOU Tien Chen,Smash Defence,11,18,"[11.0, 9.0]",Kento MOMOTA,FC/FhL/FcL/No
1154,21,3,Kento MOMOTA,Lob,10,2,"[11.0, 9.0]",Kento MOMOTA,FC/FhL/FcL/No
1155,21,4,CHOU Tien Chen,Drop,11,15,"[11.0, 9.0]",Kento MOMOTA,FC/FhL/FcL/No
1156,21,5,Kento MOMOTA,Net Shot,11,19,"[11.0, 9.0]",Kento MOMOTA,FC/FhL/FcL/No
1157,21,6,CHOU Tien Chen,Net Shot,6,17,"[11.0, 9.0]",Kento MOMOTA,FC/FhL/FcL/No
1158,21,7,Kento MOMOTA,Lob,11,2,"[11.0, 9.0]",Kento MOMOTA,FC/FhL/FcL/No
1159,21,8,CHOU Tien Chen,Smash,15,15,"[11.0, 9.0]",Kento MOMOTA,FC/FhL/FcL/No
1160,21,9,Kento MOMOTA,Smash Defence,11,18,"[11.0, 9.0]",Kento MOMOTA,FC/FhL/FcL/No
1161,21,10,CHOU Tien Chen,Net Shot,2,14,"[11.0, 9.0]",Kento MOMOTA,FC/FhL/FcL/No
1162,21,11,Kento MOMOTA,Lob,11,3,"[11.0, 9.0]",Kento MOMOTA,FC/FhL/FcL/No
1163,21,12,CHOU Tien Chen,Smash,10,10,"[11.0, 9.0]",Kento MOMOTA,FC/FhL/FcL/No
1164,21,13,Kento MOMOTA,Net Shot,10,22,"[11.0, 9.0]",Kento MOMOTA,FC/FhL/FcL/No
1165,21,14,CHOU Tien Chen,Push Shot,3,11,"[11.0, 9.0]",Kento MOMOTA,FC/FhL/FcL/No
1166,21,15,Kento MOMOTA,Smash,10,10,"[11.0, 9.0]",Kento MOMOTA,FC/FhL/FcL/No
1167,21,16,CHOU Tien Chen,Smash Defence,10,22,"[11.0, 9.0]",Kento MOMOTA,FC/FhL/FcL/No
1168,22,1,Kento MOMOTA,Serve short,14,14,"[12.0, 9.0]",Kento MOMOTA,FC/FhL/BcL/No
1169,22,2,CHOU Tien Chen,Lob,10,6,"[12.0, 9.0]",Kento MOMOTA,FC/FhL/BcL/No
1170,22,3,Kento MOMOTA,Clear,11,6,"[12.0, 9.0]",Kento MOMOTA,FC/FhL/BcL/No
1171,22,4,CHOU Tien Chen,Clear,11,2,"[12.0, 9.0]",Kento MOMOTA,FC/FhL/BcL/No
1172,22,5,Kento MOMOTA,Smash,7,11,"[12.0, 9.0]",Kento MOMOTA,FC/FhL/BcL/No
1173,22,6,CHOU Tien Chen,Smash Defence,6,7,"[12.0, 9.0]",Kento MOMOTA,FC/FhL/BcL/No
1174,22,7,Kento MOMOTA,Drop,6,15,"[12.0, 9.0]",Kento MOMOTA,FC/FhL/BcL/No
1175,22,8,CHOU Tien Chen,Net Shot,10,17,"[12.0, 9.0]",Kento MOMOTA,FC/FhL/BcL/No
1176,22,9,Kento MOMOTA,Lob,7,2,"[12.0, 9.0]",Kento MOMOTA,FC/FhL/BcL/No
1177,22,10,CHOU Tien Chen,Clear,15,3,"[12.0, 9.0]",Kento MOMOTA,FC/FhL/BcL/No
1178,22,11,Kento MOMOTA,Clear,11,1,"[12.0, 9.0]",Kento MOMOTA,FC/FhL/BcL/No
1179,22,12,CHOU Tien Chen,Clear,10,8,"[12.0, 9.0]",Kento MOMOTA,FC/FhL/BcL/No
1180,22,13,Kento MOMOTA,Drop,11,17,"[12.0, 9.0]",Kento MOMOTA,FC/FhL/BcL/No
1181,22,14,CHOU Tien Chen,Smash Defence,10,20,"[12.0, 9.0]",Kento MOMOTA,FC/FhL/BcL/No
1182,22,15,Kento MOMOTA,Lob,11,1,"[12.0, 9.0]",Kento MOMOTA,FC/FhL/BcL/No
1183,22,16,CHOU Tien Chen,Clear,14,6,"[12.0, 9.0]",Kento MOMOTA,FC/FhL/BcL/No
1184,22,17,Kento MOMOTA,Smash,11,10,"[12.0, 9.0]",Kento MOMOTA,FC/FhL/BcL/No
1185,22,18,CHOU Tien Chen,Smash Defence,6,21,"[12.0, 9.0]",Kento MOMOTA,FC/FhL/BcL/No
1186,23,1,Kento MOMOTA,Serve short,15,19,"[13.0, 9.0]",CHOU Tien Chen,FC/BhL/BcL/FCCD
1187,23,2,CHOU Tien Chen,Net Shot,11,19,"[13.0, 9.0]",CHOU Tien Chen,FC/BhL/BcL/FCCD
1188,23,3,Kento MOMOTA,Lob,10,1,"[13.0, 9.0]",CHOU Tien Chen,FC/BhL/BcL/FCCD
1189,23,4,CHOU Tien Chen,Drop,10,14,"[13.0, 9.0]",CHOU Tien Chen,FC/BhL/BcL/FCCD
1190,23,5,Kento MOMOTA,Net Shot,11,21,"[13.0, 9.0]",CHOU Tien Chen,FC/BhL/BcL/FCCD
1191,23,6,CHOU Tien Chen,Lob,6,7,"[13.0, 9.0]",CHOU Tien Chen,FC/BhL/BcL/FCCD
