,rally,ball_round,player,type,player_location,ball_location,scores,getpoint_player,tactic
700,25,6,CHOU Tien Chen,Drop,14,15,"[11.0, 13.0]",CHOU Tien Chen,FC/FhL/FcL/No
701,25,7,Kento MOMOTA,Smash Defence,11,18,"[11.0, 13.0]",CHOU Tien Chen,FC/FhL/FcL/No
702,25,8,CHOU Tien Chen,Net Shot,6,17,"[11.0, 13.0]",CHOU Tien Chen,FC/FhL/FcL/No
703,25,9,Kento MOMOTA,Push Shot,11,1,"[11.0, 13.0]",CHOU Tien Chen,FC/FhL/FcL/No
704,25,10,CHOU Tien Chen,Drop,11,14,"[11.0, 13.0]",CHOU Tien Chen,FC/FhL/FcL/No
705,25,11,Kento MOMOTA,Smash Defence,11,23,"[11.0, 13.0]",CHOU Tien Chen,FC/FhL/FcL/No
706,25,12,CHOU Tien Chen,Push Shot,6,7,"[11.0, 13.0]",CHOU Tien Chen,FC/FhL/FcL/No
707,25,13,Kento MOMOTA,Smash,10,10,"[11.0, 13.0]",CHOU Tien Chen,FC/FhL/FcL/No
708,25,14,CHOU Tien Chen,Smash Defence,10,11,"[11.0, 13.0]",CHOU Tien Chen,FC/FhL/FcL/No
709,25,15,Kento MOMOTA,Smash Defence,7,18,"[11.0, 13.0]",CHOU Tien Chen,FC/FhL/FcL/No
710,25,16,CHOU Tien Chen,Smash Defence,10,20,"[11.0, 13.0]",CHOU Tien Chen,FC/FhL/FcL/No
711,25,17,Kento MOMOTA,Lob,11,5,"[11.0, 13.0]",CHOU Tien Chen,FC/FhL/FcL/No
712,25,18,CHOU Tien Chen,Clear,14,3,"[11.0, 13.0]",CHOU Tien Chen,FC/FhL/FcL/No
713,25,19,Kento MOMOTA,Clear,11,4,"[11.0, 13.0]",CHOU Tien Chen,FC/FhL/FcL/No
714,25,20,CHOU Tien Chen,Clear,10,1,"[11.0, 13.0]",CHOU Tien Chen,FC/FhL/FcL/No
715,25,21,Kento MOMOTA,Smash,6,11,"[11.0, 13.0]",CHOU Tien Chen,FC/FhL/FcL/No
716,25,22,CHOU Tien Chen,Smash Defence,11,18,"[11.0, 13.0]",CHOU Tien Chen,FC/FhL/FcL/No
717,25,23,Kento MOMOTA,Smash Defence,6,15,"[11.0, 13.0]",CHOU Tien Chen,FC/FhL/FcL/No
718,25,24,CHOU Tien Chen,Lob,11,7,"[11.0, 13.0]",CHOU Tien Chen,FC/FhL/FcL/No
719,25,25,Kento MOMOTA,Drop,10,19,"[11.0, 13.0]",CHOU Tien Chen,FC/FhL/FcL/No
720,25,26,CHOU Tien Chen,Smash Defence,10,18,"[11.0, 13.0]",CHOU Tien Chen,FC/FhL/FcL/No
721,25,27,Kento MOMOTA,Net Shot,6,19,"[11.0, 13.0]",CHOU Tien Chen,FC/FhL/FcL/No
722,25,28,CHOU Tien Chen,Net Shot,11,21,"[11.0, 13.0]",CHOU Tien Chen,FC/FhL/FcL/No
723,25,29,Kento MOMOTA,Push Shot,14,15,"[11.0, 13.0]",CHOU Tien Chen,FC/FhL/FcL/No
724,25,30,CHOU Tien Chen,Push Shot,16,6,"[11.0, 13.0]",CHOU Tien Chen,FC/FhL/FcL/No
725,25,31,Kento MOMOTA,Clear,21,10,"[11.0, 13.0]",CHOU Tien Chen,FC/FhL/FcL/No
726,25,32,CHOU Tien Chen,Smash Defence,14,20,"[11.0, 13.0]",CHOU Tien Chen,FC/FhL/FcL/No
727,30,1,CHOU Tien Chen,Serve short,14,2,"[13.0, 16.0]",CHOU Tien Chen,FC/No/FcL/FCCD
728,30,2,Kento MOMOTA,Smash,14,11,"[13.0, 16.0]",CHOU Tien Chen,FC/No/FcL/FCCD
729,30,3,CHOU Tien Chen,Smash Defence,7,18,"[13.0, 16.0]",CHOU Tien Chen,FC/No/FcL/FCCD
730,30,4,Kento MOMOTA,Net Shot,2,18,"[13.0, 16.0]",CHOU Tien Chen,FC/No/FcL/FCCD
731,30,5,CHOU Tien Chen,Push Shot,11,4,"[13.0, 16.0]",CHOU Tien Chen,FC/No/FcL/FCCD
732,30,6,Kento MOMOTA,Drop,10,18,"[13.0, 16.0]",CHOU Tien Chen,FC/No/FcL/FCCD
733,30,7,CHOU Tien Chen,Lob,14,7,"[13.0, 16.0]",CHOU Tien Chen,FC/No/FcL/FCCD
734,30,8,Kento MOMOTA,Drop,11,23,"[13.0, 16.0]",CHOU Tien Chen,FC/No/FcL/FCCD
735,30,9,CHOU Tien Chen,Net Shot,10,19,"[13.0, 16.0]",CHOU Tien Chen,FC/No/FcL/FCCD
736,30,10,Kento MOMOTA,Lob,6,6,"[13.0, 16.0]",CHOU Tien Chen,FC/No/FcL/FCCD
737,30,11,CHOU Tien Chen,Smash,15,11,"[13.0, 16.0]",CHOU Tien Chen,FC/No/FcL/FCCD
738,30,12,Kento MOMOTA,Smash Defence,11,18,"[13.0, 16.0]",CHOU Tien Chen,FC/No/FcL/FCCD
739,30,13,CHOU Tien Chen,Net Shot,6,19,"[13.0, 16.0]",CHOU Tien Chen,FC/No/FcL/FCCD
740,30,14,Kento MOMOTA,Lob,11,4,"[13.0, 16.0]",CHOU Tien Chen,FC/No/FcL/FCCD
741,30,15,CHOU Tien Chen,Clear,14,1,"[13.0, 16.0]",CHOU Tien Chen,FC/No/FcL/FCCD
742,30,16,Kento MOMOTA,Drop,14,18,"[13.0, 16.0]",CHOU Tien Chen,FC/No/FcL/FCCD
743,30,17,CHOU Tien Chen,Net Shot,7,18,"[13.0, 16.0]",CHOU Tien Chen,FC/No/FcL/FCCD
744,30,18,Kento MOMOTA,Push Shot,6,2,"[13.0, 16.0]",CHOU Tien Chen,FC/No/FcL/FCCD
745,30,19,CHOU Tien Chen,Clear,14,4,"[13.0, 16.0]",CHOU Tien Chen,FC/No/FcL/FCCD
746,30,20,Kento MOMOTA,Clear,11,1,"[13.0, 16.0]",CHOU Tien Chen,FC/No/FcL/FCCD
747,30,21,CHOU Tien Chen,Smash,10,9,"[13.0, 16.0]",CHOU Tien Chen,FC/No/FcL/FCCD
748,30,22,Kento MOMOTA,Smash Defence,11,21,"[13.0, 16.0]",CHOU Tien Chen,FC/No/FcL/FCCD
749,31,1,CHOU Tien Chen,Serve short,15,11,"[13.0, 17.0]",Kento MOMOTA,FC/FhL/No/No
750,31,2,Kento MOMOTA,Lob,11,1,"[13.0, 17.0]",Kento MOMOTA,FC/FhL/No/No
751,31,3,CHOU Tien Chen,Clear,10,6,"[13.0, 17.0]",Kento MOMOTA,FC/FhL/No/No
752,31,4,Kento MOMOTA,Smash,11,11,"[13.0, 17.0]",Kento MOMOTA,FC/FhL/No/No
753,31,5,CHOU Tien Chen,Smash Defence,6,17,"[13.0, 17.0]",Kento MOMOTA,FC/FhL/No/No
754,31,6,Kento MOMOTA,Push Shot,6,4,"[13.0, 17.0]",Kento MOMOTA,FC/FhL/No/No
755,31,7,CHOU Tien Chen,Drop,11,17,"[13.0, 17.0]",Kento MOMOTA,FC/FhL/No/No
756,31,8,Kento MOMOTA,Smash Defence,10,20,"[13.0, 17.0]",Kento MOMOTA,FC/FhL/No/No
757,33,1,CHOU Tien Chen,Serve short,14,14,"[14.0, 18.0]",Kento MOMOTA,FC/FhL/BcL/FCCD
758,33,2,Kento MOMOTA,Push Shot,10,7,"[14.0, 18.0]",Kento MOMOTA,FC/FhL/BcL/FCCD
759,33,3,CHOU Tien Chen,Drop,11,10,"[14.0, 18.0]",Kento MOMOTA,FC/FhL/BcL/FCCD
760,33,4,Kento MOMOTA,Push Shot,10,1,"[14.0, 18.0]",Kento MOMOTA,FC/FhL/BcL/FCCD
761,33,5,CHOU Tien Chen,Clear,7,7,"[14.0, 18.0]",Kento MOMOTA,FC/FhL/BcL/FCCD
762,33,6,Kento MOMOTA,Smash,11,11,"[14.0, 18.0]",Kento MOMOTA,FC/FhL/BcL/FCCD
763,33,7,CHOU Tien Chen,Smash Defence,10,17,"[14.0, 18.0]",Kento MOMOTA,FC/FhL/BcL/FCCD
764,33,8,Kento MOMOTA,Push Shot,3,2,"[14.0, 18.0]",Kento MOMOTA,FC/FhL/BcL/FCCD
765,33,9,CHOU Tien Chen,Clear,11,3,"[14.0, 18.0]",Kento MOMOTA,FC/FhL/BcL/FCCD
766,33,10,Kento MOMOTA,Smash,11,11,"[14.0, 18.0]",Kento MOMOTA,FC/FhL/BcL/FCCD
767,33,11,CHOU Tien Chen,Smash Defence,10,13,"[14.0, 18.0]",Kento MOMOTA,FC/FhL/BcL/FCCD
768,33,12,Kento MOMOTA,Smash Defence,3,24,"[14.0, 18.0]",Kento MOMOTA,FC/FhL/BcL/FCCD
769,33,13,CHOU Tien Chen,Push Shot,11,4,"[14.0, 18.0]",Kento MOMOTA,FC/FhL/BcL/FCCD
770,33,14,Kento MOMOTA,Drop,14,13,"[14.0, 18.0]",Kento MOMOTA,FC/FhL/BcL/FCCD
771,33,15,CHOU Tien Chen,Net Shot,10,20,"[14.0, 18.0]",Kento MOMOTA,FC/FhL/BcL/FCCD
772,33,16,Kento MOMOTA,Lob,11,5,"[14.0, 18.0]",Kento MOMOTA,FC/FhL/BcL/FCCD
773,33,17,CHOU Tien Chen,Clear,14,4,"[14.0, 18.0]",Kento MOMOTA,FC/FhL/BcL/FCCD
774,33,18,Kento MOMOTA,Smash,15,12,"[14.0, 18.0]",Kento MOMOTA,FC/FhL/BcL/FCCD
775,33,19,CHOU Tien Chen,Smash Defence,10,24,"[14.0, 18.0]",Kento MOMOTA,FC/FhL/BcL/FCCD
776,34,1,Kento MOMOTA,Serve short,15,15,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
777,34,2,CHOU Tien Chen,Push Shot,11,1,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
778,34,3,Kento MOMOTA,Clear,10,2,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
779,34,4,CHOU Tien Chen,Drop,11,19,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
780,34,5,Kento MOMOTA,Push Shot,7,3,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
781,34,6,CHOU Tien Chen,Drop,6,16,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
782,34,7,Kento MOMOTA,Smash Defence,10,17,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
783,34,8,CHOU Tien Chen,Net Shot,6,20,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
784,34,9,Kento MOMOTA,Lob,11,1,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
785,34,10,CHOU Tien Chen,Drop,14,15,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
786,34,11,Kento MOMOTA,Smash Defence,11,17,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
787,34,12,CHOU Tien Chen,Push Shot,6,8,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
788,34,13,Kento MOMOTA,Drop,11,18,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
789,34,14,CHOU Tien Chen,Push Shot,10,6,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
790,34,15,Kento MOMOTA,Smash,7,11,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
791,34,16,CHOU Tien Chen,Smash Defence,11,3,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
792,34,17,Kento MOMOTA,Clear,6,1,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
793,34,18,CHOU Tien Chen,Clear,10,4,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
794,34,19,Kento MOMOTA,Clear,11,1,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
795,34,20,CHOU Tien Chen,Drop,10,19,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
796,34,21,Kento MOMOTA,Net Shot,11,19,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
797,34,22,CHOU Tien Chen,Lob,6,3,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
798,34,23,Kento MOMOTA,Smash,11,10,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
799,34,24,CHOU Tien Chen,Smash Defence,11,20,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
800,34,25,Kento MOMOTA,Drive,3,1,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
801,34,26,CHOU Tien Chen,Clear,6,3,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
802,34,27,Kento MOMOTA,Drop,15,14,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
803,34,28,CHOU Tien Chen,Net Shot,6,19,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
804,34,29,Kento MOMOTA,Net Shot,7,24,"[15.0, 18.0]",Kento MOMOTA,FC/BhL/BcL/No
805,35,1,Kento MOMOTA,Serve short,14,14,"[16.0, 18.0]",Kento MOMOTA,FCP
806,35,2,CHOU Tien Chen,Smash Defence,10,16,"[16.0, 18.0]",Kento MOMOTA,FCP
807,35,3,Kento MOMOTA,Net Shot,11,14,"[16.0, 18.0]",Kento MOMOTA,FCP
808,35,4,CHOU Tien Chen,Lob,10,8,"[16.0, 18.0]",Kento MOMOTA,FCP
809,35,5,Kento MOMOTA,Smash,15,9,"[16.0, 18.0]",Kento MOMOTA,FCP
810,36,1,Kento MOMOTA,Serve short,15,15,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
811,36,2,CHOU Tien Chen,Net Shot,11,14,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
812,36,3,Kento MOMOTA,Lob,14,6,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
813,36,4,CHOU Tien Chen,Smash,15,11,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
814,36,5,Kento MOMOTA,Smash Defence,11,18,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
815,36,6,CHOU Tien Chen,Net Shot,2,15,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
816,36,7,Kento MOMOTA,Net Shot,11,18,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
817,36,8,CHOU Tien Chen,Net Shot,14,18,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
818,36,9,Kento MOMOTA,Lob,15,2,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
819,36,10,CHOU Tien Chen,Smash,11,11,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
820,36,11,Kento MOMOTA,Smash Defence,11,18,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
821,36,12,CHOU Tien Chen,Smash Defence,1,14,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
822,36,13,Kento MOMOTA,Smash Defence,11,22,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
823,36,14,CHOU Tien Chen,Net Shot,14,20,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
824,36,15,Kento MOMOTA,Lob,15,6,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
825,36,16,CHOU Tien Chen,Smash,18,10,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
826,36,17,Kento MOMOTA,Smash Defence,7,24,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
827,36,18,CHOU Tien Chen,Lob,6,5,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
828,36,19,Kento MOMOTA,Smash,10,16,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
829,36,20,CHOU Tien Chen,Smash Defence,11,14,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
830,36,21,Kento MOMOTA,Net Shot,6,19,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
831,36,22,CHOU Tien Chen,Lob,11,4,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
832,36,23,Kento MOMOTA,Drop,14,18,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
833,36,24,CHOU Tien Chen,Net Shot,10,15,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
834,36,25,Kento MOMOTA,Lob,11,1,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
835,36,26,CHOU Tien Chen,Clear,14,3,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
836,36,27,Kento MOMOTA,Drop,15,14,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
837,36,28,CHOU Tien Chen,Net Shot,6,19,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
838,36,29,Kento MOMOTA,Net Shot,7,18,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
839,36,30,CHOU Tien Chen,Lob,14,3,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
840,36,31,Kento MOMOTA,Drop,15,14,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
841,36,32,CHOU Tien Chen,Net Shot,10,19,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
842,36,33,Kento MOMOTA,Lob,7,5,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
843,36,34,CHOU Tien Chen,Smash,10,4,"[17.0, 18.0]",CHOU Tien Chen,FC/BhL/FcL/No
844,38,1,CHOU Tien Chen,Serve long,14,2,"[17.0, 20.0]",CHOU Tien Chen,FC/No/FcL/No
845,38,2,Kento MOMOTA,Smash,10,19,"[17.0, 20.0]",CHOU Tien Chen,FC/No/FcL/No
846,38,3,CHOU Tien Chen,Net Shot,11,15,"[17.0, 20.0]",CHOU Tien Chen,FC/No/FcL/No
847,38,4,Kento MOMOTA,Smash Defence,6,18,"[17.0, 20.0]",CHOU Tien Chen,FC/No/FcL/No
848,38,5,CHOU Tien Chen,Net Shot,11,19,"[17.0, 20.0]",CHOU Tien Chen,FC/No/FcL/No
849,38,6,Kento MOMOTA,Lob,11,6,"[17.0, 20.0]",CHOU Tien Chen,FC/No/FcL/No
850,38,7,CHOU Tien Chen,Smash,14,10,"[17.0, 20.0]",CHOU Tien Chen,FC/No/FcL/No
851,38,8,Kento MOMOTA,Smash Defence,7,19,"[17.0, 20.0]",CHOU Tien Chen,FC/No/FcL/No
852,38,9,CHOU Tien Chen,Push Shot,2,7,"[17.0, 20.0]",CHOU Tien Chen,FC/No/FcL/No
853,38,10,Kento MOMOTA,Smash,10,14,"[17.0, 20.0]",CHOU Tien Chen,FC/No/FcL/No
854,38,11,CHOU Tien Chen,Smash Defence,10,10,"[17.0, 20.0]",CHOU Tien Chen,FC/No/FcL/No
855,38,12,Kento MOMOTA,Drive,3,15,"[17.0, 20.0]",CHOU Tien Chen,FC/No/FcL/No
856,38,13,CHOU Tien Chen,Drive,11,10,"[17.0, 20.0]",CHOU Tien Chen,FC/No/FcL/No
857,38,14,Kento MOMOTA,Smash Defence,10,10,"[17.0, 20.0]",CHOU Tien Chen,FC/No/FcL/No
858,38,15,CHOU Tien Chen,Drive,11,11,"[17.0, 20.0]",CHOU Tien Chen,FC/No/FcL/No
859,38,16,Kento MOMOTA,Smash Defence,6,24,"[17.0, 20.0]",CHOU Tien Chen,FC/No/FcL/No
860,2,1,Kento MOMOTA,Serve short,15,15,"[1.0, 0.0]",Kento MOMOTA,FC/BhL/BcL/No
861,2,2,CHOU Tien Chen,Push Shot,15,4,"[1.0, 0.0]",Kento MOMOTA,FC/BhL/BcL/No
862,2,3,Kento MOMOTA,Drop,11,13,"[1.0, 0.0]",Kento MOMOTA,FC/BhL/BcL/No
863,2,4,CHOU Tien Chen,Smash Defence,10,20,"[1.0, 0.0]",Kento MOMOTA,FC/BhL/BcL/No
864,2,5,Kento MOMOTA,Smash Defence,7,17,"[1.0, 0.0]",Kento MOMOTA,FC/BhL/BcL/No
865,2,6,CHOU Tien Chen,Net Shot,10,24,"[1.0, 0.0]",Kento MOMOTA,FC/BhL/BcL/No
866,2,7,Kento MOMOTA,Push Shot,11,6,"[1.0, 0.0]",Kento MOMOTA,FC/BhL/BcL/No
867,2,8,CHOU Tien Chen,Drop,10,15,"[1.0, 0.0]",Kento MOMOTA,FC/BhL/BcL/No
868,2,9,Kento MOMOTA,Net Shot,11,19,"[1.0, 0.0]",Kento MOMOTA,FC/BhL/BcL/No
869,2,10,CHOU Tien Chen,Lob,6,8,"[1.0, 0.0]",Kento MOMOTA,FC/BhL/BcL/No
870,2,11,Kento MOMOTA,Drop,10,19,"[1.0, 0.0]",Kento MOMOTA,FC/BhL/BcL/No
871,2,12,CHOU Tien Chen,Lob,10,4,"[1.0, 0.0]",Kento MOMOTA,FC/BhL/BcL/No
872,2,13,Kento MOMOTA,Clear,7,1,"[1.0, 0.0]",Kento MOMOTA,FC/BhL/BcL/No
873,2,14,CHOU Tien Chen,Smash,10,30,"[1.0, 0.0]",Kento MOMOTA,FC/BhL/BcL/No
874,3,1,Kento MOMOTA,Serve short,14,14,"[2.0, 0.0]",Kento MOMOTA,DC
875,3,2,CHOU Tien Chen,Net Shot,10,22,"[2.0, 0.0]",Kento MOMOTA,DC
876,3,3,Kento MOMOTA,Lob,11,6,"[2.0, 0.0]",Kento MOMOTA,DC
877,3,4,CHOU Tien Chen,Drop,15,19,"[2.0, 0.0]",Kento MOMOTA,DC
878,3,5,Kento MOMOTA,Net Shot,11,16,"[2.0, 0.0]",Kento MOMOTA,DC
879,3,6,CHOU Tien Chen,Push Shot,6,5,"[2.0, 0.0]",Kento MOMOTA,DC
880,3,7,Kento MOMOTA,Drop,10,15,"[2.0, 0.0]",Kento MOMOTA,DC
881,3,8,CHOU Tien Chen,Drive,11,10,"[2.0, 0.0]",Kento MOMOTA,DC
882,3,9,Kento MOMOTA,Smash Defence,6,16,"[2.0, 0.0]",Kento MOMOTA,DC
883,3,10,CHOU Tien Chen,Push Shot,11,8,"[2.0, 0.0]",Kento MOMOTA,DC
884,3,11,Kento MOMOTA,Drop,10,13,"[2.0, 0.0]",Kento MOMOTA,DC
885,3,12,CHOU Tien Chen,Smash Defence,10,24,"[2.0, 0.0]",Kento MOMOTA,DC
886,3,13,Kento MOMOTA,Lob,7,1,"[2.0, 0.0]",Kento MOMOTA,DC
887,3,14,CHOU Tien Chen,Smash,10,11,"[2.0, 0.0]",Kento MOMOTA,DC
888,3,15,Kento MOMOTA,Net Shot,11,20,"[2.0, 0.0]",Kento MOMOTA,DC
889,3,16,CHOU Tien Chen,Push Shot,2,31,"[2.0, 0.0]",Kento MOMOTA,DC
890,4,1,Kento MOMOTA,Serve short,15,11,"[3.0, 0.0]",Kento MOMOTA,DC
891,4,2,CHOU Tien Chen,Push Shot,11,7,"[3.0, 0.0]",Kento MOMOTA,DC
892,4,3,Kento MOMOTA,Smash,10,10,"[3.0, 0.0]",Kento MOMOTA,DC
893,4,4,CHOU Tien Chen,Smash Defence,10,11,"[3.0, 0.0]",Kento MOMOTA,DC
894,4,5,Kento MOMOTA,Smash Defence,3,14,"[3.0, 0.0]",Kento MOMOTA,DC
895,4,6,CHOU Tien Chen,Net Shot,10,19,"[3.0, 0.0]",Kento MOMOTA,DC
896,4,7,Kento MOMOTA,Lob,11,7,"[3.0, 0.0]",Kento MOMOTA,DC
897,4,8,CHOU Tien Chen,Smash,14,15,"[3.0, 0.0]",Kento MOMOTA,DC
898,4,9,Kento MOMOTA,Smash Defence,10,17,"[3.0, 0.0]",Kento MOMOTA,DC
899,4,10,CHOU Tien Chen,Net Shot,3,24,"[3.0, 0.0]",Kento MOMOTA,DC
900,4,11,Kento MOMOTA,Push Shot,11,4,"[3.0, 0.0]",Kento MOMOTA,DC
901,4,12,CHOU Tien Chen,Clear,13,1,"[3.0, 0.0]",Kento MOMOTA,DC
902,4,13,Kento MOMOTA,Smash,10,11,"[3.0, 0.0]",Kento MOMOTA,DC
903,4,14,CHOU Tien Chen,Smash Defence,7,26,"[3.0, 0.0]",Kento MOMOTA,DC
904,5,1,Kento MOMOTA,Serve short,14,14,"[4.0, 0.0]",Kento MOMOTA,FC/FhL/No/No
905,5,2,CHOU Tien Chen,Lob,10,8,"[4.0, 0.0]",Kento MOMOTA,FC/FhL/No/No
906,5,3,Kento MOMOTA,Drop,11,14,"[4.0, 0.0]",Kento MOMOTA,FC/FhL/No/No
907,5,4,CHOU Tien Chen,Smash Defence,10,20,"[4.0, 0.0]",Kento MOMOTA,FC/FhL/No/No
908,5,5,Kento MOMOTA,Lob,7,7,"[4.0, 0.0]",Kento MOMOTA,FC/FhL/No/No
909,5,6,CHOU Tien Chen,Drive,10,18,"[4.0, 0.0]",Kento MOMOTA,FC/FhL/No/No
910,5,7,Kento MOMOTA,Smash Defence,10,18,"[4.0, 0.0]",Kento MOMOTA,FC/FhL/No/No
911,5,8,CHOU Tien Chen,Lob,7,1,"[4.0, 0.0]",Kento MOMOTA,FC/FhL/No/No
912,5,9,Kento MOMOTA,Smash,11,11,"[4.0, 0.0]",Kento MOMOTA,FC/FhL/No/No
913,5,10,CHOU Tien Chen,Drive,11,20,"[4.0, 0.0]",Kento MOMOTA,FC/FhL/No/No
914,6,1,Kento MOMOTA,Serve short,15,11,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
915,6,2,CHOU Tien Chen,Push Shot,11,2,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
916,6,3,Kento MOMOTA,Smash,11,11,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
917,6,4,CHOU Tien Chen,Smash Defence,11,14,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
918,6,5,Kento MOMOTA,Smash Defence,1,18,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
919,6,6,CHOU Tien Chen,Net Shot,11,23,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
920,6,7,Kento MOMOTA,Lob,11,5,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
921,6,8,CHOU Tien Chen,Drop,14,19,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
922,6,9,Kento MOMOTA,Smash Defence,11,13,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
923,6,10,CHOU Tien Chen,Net Shot,6,23,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
924,6,11,Kento MOMOTA,Lob,15,2,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
925,6,12,CHOU Tien Chen,Smash,14,11,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
926,6,13,Kento MOMOTA,Smash Defence,11,11,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
927,6,14,CHOU Tien Chen,Drive,2,10,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
928,6,15,Kento MOMOTA,Smash Defence,10,15,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
929,6,16,CHOU Tien Chen,Lob,11,7,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
930,6,17,Kento MOMOTA,Drop,10,15,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
931,6,18,CHOU Tien Chen,Push Shot,10,1,"[5.0, 0.0]",CHOU Tien Chen,FC/FhL/BcL/FCCD
